Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 12 2022
command line - -import /home/danilo/cbc-test-set/neos-872648.mps.gz -timeM elapsed -seconds 10800 -knapsack off -solve -solu sol-group-root-2/neos-872648.txt -quit (default strategy 1)
At line 1 NAME          neos-872648
At line 2 ROWS
At line 93295 COLUMNS
At line 531311 RHS
At line 531314 BOUNDS
At line 706534 ENDATA
Problem neos-872648 has 93291 rows, 175219 columns and 350438 elements
Coin0008I neos-872648 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 3.35557 - 243.432 seconds
Cgl0004I processed model has 93265 rows, 175151 columns (87575 integer (87575 of which binary)) and 350278 elements
Coin3009W Conflict graph built in 0.193 seconds, density: 0.000%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 148 integers unsatisfied sum - 10.4873
Cbc0038I Pass   1: (359.79 seconds) suminf.    2.83412 (84) obj. 10.8111 iterations 17960
Cbc0038I Pass   2: (402.37 seconds) suminf.    0.58800 (41) obj. 107.503 iterations 7862
Cbc0038I Pass   3: (415.63 seconds) suminf.    0.28153 (28) obj. 139.616 iterations 1810
Cbc0038I Pass   4: (447.99 seconds) suminf.    0.08996 (17) obj. 167.957 iterations 6737
Cbc0038I Pass   5: (462.74 seconds) suminf.    0.00099 (1) obj. 208.544 iterations 6051
Cbc0038I Pass   6: (463.03 seconds) suminf.    0.00099 (1) obj. 208.544 iterations 0
Cbc0038I Pass   7: (553.82 seconds) suminf.    0.02871 (6) obj. 4803.69 iterations 24742
Cbc0038I Pass   8: (554.40 seconds) suminf.    0.02871 (4) obj. 4803.69 iterations 4
Cbc0038I Pass   9: (560.28 seconds) suminf.    0.00099 (1) obj. 4811.57 iterations 830
Cbc0038I Pass  10: (560.57 seconds) suminf.    0.00099 (1) obj. 4811.57 iterations 0
Cbc0038I Pass  11: (567.86 seconds) suminf.    0.04778 (1) obj. 9459.98 iterations 3043
Cbc0038I Pass  12: (568.43 seconds) suminf.    0.04778 (1) obj. 9459.98 iterations 3
Cbc0038I Solution found of 9460.08
Cbc0038I Relaxing continuous gives 9460.08
Cbc0038I Rounding solution of 208.088 is better than previous of 9460.08
Cbc0038I Before mini branch and bound, 84190 integers at bound fixed and 86040 continuous
Cbc0038I Full problem 93265 rows 175151 columns, reduced to 516 rows 600 columns
Cbc0038I Mini branch and bound improved solution from 208.088 to 61.8621 (573.88 seconds)
Cbc0038I Freeing continuous variables gives a solution of 61.8621
Cbc0038I Round again with cutoff of 56.017
Cbc0038I Pass  13: (578.81 seconds) suminf.    2.83412 (84) obj. 10.8111 iterations 0
Cbc0038I Pass  14: (1174.62 seconds) suminf.    2.11287 (641) obj. 56.017 iterations 92190
Cbc0038I Pass  15: (1456.98 seconds) suminf.    1.55684 (1145) obj. 52.7844 iterations 60351
Cbc0038I Pass  16: (1959.41 seconds) suminf.    2.51588 (939) obj. 56.017 iterations 52886
Cbc0038I Pass  17: (2263.47 seconds) suminf.    1.97557 (1633) obj. 54.3796 iterations 64474
Cbc0038I No solution found this major pass
Cbc0038I After 2263.50 seconds - Feasibility pump exiting with objective of 61.8621 - took 1952.57 seconds
Cbc0012I Integer solution of 61.862064 found by feasibility pump after 0 iterations and 0 nodes (2328.97 seconds)
Cbc0012I Integer solution of 52.671483 found by DiveCoefficient after 0 iterations and 0 nodes (2429.56 seconds)
Cbc0031I 396 added rows had average density of 278.44444
Cbc0013I At root node, 396 cuts changed objective from 3.4125948 to 39.630303 in 50 passes
Cbc0014I Cut generator 0 (Probing) - 3 row cuts average 7.7 elements, 0 column cuts (88 active)  in 19.476 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 754 row cuts average 409.6 elements, 0 column cuts (0 active)  in 58.055 seconds - new frequency is 1
Cbc0014I Cut generator 2 (liftKnapsack) - 40 row cuts average 367.5 elements, 0 column cuts (0 active)  in 266.854 seconds - new frequency is 1
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.133 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.278 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 2810 row cuts average 321.7 elements, 0 column cuts (0 active)  in 33.396 seconds - new frequency is 1
Cbc0014I Cut generator 6 (FlowCover) - 26 row cuts average 92.0 elements, 0 column cuts (0 active)  in 6.522 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 342 row cuts average 156.8 elements, 0 column cuts (0 active)  in 24.791 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 52.671483 best solution, best possible 39.630303 (4551.52 seconds)
Cbc0010I After 47 nodes, 28 on tree, 52.671483 best solution, best possible 39.630303 (8710.81 seconds)
Cbc0010I After 48 nodes, 29 on tree, 52.671483 best solution, best possible 39.630303 (8746.55 seconds)
Cbc0010I After 49 nodes, 29 on tree, 52.671483 best solution, best possible 39.630303 (8779.88 seconds)
Cbc0010I After 50 nodes, 30 on tree, 52.671483 best solution, best possible 39.630303 (8815.03 seconds)
Cbc0010I After 51 nodes, 30 on tree, 52.671483 best solution, best possible 39.630303 (8882.09 seconds)
Cbc0010I After 52 nodes, 31 on tree, 52.671483 best solution, best possible 39.630303 (8905.55 seconds)
Cbc0010I After 53 nodes, 31 on tree, 52.671483 best solution, best possible 39.630303 (8929.75 seconds)
Cbc0010I After 54 nodes, 32 on tree, 52.671483 best solution, best possible 39.630303 (8979.00 seconds)
Cbc0010I After 55 nodes, 32 on tree, 52.671483 best solution, best possible 39.630303 (9033.85 seconds)
Cbc0010I After 56 nodes, 33 on tree, 52.671483 best solution, best possible 39.630303 (9054.46 seconds)
Cbc0010I After 57 nodes, 34 on tree, 52.671483 best solution, best possible 39.630303 (9077.69 seconds)
Cbc0010I After 58 nodes, 34 on tree, 52.671483 best solution, best possible 39.630303 (9109.19 seconds)
Cbc0010I After 59 nodes, 34 on tree, 52.671483 best solution, best possible 39.630303 (9159.52 seconds)
Cbc0010I After 60 nodes, 35 on tree, 52.671483 best solution, best possible 39.630303 (9199.94 seconds)
Cbc0010I After 61 nodes, 35 on tree, 52.671483 best solution, best possible 39.630303 (9231.24 seconds)
Cbc0010I After 62 nodes, 36 on tree, 52.671483 best solution, best possible 39.630303 (9251.83 seconds)
Cbc0010I After 63 nodes, 36 on tree, 52.671483 best solution, best possible 39.630303 (9291.57 seconds)
Cbc0010I After 64 nodes, 37 on tree, 52.671483 best solution, best possible 39.630303 (9333.51 seconds)
Cbc0010I After 65 nodes, 38 on tree, 52.671483 best solution, best possible 39.630303 (9362.29 seconds)
Cbc0010I After 66 nodes, 38 on tree, 52.671483 best solution, best possible 39.630303 (9406.67 seconds)
Cbc0010I After 67 nodes, 39 on tree, 52.671483 best solution, best possible 39.630303 (9441.68 seconds)
Cbc0010I After 68 nodes, 40 on tree, 52.671483 best solution, best possible 39.630303 (9476.57 seconds)
Cbc0010I After 69 nodes, 40 on tree, 52.671483 best solution, best possible 39.630303 (9550.39 seconds)
Cbc0010I After 70 nodes, 40 on tree, 52.671483 best solution, best possible 39.630303 (9600.96 seconds)
Cbc0010I After 71 nodes, 41 on tree, 52.671483 best solution, best possible 39.630303 (9621.85 seconds)
Cbc0010I After 72 nodes, 41 on tree, 52.671483 best solution, best possible 39.630303 (9675.44 seconds)
Cbc0010I After 73 nodes, 42 on tree, 52.671483 best solution, best possible 39.630303 (9699.20 seconds)
Cbc0010I After 74 nodes, 42 on tree, 52.671483 best solution, best possible 39.630303 (9722.34 seconds)
Cbc0010I After 75 nodes, 43 on tree, 52.671483 best solution, best possible 39.630303 (9813.03 seconds)
Cbc0010I After 76 nodes, 43 on tree, 52.671483 best solution, best possible 39.630303 (9856.16 seconds)
Cbc0010I After 77 nodes, 44 on tree, 52.671483 best solution, best possible 39.630303 (9874.22 seconds)
Cbc0010I After 78 nodes, 44 on tree, 52.671483 best solution, best possible 39.630303 (9966.11 seconds)
Cbc0010I After 79 nodes, 45 on tree, 52.671483 best solution, best possible 39.630303 (9994.01 seconds)
Cbc0010I After 80 nodes, 45 on tree, 52.671483 best solution, best possible 39.630303 (10054.15 seconds)
Cbc0010I After 81 nodes, 46 on tree, 52.671483 best solution, best possible 39.630303 (10137.34 seconds)
Cbc0010I After 82 nodes, 46 on tree, 52.671483 best solution, best possible 39.630303 (10171.18 seconds)
Cbc0010I After 83 nodes, 47 on tree, 52.671483 best solution, best possible 39.630303 (10194.51 seconds)
Cbc0010I After 84 nodes, 48 on tree, 52.671483 best solution, best possible 39.630303 (10226.37 seconds)
Cbc0010I After 85 nodes, 48 on tree, 52.671483 best solution, best possible 39.630303 (10275.85 seconds)
Cbc0010I After 86 nodes, 48 on tree, 52.671483 best solution, best possible 39.630303 (10322.07 seconds)
Cbc0010I After 87 nodes, 49 on tree, 52.671483 best solution, best possible 39.630303 (10376.73 seconds)
Cbc0010I After 88 nodes, 49 on tree, 52.671483 best solution, best possible 39.630303 (10425.68 seconds)
Cbc0010I After 89 nodes, 50 on tree, 52.671483 best solution, best possible 39.630303 (10451.97 seconds)
Cbc0010I After 90 nodes, 51 on tree, 52.671483 best solution, best possible 39.630303 (10474.10 seconds)
Cbc0010I After 91 nodes, 51 on tree, 52.671483 best solution, best possible 39.630303 (10583.08 seconds)
Cbc0010I After 92 nodes, 51 on tree, 52.671483 best solution, best possible 39.630303 (10612.04 seconds)
Cbc0010I After 93 nodes, 52 on tree, 52.671483 best solution, best possible 39.630303 (10647.99 seconds)
Cbc0010I After 94 nodes, 53 on tree, 52.671483 best solution, best possible 39.630303 (10675.90 seconds)
Cbc0010I After 95 nodes, 53 on tree, 52.671483 best solution, best possible 39.630303 (10709.32 seconds)
Cbc0010I After 96 nodes, 53 on tree, 52.671483 best solution, best possible 39.630303 (10777.87 seconds)
Cbc0020I Exiting on maximum time
Cbc0005I Partial search - best objective 52.671483 (best possible 39.630303), took 368916 iterations and 97 nodes (10800.28 seconds)
Cbc0032I Strong branching done 2062 times (124517 iterations), fathomed 0 nodes and fixed 0 variables
Cbc0035I Maximum depth 25, 0 variables fixed on reduced cost
Cuts at root node changed objective from 3.41259 to 39.6303
Probing was tried 50 times and created 3 cuts of which 88 were active after adding rounds of cuts (19.4759 seconds)
Gomory was tried 228 times and created 761 cuts of which 0 were active after adding rounds of cuts (127.083 seconds)
liftKnapsack was tried 228 times and created 42 cuts of which 0 were active after adding rounds of cuts (1308.05 seconds)
Clique was tried 50 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.132583 seconds)
OddWheel was tried 50 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.277529 seconds)
MixedIntegerRounding2 was tried 228 times and created 7612 cuts of which 0 were active after adding rounds of cuts (165.978 seconds)
FlowCover was tried 50 times and created 26 cuts of which 0 were active after adding rounds of cuts (6.52152 seconds)
TwoMirCuts was tried 228 times and created 343 cuts of which 0 were active after adding rounds of cuts (89.5339 seconds)
ZeroHalf was tried 1 times and created 0 cuts of which 0 were active after adding rounds of cuts (1.3e-05 seconds)

Result - Stopped on time limit
Objective value:                52.6714832822
Lower bound:                    39.6303
Gap:                            0.329071
Enumerated nodes:               97
Total iterations:               368916
Time (CPU seconds):             10915.1
Time (Wallclock seconds):       11092.2
Total time (CPU seconds):       10917.1   (Wallclock seconds):       11096
