Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-3381206-awhea.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-3381206-awhea
At line 2 ROWS
At line 483 COLUMNS
At line 5236 RHS
At line 5241 BOUNDS
At line 7617 ENDATA
Problem neos-3381206-awhea has 479 rows, 2375 columns and 4275 elements
Coin0008I neos-3381206-awhea read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 415.24 - 0.398037 seconds
Cgl0004I processed model has 479 rows, 2375 columns (2375 integer (475 of which binary)) and 4275 elements
Coin3009W Conflict graph built in 0.002 seconds, density: 0.004%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0031I 852 added rows had average density of 4.32277
Cbc0013I At root node, 852 cuts changed objective from 415.24 to 452.06428 in 77 passes
Cbc0014I Cut generator 0 (Probing) - 12522 row cuts average 4.4 elements, 0 column cuts (0 active)  in 1.418 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 23194 row cuts average 7.8 elements, 0 column cuts (0 active)  in 5.042 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.027 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.004 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.006 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 972 row cuts average 4.2 elements, 0 column cuts (0 active)  in 0.505 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 82 row cuts average 2.0 elements, 0 column cuts (0 active)  in 0.609 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 9447 row cuts average 4.7 elements, 0 column cuts (0 active)  in 2.762 seconds - new frequency is 1
Cbc0014I Cut generator 8 (ZeroHalf) - 1 row cuts average 5.0 elements, 0 column cuts (0 active)  in 0.128 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 452.06428 (24.59 seconds)
Cbc0010I After 195 nodes, 114 on tree, 1e+50 best solution, best possible 452.06428 (42.80 seconds)
Cbc0010I After 201 nodes, 116 on tree, 1e+50 best solution, best possible 452.06428 (43.57 seconds)
Cbc0010I After 205 nodes, 117 on tree, 1e+50 best solution, best possible 452.06428 (44.62 seconds)
Cbc0010I After 212 nodes, 117 on tree, 1e+50 best solution, best possible 452.06428 (46.78 seconds)
Cbc0010I After 214 nodes, 117 on tree, 1e+50 best solution, best possible 452.06428 (47.87 seconds)
Cbc0010I After 221 nodes, 117 on tree, 1e+50 best solution, best possible 452.06428 (48.84 seconds)
Cbc0010I After 227 nodes, 119 on tree, 1e+50 best solution, best possible 452.06428 (49.85 seconds)
Cbc0010I After 231 nodes, 119 on tree, 1e+50 best solution, best possible 452.06428 (50.57 seconds)
Cbc0010I After 238 nodes, 122 on tree, 1e+50 best solution, best possible 452.06428 (51.33 seconds)
Cbc0010I After 247 nodes, 125 on tree, 1e+50 best solution, best possible 452.06428 (52.08 seconds)
Cbc0010I After 252 nodes, 127 on tree, 1e+50 best solution, best possible 452.06428 (52.81 seconds)
Cbc0010I After 260 nodes, 130 on tree, 1e+50 best solution, best possible 452.06428 (53.58 seconds)
Cbc0010I After 267 nodes, 131 on tree, 1e+50 best solution, best possible 452.06428 (54.38 seconds)
Cbc0010I After 271 nodes, 131 on tree, 1e+50 best solution, best possible 452.06428 (55.52 seconds)
Cbc0010I After 278 nodes, 134 on tree, 1e+50 best solution, best possible 452.06428 (56.28 seconds)
Cbc0010I After 288 nodes, 140 on tree, 1e+50 best solution, best possible 452.06428 (57.04 seconds)
Cbc0010I After 293 nodes, 137 on tree, 1e+50 best solution, best possible 452.06428 (57.99 seconds)
Cbc0010I After 302 nodes, 138 on tree, 1e+50 best solution, best possible 452.06428 (58.81 seconds)
Cbc0010I After 309 nodes, 142 on tree, 1e+50 best solution, best possible 452.06428 (59.68 seconds)
Cbc0010I After 315 nodes, 140 on tree, 1e+50 best solution, best possible 452.06428 (61.07 seconds)
Cbc0010I After 325 nodes, 144 on tree, 1e+50 best solution, best possible 452.06428 (61.99 seconds)
Cbc0010I After 332 nodes, 143 on tree, 1e+50 best solution, best possible 452.06428 (62.70 seconds)
Cbc0010I After 340 nodes, 149 on tree, 1e+50 best solution, best possible 452.06428 (63.42 seconds)
Cbc0010I After 348 nodes, 150 on tree, 1e+50 best solution, best possible 452.06428 (64.25 seconds)
Cbc0010I After 354 nodes, 151 on tree, 1e+50 best solution, best possible 452.06428 (64.95 seconds)
Cbc0010I After 360 nodes, 152 on tree, 1e+50 best solution, best possible 452.06428 (65.66 seconds)
Cbc0010I After 370 nodes, 158 on tree, 1e+50 best solution, best possible 452.06428 (66.40 seconds)
Cbc0010I After 378 nodes, 158 on tree, 1e+50 best solution, best possible 452.06428 (67.14 seconds)
Cbc0010I After 386 nodes, 163 on tree, 1e+50 best solution, best possible 452.06428 (67.88 seconds)
Cbc0010I After 393 nodes, 161 on tree, 1e+50 best solution, best possible 452.06428 (69.39 seconds)
Cbc0010I After 397 nodes, 159 on tree, 1e+50 best solution, best possible 452.06428 (70.14 seconds)
Cbc0010I After 405 nodes, 162 on tree, 1e+50 best solution, best possible 452.06428 (70.90 seconds)
Cbc0010I After 410 nodes, 164 on tree, 1e+50 best solution, best possible 452.06428 (71.71 seconds)
Cbc0010I After 418 nodes, 167 on tree, 1e+50 best solution, best possible 452.06428 (72.45 seconds)
Cbc0010I After 424 nodes, 163 on tree, 1e+50 best solution, best possible 452.06428 (73.43 seconds)
Cbc0010I After 431 nodes, 163 on tree, 1e+50 best solution, best possible 452.06428 (74.15 seconds)
Cbc0010I After 440 nodes, 170 on tree, 1e+50 best solution, best possible 452.06428 (74.87 seconds)
Cbc0010I After 448 nodes, 169 on tree, 1e+50 best solution, best possible 452.06428 (76.11 seconds)
Cbc0010I After 449 nodes, 168 on tree, 1e+50 best solution, best possible 452.06428 (77.90 seconds)
Cbc0010I After 451 nodes, 168 on tree, 1e+50 best solution, best possible 452.06428 (78.66 seconds)
Cbc0010I After 459 nodes, 172 on tree, 1e+50 best solution, best possible 452.06428 (79.46 seconds)
Cbc0010I After 468 nodes, 175 on tree, 1e+50 best solution, best possible 452.06428 (80.31 seconds)
Cbc0010I After 476 nodes, 172 on tree, 1e+50 best solution, best possible 452.06428 (81.02 seconds)
Cbc0010I After 478 nodes, 172 on tree, 1e+50 best solution, best possible 452.06428 (81.81 seconds)
Cbc0010I After 489 nodes, 174 on tree, 1e+50 best solution, best possible 452.06428 (82.52 seconds)
Cbc0010I After 499 nodes, 176 on tree, 1e+50 best solution, best possible 452.06428 (83.24 seconds)
Cbc0010I After 505 nodes, 178 on tree, 1e+50 best solution, best possible 452.06428 (83.97 seconds)
Cbc0010I After 514 nodes, 180 on tree, 1e+50 best solution, best possible 452.06428 (84.70 seconds)
Cbc0010I After 525 nodes, 183 on tree, 1e+50 best solution, best possible 452.06428 (85.45 seconds)
Cbc0010I After 533 nodes, 186 on tree, 1e+50 best solution, best possible 452.06428 (86.18 seconds)
Cbc0010I After 539 nodes, 186 on tree, 1e+50 best solution, best possible 452.06428 (86.91 seconds)
Cbc0010I After 549 nodes, 193 on tree, 1e+50 best solution, best possible 452.06428 (87.61 seconds)
Cbc0010I After 558 nodes, 197 on tree, 1e+50 best solution, best possible 452.06428 (88.46 seconds)
Cbc0010I After 563 nodes, 195 on tree, 1e+50 best solution, best possible 452.06428 (89.50 seconds)
Cbc0010I After 572 nodes, 192 on tree, 1e+50 best solution, best possible 452.06428 (90.27 seconds)
Cbc0010I After 581 nodes, 199 on tree, 1e+50 best solution, best possible 452.06428 (91.02 seconds)
Cbc0010I After 589 nodes, 203 on tree, 1e+50 best solution, best possible 452.06428 (91.76 seconds)
Cbc0010I After 597 nodes, 205 on tree, 1e+50 best solution, best possible 452.06428 (92.54 seconds)
Cbc0010I After 603 nodes, 206 on tree, 1e+50 best solution, best possible 452.06428 (93.32 seconds)
Cbc0010I After 608 nodes, 206 on tree, 1e+50 best solution, best possible 452.06428 (94.06 seconds)
Cbc0010I After 615 nodes, 208 on tree, 1e+50 best solution, best possible 452.06428 (94.79 seconds)
Cbc0010I After 619 nodes, 208 on tree, 1e+50 best solution, best possible 452.06428 (95.52 seconds)
Cbc0010I After 625 nodes, 210 on tree, 1e+50 best solution, best possible 452.06428 (96.23 seconds)
Cbc0010I After 634 nodes, 216 on tree, 1e+50 best solution, best possible 452.06428 (96.95 seconds)
Cbc0010I After 644 nodes, 225 on tree, 1e+50 best solution, best possible 452.06428 (97.69 seconds)
Cbc0010I After 653 nodes, 229 on tree, 1e+50 best solution, best possible 452.06428 (98.49 seconds)
Cbc0010I After 660 nodes, 233 on tree, 1e+50 best solution, best possible 452.06428 (99.21 seconds)
Cbc0010I After 671 nodes, 241 on tree, 1e+50 best solution, best possible 452.06428 (99.93 seconds)
Cbc0010I After 685 nodes, 253 on tree, 1e+50 best solution, best possible 452.06428 (100.65 seconds)
Cbc0010I After 699 nodes, 261 on tree, 1e+50 best solution, best possible 452.06428 (101.36 seconds)
Cbc0010I After 709 nodes, 268 on tree, 1e+50 best solution, best possible 452.06428 (102.09 seconds)
Cbc0010I After 722 nodes, 280 on tree, 1e+50 best solution, best possible 452.06428 (102.83 seconds)
Cbc0010I After 731 nodes, 287 on tree, 1e+50 best solution, best possible 452.06428 (103.59 seconds)
Cbc0010I After 738 nodes, 290 on tree, 1e+50 best solution, best possible 452.06428 (104.30 seconds)
Cbc0010I After 748 nodes, 297 on tree, 1e+50 best solution, best possible 452.06428 (105.03 seconds)
Cbc0010I After 759 nodes, 306 on tree, 1e+50 best solution, best possible 452.06428 (105.78 seconds)
Cbc0010I After 770 nodes, 313 on tree, 1e+50 best solution, best possible 452.06428 (106.53 seconds)
Cbc0010I After 782 nodes, 315 on tree, 1e+50 best solution, best possible 452.06428 (107.34 seconds)
Cbc0010I After 794 nodes, 325 on tree, 1e+50 best solution, best possible 452.06428 (108.10 seconds)
Cbc0010I After 807 nodes, 332 on tree, 1e+50 best solution, best possible 452.06428 (108.87 seconds)
Cbc0010I After 819 nodes, 337 on tree, 1e+50 best solution, best possible 452.06428 (109.65 seconds)
Cbc0010I After 827 nodes, 341 on tree, 1e+50 best solution, best possible 452.06428 (110.43 seconds)
Cbc0010I After 840 nodes, 351 on tree, 1e+50 best solution, best possible 452.06428 (111.17 seconds)
Cbc0010I After 850 nodes, 356 on tree, 1e+50 best solution, best possible 452.06428 (111.94 seconds)
Cbc0010I After 861 nodes, 359 on tree, 1e+50 best solution, best possible 452.06428 (112.66 seconds)
Cbc0010I After 875 nodes, 363 on tree, 1e+50 best solution, best possible 452.06428 (113.48 seconds)
Cbc0010I After 887 nodes, 371 on tree, 1e+50 best solution, best possible 452.06428 (114.21 seconds)
Cbc0010I After 899 nodes, 383 on tree, 1e+50 best solution, best possible 452.06428 (114.95 seconds)
Cbc0010I After 909 nodes, 393 on tree, 1e+50 best solution, best possible 452.06428 (115.67 seconds)
Cbc0010I After 920 nodes, 404 on tree, 1e+50 best solution, best possible 452.06428 (116.42 seconds)
Cbc0010I After 930 nodes, 414 on tree, 1e+50 best solution, best possible 452.06428 (117.13 seconds)
Cbc0010I After 941 nodes, 425 on tree, 1e+50 best solution, best possible 452.06428 (117.89 seconds)
Cbc0010I After 954 nodes, 435 on tree, 1e+50 best solution, best possible 452.06428 (118.61 seconds)
Cbc0010I After 969 nodes, 441 on tree, 1e+50 best solution, best possible 452.06428 (119.38 seconds)
Cbc0010I After 983 nodes, 445 on tree, 1e+50 best solution, best possible 452.06428 (120.12 seconds)
Cbc0016I Integer solution of 453 found by strong branching after 197554 iterations and 988 nodes (120.35 seconds)
Cbc0001I Search completed - best objective 453, took 197554 iterations and 988 nodes (120.54 seconds)
Cbc0032I Strong branching done 9132 times (130243 iterations), fathomed 2 nodes and fixed 35 variables
Cbc0035I Maximum depth 473, 0 variables fixed on reduced cost
Cuts at root node changed objective from 415.24 to 452.064
Probing was tried 277 times and created 13927 cuts of which 0 were active after adding rounds of cuts (1.63848 seconds)
Gomory was tried 277 times and created 25903 cuts of which 0 were active after adding rounds of cuts (6.22019 seconds)
Knapsack was tried 77 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.02657 seconds)
Clique was tried 77 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.003675 seconds)
OddWheel was tried 77 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.005859 seconds)
MixedIntegerRounding2 was tried 77 times and created 972 cuts of which 0 were active after adding rounds of cuts (0.505438 seconds)
FlowCover was tried 77 times and created 82 cuts of which 0 were active after adding rounds of cuts (0.609098 seconds)
TwoMirCuts was tried 277 times and created 10806 cuts of which 0 were active after adding rounds of cuts (4.50913 seconds)
ZeroHalf was tried 1 times and created 1 cuts of which 0 were active after adding rounds of cuts (0.128021 seconds)

Result - Optimal solution found
Objective value:                453
Enumerated nodes:               988
Total iterations:               197554
Time (CPU seconds):             120.439
Time (Wallclock seconds):       120.65
Total time (CPU seconds):       120.446   (Wallclock seconds):       120.663
