Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/methanosarcina.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/methanosarcina.txt -quit (default strategy 1)
At line 1 NAME           methanosarcina
At line 2 ROWS
At line 14608 COLUMNS
At line 65725 RHS
At line 75818 BOUNDS
At line 83749 ENDATA
Problem methanosarcina has 14604 rows, 7930 columns and 43812 elements
Coin0008I methanosarcina read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 9.41004 seconds
Cgl0004I processed model has 14604 rows, 7930 columns (7930 integer (7930 of which binary)) and 43812 elements
Coin3009W Conflict graph built in 0.012 seconds, density: 0.006%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 626 integers unsatisfied sum - 313
Cbc0038I Pass   1: (10.85 seconds) suminf.  310.50000 (621) obj. 6.5 iterations 502
Cbc0038I Pass   2: (10.98 seconds) suminf.  304.00000 (608) obj. 13 iterations 39
Cbc0038I Pass   3: (11.09 seconds) suminf.  304.00000 (608) obj. 13 iterations 10
Cbc0038I Pass   4: (11.22 seconds) suminf.  304.00000 (608) obj. 13 iterations 48
Cbc0038I Pass   5: (11.95 seconds) suminf.  304.00000 (608) obj. 13 iterations 734
Cbc0038I Pass   6: (12.34 seconds) suminf.  304.00000 (608) obj. 13 iterations 434
Cbc0038I Pass   7: (12.63 seconds) suminf.  304.00000 (608) obj. 13 iterations 350
Cbc0038I Pass   8: (12.94 seconds) suminf.  304.00000 (608) obj. 13 iterations 358
Cbc0038I Pass   9: (13.31 seconds) suminf.  304.00000 (608) obj. 13 iterations 369
Cbc0038I Pass  10: (13.69 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  11: (13.95 seconds) suminf.  304.00000 (608) obj. 13 iterations 377
Cbc0038I Pass  12: (14.29 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  13: (14.65 seconds) suminf.  304.00000 (608) obj. 13 iterations 395
Cbc0038I Pass  14: (15.02 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  15: (15.36 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  16: (15.90 seconds) suminf.  304.00000 (608) obj. 13 iterations 439
Cbc0038I Pass  17: (16.24 seconds) suminf.  304.00000 (608) obj. 13 iterations 406
Cbc0038I Pass  18: (16.85 seconds) suminf.  304.00000 (608) obj. 13 iterations 480
Cbc0038I Pass  19: (17.18 seconds) suminf.  304.00000 (608) obj. 13 iterations 387
Cbc0038I Pass  20: (17.41 seconds) suminf.  304.00000 (608) obj. 13 iterations 357
Cbc0038I Pass  21: (17.72 seconds) suminf.  304.00000 (608) obj. 13 iterations 435
Cbc0038I Pass  22: (18.06 seconds) suminf.  304.00000 (608) obj. 13 iterations 385
Cbc0038I Pass  23: (18.32 seconds) suminf.  304.00000 (608) obj. 13 iterations 379
Cbc0038I Pass  24: (18.74 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I Pass  25: (19.13 seconds) suminf.  304.00000 (608) obj. 13 iterations 409
Cbc0038I Pass  26: (19.50 seconds) suminf.  304.00000 (608) obj. 13 iterations 400
Cbc0038I Pass  27: (19.94 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  28: (20.46 seconds) suminf.  304.00000 (608) obj. 13 iterations 471
Cbc0038I Pass  29: (20.92 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  30: (21.25 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 7291 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (21.50 seconds)
Cbc0038I After 21.50 seconds - Feasibility pump exiting - took 11.18 seconds
Cbc0031I 518 added rows had average density of 11.353282
Cbc0013I At root node, 518 cuts changed objective from 0 to 205.19695 in 50 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.451 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 33027 row cuts average 45.1 elements, 0 column cuts (0 active)  in 13.237 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 2.857 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 5 row cuts average 7.6 elements, 0 column cuts (0 active)  in 84.524 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.007 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.011 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 3 row cuts average 25.7 elements, 0 column cuts (0 active)  in 2.990 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.169 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 3736 row cuts average 12.7 elements, 0 column cuts (0 active)  in 4.437 seconds - new frequency is 1
Cbc0014I Cut generator 9 (ZeroHalf) - 3774 row cuts average 12.6 elements, 0 column cuts (0 active)  in 79.832 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 205.19695 (283.14 seconds)
Cbc0010I After 55 nodes, 32 on tree, 1e+50 best solution, best possible 205.19695 (1360.73 seconds)
Cbc0010I After 56 nodes, 32 on tree, 1e+50 best solution, best possible 205.19695 (1370.97 seconds)
Cbc0010I After 57 nodes, 33 on tree, 1e+50 best solution, best possible 205.19695 (1383.13 seconds)
Cbc0010I After 58 nodes, 33 on tree, 1e+50 best solution, best possible 205.19695 (1393.14 seconds)
Cbc0010I After 59 nodes, 34 on tree, 1e+50 best solution, best possible 205.19695 (1402.45 seconds)
Cbc0010I After 60 nodes, 34 on tree, 1e+50 best solution, best possible 205.19695 (1415.84 seconds)
Cbc0010I After 61 nodes, 35 on tree, 1e+50 best solution, best possible 205.19695 (1424.65 seconds)
Cbc0010I After 62 nodes, 35 on tree, 1e+50 best solution, best possible 205.19695 (1435.63 seconds)
Cbc0010I After 63 nodes, 36 on tree, 1e+50 best solution, best possible 205.19695 (1445.92 seconds)
Cbc0010I After 64 nodes, 36 on tree, 1e+50 best solution, best possible 205.19695 (1455.34 seconds)
Cbc0010I After 65 nodes, 37 on tree, 1e+50 best solution, best possible 205.19695 (1465.06 seconds)
Cbc0010I After 66 nodes, 37 on tree, 1e+50 best solution, best possible 205.19695 (1478.71 seconds)
Cbc0010I After 67 nodes, 38 on tree, 1e+50 best solution, best possible 205.19695 (1487.34 seconds)
Cbc0010I After 68 nodes, 39 on tree, 1e+50 best solution, best possible 205.19695 (1496.68 seconds)
Cbc0010I After 69 nodes, 39 on tree, 1e+50 best solution, best possible 205.19695 (1506.44 seconds)
Cbc0010I After 70 nodes, 39 on tree, 1e+50 best solution, best possible 205.19695 (1516.14 seconds)
Cbc0010I After 71 nodes, 40 on tree, 1e+50 best solution, best possible 205.19695 (1525.78 seconds)
Cbc0010I After 72 nodes, 40 on tree, 1e+50 best solution, best possible 205.19695 (1536.08 seconds)
Cbc0010I After 73 nodes, 41 on tree, 1e+50 best solution, best possible 205.19695 (1544.87 seconds)
Cbc0010I After 74 nodes, 41 on tree, 1e+50 best solution, best possible 205.19695 (1553.55 seconds)
Cbc0010I After 75 nodes, 42 on tree, 1e+50 best solution, best possible 205.19695 (1563.93 seconds)
Cbc0010I After 76 nodes, 42 on tree, 1e+50 best solution, best possible 205.19695 (1572.94 seconds)
Cbc0010I After 77 nodes, 43 on tree, 1e+50 best solution, best possible 205.19695 (1582.82 seconds)
Cbc0010I After 78 nodes, 43 on tree, 1e+50 best solution, best possible 205.19695 (1594.88 seconds)
Cbc0010I After 79 nodes, 44 on tree, 1e+50 best solution, best possible 205.19695 (1604.54 seconds)
Cbc0010I After 80 nodes, 44 on tree, 1e+50 best solution, best possible 205.19695 (1615.64 seconds)
Cbc0010I After 81 nodes, 45 on tree, 1e+50 best solution, best possible 205.19695 (1625.44 seconds)
Cbc0010I After 82 nodes, 45 on tree, 1e+50 best solution, best possible 205.19695 (1629.22 seconds)
Cbc0010I After 83 nodes, 46 on tree, 1e+50 best solution, best possible 205.19695 (1637.94 seconds)
Cbc0010I After 84 nodes, 47 on tree, 1e+50 best solution, best possible 205.19695 (1647.30 seconds)
Cbc0010I After 85 nodes, 47 on tree, 1e+50 best solution, best possible 205.19695 (1657.40 seconds)
Cbc0010I After 86 nodes, 48 on tree, 1e+50 best solution, best possible 205.19695 (1660.63 seconds)
Cbc0010I After 87 nodes, 48 on tree, 1e+50 best solution, best possible 205.19695 (1670.46 seconds)
Cbc0010I After 88 nodes, 49 on tree, 1e+50 best solution, best possible 205.19695 (1679.11 seconds)
Cbc0010I After 89 nodes, 49 on tree, 1e+50 best solution, best possible 205.19695 (1689.82 seconds)
Cbc0010I After 90 nodes, 49 on tree, 1e+50 best solution, best possible 205.19695 (1703.56 seconds)
Cbc0010I After 91 nodes, 50 on tree, 1e+50 best solution, best possible 205.19695 (1713.52 seconds)
Cbc0010I After 92 nodes, 50 on tree, 1e+50 best solution, best possible 205.19695 (1725.34 seconds)
Cbc0010I After 93 nodes, 51 on tree, 1e+50 best solution, best possible 205.19695 (1735.92 seconds)
Cbc0010I After 94 nodes, 51 on tree, 1e+50 best solution, best possible 205.19695 (1748.64 seconds)
Cbc0010I After 95 nodes, 52 on tree, 1e+50 best solution, best possible 205.19695 (1757.97 seconds)
Cbc0010I After 96 nodes, 52 on tree, 1e+50 best solution, best possible 205.19695 (1772.55 seconds)
Cbc0010I After 97 nodes, 53 on tree, 1e+50 best solution, best possible 205.19695 (1783.22 seconds)
Cbc0010I After 98 nodes, 53 on tree, 1e+50 best solution, best possible 205.19695 (1794.44 seconds)
Cbc0010I After 99 nodes, 54 on tree, 1e+50 best solution, best possible 205.19695 (1806.17 seconds)
Cbc0010I After 100 nodes, 54 on tree, 1e+50 best solution, best possible 205.19695 (1815.49 seconds)
Cbc0010I After 101 nodes, 55 on tree, 1e+50 best solution, best possible 205.19695 (1824.39 seconds)
Cbc0010I After 102 nodes, 55 on tree, 1e+50 best solution, best possible 205.19695 (1839.58 seconds)
Cbc0010I After 103 nodes, 56 on tree, 1e+50 best solution, best possible 205.19695 (1849.12 seconds)
Cbc0010I After 104 nodes, 56 on tree, 1e+50 best solution, best possible 205.19695 (1858.98 seconds)
Cbc0010I After 105 nodes, 57 on tree, 1e+50 best solution, best possible 205.19695 (1870.98 seconds)
Cbc0010I After 106 nodes, 57 on tree, 1e+50 best solution, best possible 205.19695 (1883.05 seconds)
Cbc0010I After 107 nodes, 58 on tree, 1e+50 best solution, best possible 205.19695 (1890.37 seconds)
Cbc0010I After 108 nodes, 58 on tree, 1e+50 best solution, best possible 205.19695 (1905.29 seconds)
Cbc0010I After 109 nodes, 59 on tree, 1e+50 best solution, best possible 205.19695 (1915.42 seconds)
Cbc0010I After 110 nodes, 60 on tree, 1e+50 best solution, best possible 205.19695 (1925.69 seconds)
Cbc0010I After 111 nodes, 60 on tree, 1e+50 best solution, best possible 205.19695 (1937.69 seconds)
Cbc0010I After 112 nodes, 61 on tree, 1e+50 best solution, best possible 205.19695 (1945.90 seconds)
Cbc0010I After 113 nodes, 61 on tree, 1e+50 best solution, best possible 205.19695 (1955.33 seconds)
Cbc0010I After 114 nodes, 62 on tree, 1e+50 best solution, best possible 205.19695 (1964.59 seconds)
Cbc0010I After 115 nodes, 62 on tree, 1e+50 best solution, best possible 205.19695 (1976.09 seconds)
Cbc0010I After 116 nodes, 62 on tree, 1e+50 best solution, best possible 205.19695 (1985.98 seconds)
Cbc0010I After 117 nodes, 63 on tree, 1e+50 best solution, best possible 205.19695 (1997.40 seconds)
Cbc0010I After 118 nodes, 63 on tree, 1e+50 best solution, best possible 205.19695 (2009.33 seconds)
Cbc0010I After 119 nodes, 64 on tree, 1e+50 best solution, best possible 205.19695 (2017.70 seconds)
Cbc0010I After 120 nodes, 65 on tree, 1e+50 best solution, best possible 205.19695 (2027.45 seconds)
Cbc0010I After 121 nodes, 66 on tree, 1e+50 best solution, best possible 205.19695 (2036.88 seconds)
Cbc0010I After 122 nodes, 66 on tree, 1e+50 best solution, best possible 205.19695 (2045.42 seconds)
Cbc0010I After 123 nodes, 66 on tree, 1e+50 best solution, best possible 205.19695 (2059.93 seconds)
Cbc0010I After 124 nodes, 67 on tree, 1e+50 best solution, best possible 205.19695 (2069.39 seconds)
Cbc0010I After 125 nodes, 67 on tree, 1e+50 best solution, best possible 205.19695 (2083.18 seconds)
Cbc0010I After 126 nodes, 68 on tree, 1e+50 best solution, best possible 205.19695 (2092.68 seconds)
Cbc0010I After 127 nodes, 68 on tree, 1e+50 best solution, best possible 205.19695 (2102.80 seconds)
Cbc0010I After 128 nodes, 69 on tree, 1e+50 best solution, best possible 205.19695 (2111.55 seconds)
Cbc0010I After 129 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2121.56 seconds)
Cbc0010I After 130 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2133.49 seconds)
Cbc0010I After 131 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2142.98 seconds)
Cbc0010I After 132 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2154.27 seconds)
Cbc0010I After 133 nodes, 71 on tree, 1e+50 best solution, best possible 205.19695 (2162.33 seconds)
Cbc0010I After 134 nodes, 71 on tree, 1e+50 best solution, best possible 205.19695 (2175.56 seconds)
Cbc0010I After 135 nodes, 72 on tree, 1e+50 best solution, best possible 205.19695 (2190.66 seconds)
Cbc0010I After 136 nodes, 72 on tree, 1e+50 best solution, best possible 205.19695 (2205.90 seconds)
Cbc0010I After 137 nodes, 73 on tree, 1e+50 best solution, best possible 205.19695 (2217.11 seconds)
Cbc0010I After 138 nodes, 73 on tree, 1e+50 best solution, best possible 205.19695 (2232.26 seconds)
Cbc0010I After 139 nodes, 74 on tree, 1e+50 best solution, best possible 205.19695 (2246.91 seconds)
Cbc0010I After 140 nodes, 75 on tree, 1e+50 best solution, best possible 205.19695 (2261.91 seconds)
Cbc0010I After 141 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2277.40 seconds)
Cbc0010I After 142 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2294.16 seconds)
Cbc0010I After 143 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2314.46 seconds)
Cbc0010I After 144 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2331.13 seconds)
Cbc0010I After 145 nodes, 77 on tree, 1e+50 best solution, best possible 205.19695 (2345.24 seconds)
Cbc0010I After 146 nodes, 77 on tree, 1e+50 best solution, best possible 205.19695 (2365.99 seconds)
Cbc0010I After 147 nodes, 78 on tree, 1e+50 best solution, best possible 205.19695 (2382.61 seconds)
Cbc0010I After 148 nodes, 78 on tree, 1e+50 best solution, best possible 205.19695 (2397.52 seconds)
Cbc0010I After 149 nodes, 79 on tree, 1e+50 best solution, best possible 205.19695 (2413.27 seconds)
Cbc0010I After 150 nodes, 80 on tree, 1e+50 best solution, best possible 205.19695 (2431.70 seconds)
Cbc0010I After 151 nodes, 80 on tree, 1e+50 best solution, best possible 205.19695 (2449.36 seconds)
Cbc0010I After 152 nodes, 80 on tree, 1e+50 best solution, best possible 205.19695 (2465.93 seconds)
Cbc0010I After 153 nodes, 81 on tree, 1e+50 best solution, best possible 205.19695 (2483.33 seconds)
Cbc0010I After 154 nodes, 81 on tree, 1e+50 best solution, best possible 205.19695 (2489.13 seconds)
Cbc0010I After 155 nodes, 82 on tree, 1e+50 best solution, best possible 205.19695 (2502.97 seconds)
Cbc0010I After 156 nodes, 82 on tree, 1e+50 best solution, best possible 205.19695 (2521.95 seconds)
Cbc0010I After 157 nodes, 83 on tree, 1e+50 best solution, best possible 205.19695 (2536.83 seconds)
Cbc0010I After 158 nodes, 83 on tree, 1e+50 best solution, best possible 205.19695 (2553.07 seconds)
Cbc0010I After 159 nodes, 84 on tree, 1e+50 best solution, best possible 205.19695 (2569.15 seconds)
Cbc0010I After 160 nodes, 84 on tree, 1e+50 best solution, best possible 205.19695 (2584.46 seconds)
Cbc0010I After 161 nodes, 85 on tree, 1e+50 best solution, best possible 205.19695 (2598.58 seconds)
