Stopped on time (no integer solution - continuous used) - objective value 35762.00000000
      0 x[r,'Table:_0']                                               29                       0
    181 center_dist[r,'Table:_47']                                     4                       0
    189 center_dist[r,'Table:_55']                                     4                       0
    190 center_dist[r,'Table:_56']                                     8                       0
    191 center_dist[r,'Table:_57']                             1.3449302                       0
    193 center_dist[r,'Table:_59']                                     4                       0
    194 center_dist[r,'Table:_60']                             6.2089552                       0
    198 center_dist[r,'Table:_64']                              24.11858                       0
    200 center_dist[r,'Table:_66']                                     4                       0
    268 dist[r,'Table:_66','Table:_15']                                4                       0
    269 dist[r,'Table:_65','Table:_10']                                4                       0
    270 dist[r,'Table:_64','Table:_36']                                4                       0
    271 dist[r,'Table:_63','Table:_13']                                4                       0
    272 dist[r,'Table:_62','Table:_10']                                4                       0
    273 dist[r,'Table:_61','Table:_28']                                4                       0
    274 dist[r,'Table:_60','Table:_4']                                 4                       0
    275 dist[r,'Table:_59','Table:_34']                                4                       0
    276 dist[r,'Table:_58','Table:_4']                                 4                       0
    277 dist[r,'Table:_58','Table:_17']                                4                       0
    278 dist[r,'Table:_58','Table:_0']                                 4                       0
    279 dist[r,'Table:_58','Table:_31']                                4                       0
    280 dist[r,'Table:_58','Table:_13']                                4                       0
    281 dist[r,'Table:_58','Table:_25']                                4                       0
    282 dist[r,'Table:_58','Table:_46']                                4                       0
    283 dist[r,'Table:_58','Table:_28']                                4                       0
    284 dist[r,'Table:_58','Table:_8']                                 4                       0
    285 dist[r,'Table:_57','Table:_10']                                4                       0
    286 dist[r,'Table:_56','Table:_10']                                4                       0
    287 dist[r,'Table:_55','Table:_54']                                4                       0
    288 dist[r,'Table:_54','Table:_10']                                4                       0
    289 dist[r,'Table:_53','Table:_3']                                 4                       0
    290 dist[r,'Table:_52','Table:_51']                                4                       0
    291 dist[r,'Table:_50','Table:_13']                                4                       0
    292 dist[r,'Table:_49','Table:_25']                                4                       0
    293 dist[r,'Table:_48','Table:_27']                                4                       0
    294 dist[r,'Table:_47','Table:_46']                                4                       0
    295 dist[r,'Table:_46','Table:_31']                                4                       0
    296 dist[r,'Table:_45','Table:_13']                                4                       0
    297 dist[r,'Table:_44','Table:_14']                                4                       0
    298 dist[r,'Table:_43','Table:_42']                                4                       0
    299 dist[r,'Table:_42','Table:_31']                                4                       0
    300 dist[r,'Table:_41','Table:_13']                                4                       0
    301 dist[r,'Table:_40','Table:_28']                                4                       0
    302 dist[r,'Table:_39','Table:_26']                                4                       0
    303 dist[r,'Table:_38','Table:_18']                                4                       0
    304 dist[r,'Table:_37','Table:_35']                                4                       0
    305 dist[r,'Table:_35','Table:_13']                                4                       0
    306 dist[r,'Table:_34','Table:_13']                                4                       0
    307 dist[r,'Table:_33','Table:_28']                                4                       0
    308 dist[r,'Table:_33','Table:_10']                                4                       0
    309 dist[r,'Table:_32','Table:_31']                                4                       0
    310 dist[r,'Table:_31','Table:_10']                                4                       0
    311 dist[r,'Table:_31','Table:_18']                                4                       0
    312 dist[r,'Table:_31','Table:_13']                                4                       0
    313 dist[r,'Table:_30','Table:_13']                                4                       0
    314 dist[r,'Table:_29','Table:_17']                                4                       0
    315 dist[r,'Table:_29','Table:_13']                                4                       0
    316 dist[r,'Table:_28','Table:_16']                                4                       0
    317 dist[r,'Table:_27','Table:_10']                                4                       0
    318 dist[r,'Table:_27','Table:_19']                                4                       0
    319 dist[r,'Table:_27','Table:_26']                                4                       0
    320 dist[r,'Table:_25','Table:_4']                                 4                       0
    321 dist[r,'Table:_25','Table:_24']                                4                       0
    322 dist[r,'Table:_23','Table:_13']                                4                       0
    323 dist[r,'Table:_22','Table:_13']                                4                       0
    324 dist[r,'Table:_21','Table:_17']                                4                       0
    325 dist[r,'Table:_20','Table:_19']                                4                       0
    326 dist[r,'Table:_17','Table:_16']                                4                       0
    327 dist[r,'Table:_15','Table:_4']                                 4                       0
    328 dist[r,'Table:_14','Table:_4']                                 4                       0
    329 dist[r,'Table:_13','Table:_0']                                 4                       0
    330 dist[r,'Table:_13','Table:_2']                                 4                       0
    331 dist[r,'Table:_13','Table:_4']                                 4                       0
    332 dist[r,'Table:_12','Table:_11']                                4                       0
    333 dist[r,'Table:_11','Table:_4']                                 4                       0
    334 dist[r,'Table:_9','Table:_4']                                  4                       0
    335 dist[r,'Table:_9','Table:_8']                                  4                       0
    336 dist[r,'Table:_7','Table:_6']                                  4                       0
    337 dist[r,'Table:_5','Table:_4']                                  4                       0
    338 dist[r,'Table:_4','Table:_3']                                  4                       0
    339 dist[r,'Table:_3','Table:_2']                                  4                       0
    340 dist[r,'Table:_1','Table:_0']                                  4                       0
    414 zV[r,rt,'Table:_0','Table:_1']                            0.0625                       0
    416 zV[r,lb,'Table:_0','Table:_1']                            0.9375                       0
    418 zV[r,rt,'Table:_0','Table:_2']                        0.15699064                       0
    419 zV[c,rt,'Table:_0','Table:_2']                        0.84300936                       0
    422 zV[r,rt,'Table:_0','Table:_3']                        0.39961163                       0
    423 zV[c,rt,'Table:_0','Table:_3']                       0.013362369                       0
    425 zV[c,lb,'Table:_0','Table:_3']                          0.587026                       0
    427 zV[c,rt,'Table:_0','Table:_4']                        0.45193917                       0
    429 zV[c,lb,'Table:_0','Table:_4']                        0.54806083                       0
    430 zV[r,rt,'Table:_0','Table:_5']                       0.090909091                       0
    433 zV[c,lb,'Table:_0','Table:_5']                        0.90909091                       0
    434 zV[r,rt,'Table:_0','Table:_6']                            0.0625                       0
    436 zV[r,lb,'Table:_0','Table:_6']                            0.9375                       0
    440 zV[r,lb,'Table:_0','Table:_7']                        0.74898166                       0
    441 zV[c,lb,'Table:_0','Table:_7']                        0.25101834                       0
    442 zV[r,rt,'Table:_0','Table:_8']                       0.083254279                       0
    443 zV[c,rt,'Table:_0','Table:_8']                        0.72124595                       0
    445 zV[c,lb,'Table:_0','Table:_8']                        0.19549977                       0
    447 zV[c,rt,'Table:_0','Table:_9']                        0.10080539                       0
    448 zV[r,lb,'Table:_0','Table:_9']                        0.89919461                       0
    450 zV[r,rt,'Table:_0','Table:_10']                       0.28475857                       0
    452 zV[r,lb,'Table:_0','Table:_10']                       0.71524143                       0
    455 zV[c,rt,'Table:_0','Table:_11']                       0.68465372                       0
    457 zV[c,lb,'Table:_0','Table:_11']                       0.31534628                       0
    460 zV[r,lb,'Table:_0','Table:_12']                           0.9375                       0
    461 zV[c,lb,'Table:_0','Table:_12']                           0.0625                       0
    462 zV[r,rt,'Table:_0','Table:_13']                       0.33565459                       0
    464 zV[r,lb,'Table:_0','Table:_13']                       0.66434541                       0
    467 zV[c,rt,'Table:_0','Table:_14']                       0.32765715                       0
    468 zV[r,lb,'Table:_0','Table:_14']                       0.67234285                       0
    471 zV[c,rt,'Table:_0','Table:_15']                       0.39805541                       0
    472 zV[r,lb,'Table:_0','Table:_15']                       0.60194459                       0
    474 zV[r,rt,'Table:_0','Table:_16']                       0.68465372                       0
    477 zV[c,lb,'Table:_0','Table:_16']                       0.31534628                       0
    478 zV[r,rt,'Table:_0','Table:_17']                       0.29735649                       0
    479 zV[c,rt,'Table:_0','Table:_17']                       0.62232907                       0
    481 zV[c,lb,'Table:_0','Table:_17']                      0.080314435                       0
    483 zV[c,rt,'Table:_0','Table:_18']                        0.6122822                       0
    484 zV[r,lb,'Table:_0','Table:_18']                        0.3877178                       0
    487 zV[c,rt,'Table:_0','Table:_19']                       0.17958763                       0
    488 zV[r,lb,'Table:_0','Table:_19']                       0.82041237                       0
    490 zV[r,rt,'Table:_0','Table:_20']                        0.4015516                       0
    492 zV[r,lb,'Table:_0','Table:_20']                        0.5984484                       0
    494 zV[r,rt,'Table:_0','Table:_21']                       0.27791067                       0
    497 zV[c,lb,'Table:_0','Table:_21']                       0.72208933                       0
    498 zV[r,rt,'Table:_0','Table:_22']                       0.46389907                       0
    499 zV[c,rt,'Table:_0','Table:_22']                       0.53610093                       0
    504 zV[r,lb,'Table:_0','Table:_23']                           0.9375                       0
    505 zV[c,lb,'Table:_0','Table:_23']                           0.0625                       0
    506 zV[r,rt,'Table:_0','Table:_24']                       0.58188636                       0
    508 zV[r,lb,'Table:_0','Table:_24']                       0.41811364                       0
    512 zV[r,lb,'Table:_0','Table:_25']                        0.4383609                       0
    513 zV[c,lb,'Table:_0','Table:_25']                        0.5616391                       0
    514 zV[r,rt,'Table:_0','Table:_26']                      0.097014925                       0
    515 zV[c,rt,'Table:_0','Table:_26']                       0.90298507                       0
    518 zV[r,rt,'Table:_0','Table:_27']                        0.8586355                       0
    520 zV[r,lb,'Table:_0','Table:_27']                        0.1413645                       0
    522 zV[r,rt,'Table:_0','Table:_28']                       0.16361142                       0
    523 zV[c,rt,'Table:_0','Table:_28']                       0.83638858                       0
    526 zV[r,rt,'Table:_0','Table:_29']                       0.17196283                       0
    527 zV[c,rt,'Table:_0','Table:_29']                       0.82803717                       0
    531 zV[c,rt,'Table:_0','Table:_30']                           0.0625                       0
    532 zV[r,lb,'Table:_0','Table:_30']                           0.9375                       0
    535 zV[c,rt,'Table:_0','Table:_31']                        0.2505218                       0
    536 zV[r,lb,'Table:_0','Table:_31']                        0.7494782                       0
    538 zV[r,rt,'Table:_0','Table:_32']                      0.097014925                       0
    539 zV[c,rt,'Table:_0','Table:_32']                       0.90298507                       0
    542 zV[r,rt,'Table:_0','Table:_33']                        0.3420483                       0
    544 zV[r,lb,'Table:_0','Table:_33']                        0.6579517                       0
    547 zV[c,rt,'Table:_0','Table:_34']                       0.23686144                       0
    548 zV[r,lb,'Table:_0','Table:_34']                       0.76313856                       0
    551 zV[c,rt,'Table:_0','Table:_35']                            0.125                       0
    552 zV[r,lb,'Table:_0','Table:_35']                            0.875                       0
    554 zV[r,rt,'Table:_0','Table:_36']                       0.21086867                       0
    555 zV[c,rt,'Table:_0','Table:_36']                       0.78913133                       0
    559 zV[c,rt,'Table:_0','Table:_37']                       0.71406446                       0
    560 zV[r,lb,'Table:_0','Table:_37']                       0.28593554                       0
    562 zV[r,rt,'Table:_0','Table:_38']                       0.29936144                       0
    563 zV[c,rt,'Table:_0','Table:_38']                       0.70063856                       0
    568 zV[r,lb,'Table:_0','Table:_39']                       0.54866975                       0
    569 zV[c,lb,'Table:_0','Table:_39']                       0.45133025                       0
    572 zV[r,lb,'Table:_0','Table:_40']                       0.51832621                       0
    573 zV[c,lb,'Table:_0','Table:_40']                       0.48167379                       0
    574 zV[r,rt,'Table:_0','Table:_41']                       0.46777359                       0
    575 zV[c,rt,'Table:_0','Table:_41']                       0.53222641                       0
    579 zV[c,rt,'Table:_0','Table:_42']                       0.50780459                       0
    581 zV[c,lb,'Table:_0','Table:_42']                       0.49219541                       0
    582 zV[r,rt,'Table:_0','Table:_43']                       0.29963437                       0
    584 zV[r,lb,'Table:_0','Table:_43']                       0.70036563                       0
    586 zV[r,rt,'Table:_0','Table:_44']                       0.39980508                       0
    587 zV[c,rt,'Table:_0','Table:_44']                       0.60019492                       0
    592 zV[r,lb,'Table:_0','Table:_45']                       0.70976573                       0
    593 zV[c,lb,'Table:_0','Table:_45']                       0.29023427                       0
    594 zV[r,rt,'Table:_0','Table:_46']                       0.40316539                       0
    595 zV[c,rt,'Table:_0','Table:_46']                       0.59683461                       0
    598 zV[r,rt,'Table:_0','Table:_47']                       0.28975627                       0
    600 zV[r,lb,'Table:_0','Table:_47']                       0.71024373                       0
    604 zV[r,lb,'Table:_0','Table:_48']                       0.52734788                       0
    605 zV[c,lb,'Table:_0','Table:_48']                       0.47265212                       0
    606 zV[r,rt,'Table:_0','Table:_49']                       0.29023427                       0
    607 zV[c,rt,'Table:_0','Table:_49']                       0.70976573                       0
    612 zV[r,lb,'Table:_0','Table:_50']                       0.16852993                       0
    613 zV[c,lb,'Table:_0','Table:_50']                       0.83147007                       0
    616 zV[r,lb,'Table:_0','Table:_51']                           0.9375                       0
    617 zV[c,lb,'Table:_0','Table:_51']                           0.0625                       0
    618 zV[r,rt,'Table:_0','Table:_52']                       0.22514762                       0
    619 zV[c,rt,'Table:_0','Table:_52']                       0.77485238                       0
    622 zV[r,rt,'Table:_0','Table:_53']                       0.31734886                       0
    624 zV[r,lb,'Table:_0','Table:_53']                       0.68265114                       0
    626 zV[r,rt,'Table:_0','Table:_54']                       0.15287089                       0
    627 zV[c,rt,'Table:_0','Table:_54']                       0.14070691                       0
    629 zV[c,lb,'Table:_0','Table:_54']                        0.7064222                       0
    630 zV[r,rt,'Table:_0','Table:_55']                       0.60215143                       0
    631 zV[c,rt,'Table:_0','Table:_55']                       0.39784857                       0
    635 zV[c,rt,'Table:_0','Table:_56']                       0.21126916                       0
    636 zV[r,lb,'Table:_0','Table:_56']                       0.78873084                       0
    638 zV[r,rt,'Table:_0','Table:_57']                       0.29996011                       0
    641 zV[c,lb,'Table:_0','Table:_57']                       0.70003989                       0
    642 zV[r,rt,'Table:_0','Table:_58']                           0.0625                       0
    644 zV[r,lb,'Table:_0','Table:_58']                           0.9375                       0
    646 zV[r,rt,'Table:_0','Table:_59']                       0.57301307                       0
    647 zV[c,rt,'Table:_0','Table:_59']                       0.42698693                       0
    652 zV[r,lb,'Table:_0','Table:_60']                       0.35327028                       0
    653 zV[c,lb,'Table:_0','Table:_60']                       0.64672972                       0
    654 zV[r,rt,'Table:_0','Table:_61']                      0.097014925                       0
    655 zV[c,rt,'Table:_0','Table:_61']                       0.90298507                       0
    660 zV[r,lb,'Table:_0','Table:_62']                       0.79850746                       0
    661 zV[c,lb,'Table:_0','Table:_62']                       0.20149254                       0
    662 zV[r,rt,'Table:_0','Table:_63']                       0.37156325                       0
    665 zV[c,lb,'Table:_0','Table:_63']                       0.62843675                       0
    667 zV[c,rt,'Table:_0','Table:_64']                       0.55043236                       0
    669 zV[c,lb,'Table:_0','Table:_64']                       0.44956764                       0
    670 zV[r,rt,'Table:_0','Table:_65']                       0.29977243                       0
    671 zV[c,rt,'Table:_0','Table:_65']                       0.70022757                       0
    675 zV[c,rt,'Table:_0','Table:_66']                       0.15660011                       0
    676 zV[r,lb,'Table:_0','Table:_66']                       0.84339989                       0
    679 zV[c,rt,'Table:_1','Table:_2']                        0.80450023                       0
    681 zV[c,lb,'Table:_1','Table:_2']                        0.19549977                       0
    682 zV[r,rt,'Table:_1','Table:_3']                        0.47940056                       0
    685 zV[c,lb,'Table:_1','Table:_3']                        0.52059944                       0
    686 zV[r,rt,'Table:_1','Table:_4']                        0.77002957                       0
    688 zV[r,lb,'Table:_1','Table:_4']                        0.22997043                       0
    691 zV[c,rt,'Table:_1','Table:_5']                        0.90909091                       0
    693 zV[c,lb,'Table:_1','Table:_5']                       0.090909091                       0
    695 zV[c,rt,'Table:_1','Table:_6']                        0.90909091                       0
    696 zV[r,lb,'Table:_1','Table:_6']                       0.090909091                       0
    698 zV[r,rt,'Table:_1','Table:_7']                        0.79769499                       0
    700 zV[r,lb,'Table:_1','Table:_7']                        0.20230501                       0
    703 zV[c,rt,'Table:_1','Table:_8']                        0.90909091                       0
    705 zV[c,lb,'Table:_1','Table:_8']                       0.090909091                       0
    706 zV[r,rt,'Table:_1','Table:_9']                         0.4801192                       0
    709 zV[c,lb,'Table:_1','Table:_9']                         0.5198808                       0
    711 zV[c,rt,'Table:_1','Table:_10']                       0.90298507                       0
    713 zV[c,lb,'Table:_1','Table:_10']                      0.097014925                       0
    714 zV[r,rt,'Table:_1','Table:_11']                       0.16455123                       0
    716 zV[r,lb,'Table:_1','Table:_11']                       0.54441537                       0
    717 zV[c,lb,'Table:_1','Table:_11']                        0.2910334                       0
    718 zV[r,rt,'Table:_1','Table:_12']                           0.0625                       0
    720 zV[r,lb,'Table:_1','Table:_12']                           0.9375                       0
    722 zV[r,rt,'Table:_1','Table:_13']                       0.83133337                       0
    723 zV[c,rt,'Table:_1','Table:_13']                       0.16866663                       0
    726 zV[r,rt,'Table:_1','Table:_14']                       0.79002705                       0
    727 zV[c,rt,'Table:_1','Table:_14']                       0.20997295                       0
    732 zV[r,lb,'Table:_1','Table:_15']                       0.88561307                       0
    733 zV[c,lb,'Table:_1','Table:_15']                       0.11438693                       0
    734 zV[r,rt,'Table:_1','Table:_16']                      0.097014925                       0
    735 zV[c,rt,'Table:_1','Table:_16']                       0.90298507                       0
    740 zV[r,lb,'Table:_1','Table:_17']                       0.76514351                       0
    741 zV[c,lb,'Table:_1','Table:_17']                       0.23485649                       0
    743 zV[c,rt,'Table:_1','Table:_18']                       0.70510124                       0
    745 zV[c,lb,'Table:_1','Table:_18']                       0.29489876                       0
    747 zV[c,rt,'Table:_1','Table:_19']                       0.90298507                       0
    749 zV[c,lb,'Table:_1','Table:_19']                      0.097014925                       0
    751 zV[c,rt,'Table:_1','Table:_20']                        0.3390516                       0
    752 zV[r,lb,'Table:_1','Table:_20']                        0.6609484                       0
    754 zV[r,rt,'Table:_1','Table:_21']                       0.52971069                       0
    757 zV[c,lb,'Table:_1','Table:_21']                       0.47028931                       0
    759 zV[c,rt,'Table:_1','Table:_22']                       0.57639248                       0
    760 zV[r,lb,'Table:_1','Table:_22']                       0.42360752                       0
    762 zV[r,rt,'Table:_1','Table:_23']                       0.22864932                       0
    764 zV[r,lb,'Table:_1','Table:_23']                       0.77135068                       0
    766 zV[r,rt,'Table:_1','Table:_24']                       0.65733286                       0
    767 zV[c,rt,'Table:_1','Table:_24']                       0.15474312                       0
    769 zV[c,lb,'Table:_1','Table:_24']                       0.18792402                       0
    772 zV[r,lb,'Table:_1','Table:_25']                       0.92931258                       0
    773 zV[c,lb,'Table:_1','Table:_25']                      0.070687419                       0
    775 zV[c,rt,'Table:_1','Table:_26']                       0.46850343                       0
    777 zV[c,lb,'Table:_1','Table:_26']                       0.53149657                       0
    778 zV[r,rt,'Table:_1','Table:_27']                         0.968492                       0
    780 zV[r,lb,'Table:_1','Table:_27']                      0.031508004                       0
    782 zV[r,rt,'Table:_1','Table:_28']                       0.45526094                       0
    784 zV[r,lb,'Table:_1','Table:_28']                       0.54473906                       0
    786 zV[r,rt,'Table:_1','Table:_29']                       0.90917333                       0
    789 zV[c,lb,'Table:_1','Table:_29']                      0.090826668                       0
    790 zV[r,rt,'Table:_1','Table:_30']                       0.35937482                       0
    791 zV[c,rt,'Table:_1','Table:_30']                       0.64062518                       0
    795 zV[c,rt,'Table:_1','Table:_31']                       0.81344421                       0
    796 zV[r,lb,'Table:_1','Table:_31']                       0.18655579                       0
    798 zV[r,rt,'Table:_1','Table:_32']                        0.7182028                       0
    800 zV[r,lb,'Table:_1','Table:_32']                        0.2817972                       0
    802 zV[r,rt,'Table:_1','Table:_33']                        0.2795483                       0
    804 zV[r,lb,'Table:_1','Table:_33']                        0.7204517                       0
    806 zV[r,rt,'Table:_1','Table:_34']                        0.4176192                       0
    808 zV[r,lb,'Table:_1','Table:_34']                        0.5823808                       0
    810 zV[r,rt,'Table:_1','Table:_35']                        0.7799731                       0
    811 zV[c,rt,'Table:_1','Table:_35']                        0.2200269                       0
    814 zV[r,rt,'Table:_1','Table:_36']                       0.68519457                       0
    815 zV[c,rt,'Table:_1','Table:_36']                       0.31480543                       0
    818 zV[r,rt,'Table:_1','Table:_37']                       0.29489876                       0
    819 zV[c,rt,'Table:_1','Table:_37']                       0.70510124                       0
    823 zV[c,rt,'Table:_1','Table:_38']                       0.90298507                       0
    824 zV[r,lb,'Table:_1','Table:_38']                      0.097014925                       0
    826 zV[r,rt,'Table:_1','Table:_39']                       0.18494338                       0
    827 zV[c,rt,'Table:_1','Table:_39']                       0.81505662                       0
    831 zV[c,rt,'Table:_1','Table:_40']                       0.13326615                       0
    832 zV[r,lb,'Table:_1','Table:_40']                       0.86673385                       0
    834 zV[r,rt,'Table:_1','Table:_41']                       0.60062363                       0
    837 zV[c,lb,'Table:_1','Table:_41']                       0.39937637                       0
    838 zV[r,rt,'Table:_1','Table:_42']                       0.55076628                       0
    840 zV[r,lb,'Table:_1','Table:_42']                       0.24774118                       0
    841 zV[c,lb,'Table:_1','Table:_42']                       0.20149254                       0
    842 zV[r,rt,'Table:_1','Table:_43']                       0.42259635                       0
    845 zV[c,lb,'Table:_1','Table:_43']                       0.57740365                       0
    846 zV[r,rt,'Table:_1','Table:_44']                        0.8425261                       0
    848 zV[r,lb,'Table:_1','Table:_44']                        0.1574739                       0
    850 zV[r,rt,'Table:_1','Table:_45']                                1                       0
    854 zV[r,rt,'Table:_1','Table:_46']                       0.57190801                       0
    856 zV[r,lb,'Table:_1','Table:_46']                       0.42809199                       0
    859 zV[c,rt,'Table:_1','Table:_47']                       0.90298507                       0
    861 zV[c,lb,'Table:_1','Table:_47']                      0.097014925                       0
    863 zV[c,rt,'Table:_1','Table:_48']                       0.90298507                       0
    864 zV[r,lb,'Table:_1','Table:_48']                      0.097014925                       0
    867 zV[c,rt,'Table:_1','Table:_49']                       0.86988297                       0
