Stopped on time - objective value 28704.72865374
    250 P(19,3,63)                          158                -0.07187
    254 P(19,3,64)                          158                -0.07187
    258 P(19,3,65)                          158                -0.07187
    262 P(19,3,66)                          158                -0.07187
    266 P(19,3,67)                          158                -0.07187
    270 P(19,3,68)                          158                -0.07187
    274 P(19,3,69)                          158                -0.07187
    278 P(19,3,70)                          158                -0.07187
    282 P(19,3,71)                          158                -0.07187
    286 P(19,3,72)                          158                -0.07187
    290 P(19,3,73)                          158                -0.01088
    294 P(19,3,74)                      152.184                       0
    298 P(19,3,75)                      155.128                       0
    302 P(19,3,76)                      152.128                       0
    306 P(19,3,77)                      143.128                       0
    310 P(19,3,78)                       142.82                       0
    314 P(19,3,79)                      151.764                       0
    318 P(19,3,80)                      150.764                       0
    322 P(19,3,81)                      151.128                       0
    326 P(19,3,82)                      149.128                       0
    330 P(19,3,83)                          158                -0.00812
    334 P(19,3,84)                          158                -0.01088
    338 P(19,3,85)                          158                -0.01088
    342 P(19,3,86)                          158                -0.00812
    346 P(19,3,87)                          158                -0.01088
    350 P(19,3,88)                          158                -0.01088
    354 P(19,3,89)                          158                -0.01088
    358 P(19,3,90)                          158                -0.07187
    362 P(19,3,91)                          158                -0.07187
    366 P(19,3,92)                          158                -0.07187
    370 P(19,3,93)                          158                -0.07187
    374 P(19,3,94)                          158                -0.07187
    378 P(19,3,95)                          158                -0.07187
    382 P(19,3,96)                          158                -0.07187
    386 P(19,3,97)                          158                -0.00812
    390 P(19,3,98)                      153.764                       0
    394 P(19,3,99)                      148.128                       0
    398 P(19,3,100)                     149.128                       0
    402 P(19,3,101)                     141.184                       0
    406 P(19,3,102)                     143.128                       0
    410 P(19,3,103)                     146.128                       0
    414 P(19,3,104)                      144.82                       0
    418 P(19,3,105)                         158                -0.09468
    422 P(19,3,106)                         158                -0.09468
    426 P(19,3,107)                         158                -0.01088
    430 P(19,3,108)                         158                -0.01088
    434 P(19,3,109)                         158                 -0.0991
    438 P(19,3,110)                         158                -0.09468
    442 P(19,3,111)                         158                -0.01088
    446 P(19,3,112)                         158                -0.07187
    450 P(19,3,113)                         158                -0.07187
    454 P(19,3,114)                         158                -0.07187
    458 P(19,3,115)                         158                -0.07187
    462 P(19,3,116)                         158                 -0.0991
    466 P(19,3,117)                         158                 -0.0991
    470 P(19,3,118)                         158                -0.07187
    474 P(19,3,119)                         158                -0.07187
    478 P(19,3,120)                         158                -0.07187
    482 P(19,3,121)                         158                -0.00812
    486 P(19,3,122)                         158                -0.00812
    490 P(19,3,123)                         158                -0.00812
    494 P(19,3,124)                     155.128                       0
    498 P(19,3,125)                     147.128                       0
    502 P(19,3,126)                     145.128                       0
    506 P(19,3,127)                     151.128                       0
    510 P(19,3,128)                      148.82                       0
    514 P(19,3,129)                     151.128                       0
    518 P(19,3,130)                     145.184                       0
    522 P(19,3,131)                         158                -0.00812
    526 P(19,3,132)                         158                -0.01088
    530 P(19,3,133)                         158                -0.01088
    534 P(19,3,134)                         158                -0.01088
    538 P(19,3,135)                         158                -0.01088
    542 P(19,3,136)                         158                -0.07187
    546 P(19,3,137)                         158                -0.01088
    550 P(19,3,138)                         158                -0.01088
    554 P(19,3,139)                         158                -0.07187
    558 P(19,3,140)                         158                -0.07187
    562 P(19,3,141)                         158                -0.07187
    566 P(19,3,142)                         158                -0.07187
    570 P(19,3,143)                         158                -0.07187
    574 P(19,3,144)                         158                -0.07187
    578 P(19,3,145)                         158                -0.01088
    582 P(19,3,146)                         158                -0.00812
    586 P(19,3,147)                     155.128                       0
    590 P(19,3,148)                         158                -0.09468
    594 P(19,3,149)                         158                -0.09468
    598 P(19,3,150)                     148.184                       0
    602 P(19,3,151)                     152.128                       0
    606 P(19,3,152)                      144.82                       0
    610 P(19,3,153)                     145.128                       0
    614 P(19,3,154)                     150.128                       0
    618 P(19,3,155)                         158                -0.00812
    622 P(19,3,156)                         158                -0.01088
    626 P(19,3,157)                         158                -0.01088
    630 P(19,3,158)                         158                -0.01088
    634 P(19,3,159)                         158                -0.01088
    638 P(19,3,160)                         158                -0.07187
    642 P(19,3,161)                         158                -0.01088
    646 P(19,3,162)                         158                -0.07187
    650 P(19,3,163)                         158                -0.07187
    654 P(19,3,164)                         158                -0.07187
    658 P(19,3,165)                         158                -0.07187
    662 P(19,3,166)                         158                -0.07187
    666 P(19,3,167)                         158                -0.07187
    670 P(19,3,168)                         158                -0.07187
    672 P(24,1,1)                           2.1                       0
    673 CPartida1(24,1)                  0.0916                       0
    674 P(24,1,2)                           2.1          -6.9388939e-18
    676 P(24,1,3)                           2.1                       0
    678 P(24,1,4)                           2.1                       0
    680 P(24,1,5)                           2.1                       0
    682 P(24,1,6)                           2.1                       0
    684 P(24,1,7)                           2.1          -6.9388939e-18
    686 P(24,1,8)                           2.1          -6.9388939e-18
    688 P(24,1,9)                           2.1                       0
    690 P(24,1,10)                          2.1                       0
    692 P(24,1,11)                          2.1                       0
    694 P(24,1,12)                          2.1           1.3877788e-17
    696 P(24,1,13)                          2.1           1.3877788e-17
    698 P(24,1,14)                          2.1           1.3877788e-17
    700 P(24,1,15)                          2.1                       0
    702 P(24,1,16)                          2.1                       0
    704 P(24,1,17)                          2.1                       0
    706 P(24,1,18)                          2.1                       0
    708 P(24,1,19)                          2.1                       0
    710 P(24,1,20)                          2.1                       0
    712 P(24,1,21)                          2.1                       0
    714 P(24,1,22)                          2.1                       0
    716 P(24,1,23)                          2.1           1.3877788e-17
    718 P(24,1,24)                          2.1           1.3877788e-17
    720 P(24,1,25)                          2.1           1.3877788e-17
    722 P(24,1,26)                          2.1                       0
    724 P(24,1,27)                          2.1                       0
    726 P(24,1,28)                          2.1                       0
    728 P(24,1,29)                          2.1                       0
    730 P(24,1,30)                          2.1                       0
    732 P(24,1,31)                          2.1           1.3877788e-17
    734 P(24,1,32)                          2.1           1.3877788e-17
    736 P(24,1,33)                          2.1                       0
    738 P(24,1,34)                          2.1                       0
    740 P(24,1,35)                          2.1                       0
    742 P(24,1,36)                          2.1                       0
    744 P(24,1,37)                          2.1                       0
    746 P(24,1,38)                          2.1                       0
    748 P(24,1,39)                          2.1                       0
    750 P(24,1,40)                          2.1                       0
    752 P(24,1,41)                          2.1                       0
    754 P(24,1,42)                          2.1                       0
    756 P(24,1,43)                          2.1                       0
    758 P(24,1,44)                          2.1                       0
    760 P(24,1,45)                          2.1                       0
    762 P(24,1,46)                          2.1                       0
    764 P(24,1,47)                          2.1                       0
    766 P(24,1,48)                          2.1                       0
    768 P(24,1,49)                          2.1                       0
    770 P(24,1,50)                          2.1                       0
    772 P(24,1,51)                          2.1                       0
    774 P(24,1,52)                          2.1                       0
    776 P(24,1,53)                          2.1                       0
    778 P(24,1,54)                          2.1                       0
    780 P(24,1,55)                          2.1           1.3877788e-17
    782 P(24,1,56)                          2.1                       0
    784 P(24,1,57)                          2.1           1.3877788e-17
    786 P(24,1,58)                          2.1           1.3877788e-17
    788 P(24,1,59)                          2.1                       0
    790 P(24,1,60)                          2.1                       0
    792 P(24,1,61)                          2.1                       0
    794 P(24,1,62)                          2.1                       0
    796 P(24,1,63)                          2.1                       0
    798 P(24,1,64)                          2.1                       0
    800 P(24,1,65)                          2.1                       0
    802 P(24,1,66)                          2.1                       0
    804 P(24,1,67)                          2.1                       0
    806 P(24,1,68)                          2.1                       0
    808 P(24,1,69)                          2.1                       0
    810 P(24,1,70)                          2.1                       0
    812 P(24,1,71)                          2.1                       0
    814 P(24,1,72)                          2.1                       0
    816 P(24,1,73)                          2.1                       0
    818 P(24,1,74)                          2.1                       0
    820 P(24,1,75)                          2.1                       0
    822 P(24,1,76)                          2.1                       0
    824 P(24,1,77)                          2.1                       0
    826 P(24,1,78)                          2.1                       0
    828 P(24,1,79)                          2.1                       0
    830 P(24,1,80)                          2.1                       0
    832 P(24,1,81)                          2.1                       0
    834 P(24,1,82)                          2.1                       0
    836 P(24,1,83)                          2.1           1.3877788e-17
    838 P(24,1,84)                          2.1                       0
    840 P(24,1,85)                          2.1                       0
    842 P(24,1,86)                          2.1           1.3877788e-17
    844 P(24,1,87)                          2.1                       0
    846 P(24,1,88)                          2.1                       0
    848 P(24,1,89)                          2.1                       0
    850 P(24,1,90)                          2.1                       0
    852 P(24,1,91)                          2.1                       0
    854 P(24,1,92)                          2.1                       0
    856 P(24,1,93)                          2.1                       0
    858 P(24,1,94)                          2.1                       0
    860 P(24,1,95)                          2.1                       0
    862 P(24,1,96)                          2.1                       0
    864 P(24,1,97)                          2.1           1.3877788e-17
    866 P(24,1,98)                          2.1                       0
    868 P(24,1,99)                          2.1                       0
    870 P(24,1,100)                         2.1                       0
    872 P(24,1,101)                         2.1                       0
    874 P(24,1,102)                         2.1                       0
    876 P(24,1,103)                         2.1                       0
    878 P(24,1,104)                         2.1                       0
    880 P(24,1,105)                         2.1                       0
    882 P(24,1,106)                         2.1                       0
    884 P(24,1,107)                         2.1                       0
    886 P(24,1,108)                         2.1                       0
    888 P(24,1,109)                         2.1                       0
    890 P(24,1,110)                         2.1                       0
    892 P(24,1,111)                         2.1                       0
    894 P(24,1,112)                         2.1                       0
    896 P(24,1,113)                         2.1                       0
    898 P(24,1,114)                         2.1                       0
    900 P(24,1,115)                         2.1                       0
    902 P(24,1,116)                         2.1                       0
    904 P(24,1,117)                         2.1                       0
    906 P(24,1,118)                         2.1                       0
    908 P(24,1,119)                         2.1                       0
    910 P(24,1,120)                         2.1                       0
    912 P(24,1,121)                         2.1           1.3877788e-17
    914 P(24,1,122)                         2.1           1.3877788e-17
    916 P(24,1,123)                         2.1           1.3877788e-17
    918 P(24,1,124)                         2.1                       0
    920 P(24,1,125)                         2.1                       0
    922 P(24,1,126)                         2.1                       0
    924 P(24,1,127)                         2.1                       0
    926 P(24,1,128)                         2.1                       0
    928 P(24,1,129)                         2.1                       0
    930 P(24,1,130)                         2.1                       0
    932 P(24,1,131)                         2.1           1.3877788e-17
    934 P(24,1,132)                         2.1                       0
    936 P(24,1,133)                         2.1                       0
    938 P(24,1,134)                         2.1                       0
    940 P(24,1,135)                         2.1                       0
    942 P(24,1,136)                         2.1                       0
    944 P(24,1,137)                         2.1                       0
    946 P(24,1,138)                         2.1                       0
    948 P(24,1,139)                         2.1                       0
    950 P(24,1,140)                         2.1                       0
    952 P(24,1,141)                         2.1                       0
    954 P(24,1,142)                         2.1                       0
    956 P(24,1,143)                         2.1                       0
    958 P(24,1,144)                         2.1                       0
    960 P(24,1,145)                         2.1                       0
    962 P(24,1,146)                         2.1           1.3877788e-17
    964 P(24,1,147)                         2.1                       0
    966 P(24,1,148)                         2.1                       0
    968 P(24,1,149)                         2.1                       0
    970 P(24,1,150)                         2.1                       0
    972 P(24,1,151)                         2.1                       0
    974 P(24,1,152)                         2.1                       0
    976 P(24,1,153)                         2.1                       0
    978 P(24,1,154)                         2.1                       0
    980 P(24,1,155)                         2.1           1.3877788e-17
    982 P(24,1,156)                         2.1                       0
    984 P(24,1,157)                         2.1                       0
    986 P(24,1,158)                         2.1                       0
    988 P(24,1,159)                         2.1                       0
    990 P(24,1,160)                         2.1                       0
    992 P(24,1,161)                         2.1                       0
    994 P(24,1,162)                         2.1                       0
    996 P(24,1,163)                         2.1                       0
    998 P(24,1,164)                         2.1                       0
   1000 P(24,1,165)                         2.1                       0
   1002 P(24,1,166)                         2.1                       0
   1004 P(24,1,167)                         2.1                       0
   1006 P(24,1,168)                         2.1                       0
   1008 P(27,1,1)                           2.1                       0
   1009 CPartida1(27,1)                  0.0916                       0
   1010 P(27,1,2)                           2.1          -6.9388939e-18
   1012 P(27,1,3)                           2.1                       0
   1014 P(27,1,4)                           2.1                       0
   1016 P(27,1,5)                           2.1                       0
   1018 P(27,1,6)                           2.1                       0
   1020 P(27,1,7)                           2.1          -6.9388939e-18
   1022 P(27,1,8)                           2.1          -6.9388939e-18
   1024 P(27,1,9)                           2.1                       0
   1026 P(27,1,10)                          2.1                       0
   1028 P(27,1,11)                          2.1                       0
   1030 P(27,1,12)                          2.1           1.3877788e-17
   1032 P(27,1,13)                          2.1           1.3877788e-17
   1036 P(27,1,15)                          2.1                       0
   1037 CPartida1(27,15)                 0.0916                       0
   1038 P(27,1,16)                          2.1                       0
   1040 P(27,1,17)                          2.1                       0
   1042 P(27,1,18)                          2.1                       0
   1044 P(27,1,19)                          2.1                       0
   1046 P(27,1,20)                          2.1                       0
   1048 P(27,1,21)                          2.1                       0
   1050 P(27,1,22)                          2.1                       0
   1052 P(27,1,23)                          2.1           1.3877788e-17
   1054 P(27,1,24)                          2.1           1.3877788e-17
   1056 P(27,1,25)                          2.1           1.3877788e-17
   1058 P(27,1,26)                          2.1                       0
   1060 P(27,1,27)                          2.1                       0
   1062 P(27,1,28)                          2.1                       0
   1064 P(27,1,29)                          2.1                       0
   1066 P(27,1,30)                          2.1                       0
   1068 P(27,1,31)                          2.1           1.3877788e-17
   1070 P(27,1,32)                          2.1           1.3877788e-17
   1072 P(27,1,33)                          2.1                       0
   1076 P(27,1,35)                          2.1                       0
   1077 CPartida1(27,35)                 0.0916                       0
   1078 P(27,1,36)                          2.1                       0
   1080 P(27,1,37)                          2.1                       0
   1084 P(27,1,39)                          2.1                       0
   1085 CPartida1(27,39)                 0.0916                       0
   1086 P(27,1,40)                          2.1                       0
   1090 P(27,1,42)                          2.1                       0
   1091 CPartida1(27,42)                 0.0916                       0
   1092 P(27,1,43)                          2.1                       0
   1094 P(27,1,44)                          2.1                       0
   1096 P(27,1,45)                          2.1                       0
   1098 P(27,1,46)                          2.1                       0
   1100 P(27,1,47)                          2.1                       0
   1102 P(27,1,48)                          2.1                       0
   1104 P(27,1,49)                          2.1                       0
   1106 P(27,1,50)                          2.1                       0
   1108 P(27,1,51)                          2.1                       0
   1110 P(27,1,52)                          2.1                       0
   1114 P(27,1,54)                          2.1                       0
   1115 CPartida1(27,54)                 0.0916                       0
   1116 P(27,1,55)                          2.1           1.3877788e-17
   1118 P(27,1,56)                          2.1                       0
   1120 P(27,1,57)                          2.1           1.3877788e-17
   1122 P(27,1,58)                          2.1           1.3877788e-17
   1124 P(27,1,59)                          2.1                       0
   1126 P(27,1,60)                          2.1                       0
   1128 P(27,1,61)                          2.1                       0
   1130 P(27,1,62)                          2.1                       0
   1134 P(27,1,64)                          2.1                       0
   1135 CPartida1(27,64)                 0.0916                       0
   1136 P(27,1,65)                          2.1                       0
   1138 P(27,1,66)                          2.1                       0
   1140 P(27,1,67)                          2.1                       0
   1142 P(27,1,68)                          2.1                       0
   1144 P(27,1,69)                          2.1                       0
   1146 P(27,1,70)                          2.1                       0
   1148 P(27,1,71)                          2.1                       0
   1150 P(27,1,72)                          2.1                       0
   1152 P(27,1,73)                          2.1                       0
   1156 P(27,1,75)                          2.1                       0
   1157 CPartida1(27,75)                 0.0916                       0
   1158 P(27,1,76)                          2.1                       0
   1160 P(27,1,77)                          2.1                       0
   1164 P(27,1,79)                          2.1                       0
   1165 CPartida1(27,79)                 0.0916                       0
   1166 P(27,1,80)                          2.1                       0
   1168 P(27,1,81)                          2.1                       0
   1170 P(27,1,82)                          2.1                       0
   1172 P(27,1,83)                          2.1           1.3877788e-17
   1174 P(27,1,84)                          2.1                       0
   1176 P(27,1,85)                          2.1                       0
   1180 P(27,1,87)                          2.1                       0
   1181 CPartida1(27,87)                 0.0916                       0
   1182 P(27,1,88)                          2.1                       0
   1186 P(27,1,90)                          2.1                       0
   1187 CPartida1(27,90)                 0.0916                       0
   1188 P(27,1,91)                          2.1                       0
   1190 P(27,1,92)                          2.1                       0
   1192 P(27,1,93)                          2.1                       0
   1194 P(27,1,94)                          2.1                       0
   1196 P(27,1,95)                          2.1                       0
   1198 P(27,1,96)                          2.1                       0
   1200 P(27,1,97)                          2.1           1.3877788e-17
   1202 P(27,1,98)                          2.1                       0
   1204 P(27,1,99)                          2.1                       0
   1206 P(27,1,100)                         2.1                       0
   1210 P(27,1,102)                         2.1                       0
   1211 CPartida1(27,102)                0.0916                       0
   1212 P(27,1,103)                         2.1                       0
   1216 P(27,1,105)                         2.1                       0
   1217 CPartida1(27,105)                0.0916                       0
   1218 P(27,1,106)                         2.1                       0
   1220 P(27,1,107)                         2.1                       0
   1222 P(27,1,108)                         2.1                       0
   1224 P(27,1,109)                         2.1                       0
   1226 P(27,1,110)                         2.1                       0
   1228 P(27,1,111)                         2.1                       0
   1230 P(27,1,112)                         2.1                       0
   1234 P(27,1,114)                         2.1                       0
   1235 CPartida1(27,114)                0.0916                       0
   1236 P(27,1,115)                         2.1                       0
   1238 P(27,1,116)                         2.1                       0
   1240 P(27,1,117)                         2.1                       0
   1242 P(27,1,118)                         2.1                       0
   1244 P(27,1,119)                         2.1                       0
   1246 P(27,1,120)                         2.1                       0
   1248 P(27,1,121)                         2.1           1.3877788e-17
   1252 P(27,1,123)                         2.1           1.3877788e-17
   1253 CPartida1(27,123)                0.0916                       0
   1254 P(27,1,124)                         2.1                       0
   1256 P(27,1,125)                         2.1                       0
   1258 P(27,1,126)                         2.1                       0
   1260 P(27,1,127)                         2.1                       0
   1264 P(27,1,129)                         2.1                       0
   1265 CPartida1(27,129)                0.0916                       0
   1268 P(27,1,131)                         2.1           1.3877788e-17
   1269 CPartida1(27,131)                0.0916                       0
   1270 P(27,1,132)                         2.1                       0
   1272 P(27,1,133)                         2.1                       0
   1276 P(27,1,135)                         2.1                       0
   1277 CPartida1(27,135)                0.0916                       0
   1278 P(27,1,136)                         2.1                       0
   1282 P(27,1,138)                         2.1                       0
   1283 CPartida1(27,138)                0.0916                       0
   1284 P(27,1,139)                         2.1                       0
   1286 P(27,1,140)                         2.1                       0
   1288 P(27,1,141)                         2.1                       0
   1290 P(27,1,142)                         2.1                       0
   1292 P(27,1,143)                         2.1                       0
   1294 P(27,1,144)                         2.1                       0
   1296 P(27,1,145)                         2.1                       0
   1298 P(27,1,146)                         2.1           1.3877788e-17
   1300 P(27,1,147)                         2.1                       0
   1302 P(27,1,148)                         2.1                       0
   1304 P(27,1,149)                         2.1                       0
   1308 P(27,1,151)                         2.1                       0
   1309 CPartida1(27,151)                0.0916                       0
   1312 P(27,1,153)                         2.1                       0
   1313 CPartida1(27,153)                0.0916                       0
   1314 P(27,1,154)                         2.1                       0
   1316 P(27,1,155)                         2.1           1.3877788e-17
   1318 P(27,1,156)                         2.1                       0
   1320 P(27,1,157)                         2.1                       0
   1322 P(27,1,158)                         2.1                       0
   1324 P(27,1,159)                         2.1                       0
   1326 P(27,1,160)                         2.1                       0
   1330 P(27,1,162)                         2.1                       0
   1331 CPartida1(27,162)                0.0916                       0
   1332 P(27,1,163)                         2.1                       0
   1334 P(27,1,164)                         2.1                       0
   1336 P(27,1,165)                         2.1                       0
   1338 P(27,1,166)                         2.1                       0
   1340 P(27,1,167)                         2.1                       0
   1342 P(27,1,168)                         2.1                       0
   1414 P(28,1,36)                        0.999                       0
   1415 CPartida1(28,36)                 0.0916                       0
   1416 P(28,1,37)                        0.999                       0
   1418 P(28,1,38)                        0.999                       0
   1420 P(28,1,39)                        0.999                       0
   1422 P(28,1,40)                        0.999                       0
   1424 P(28,1,41)                        0.999                       0
   1426 P(28,1,42)                        0.999                       0
   1428 P(28,1,43)                        0.999                       0
   1430 P(28,1,44)                        0.999                       0
   1432 P(28,1,45)                        0.999                       0
   1434 P(28,1,46)                        0.999                       0
   1436 P(28,1,47)                        0.999                       0
   1438 P(28,1,48)                        0.999                       0
   1470 P(28,1,64)                        0.999                       0
   1471 CPartida1(28,64)                 0.0916                       0
   1472 P(28,1,65)                        0.999                       0
   1474 P(28,1,66)                        0.999                       0
   1476 P(28,1,67)                        0.999                       0
   1478 P(28,1,68)                        0.999                       0
   1480 P(28,1,69)                        0.999                       0
   1482 P(28,1,70)                        0.999                       0
   1524 P(28,1,91)                        0.999                       0
   1525 CPartida1(28,91)                 0.0916                       0
   1526 P(28,1,92)                        0.999                       0
   1528 P(28,1,93)                        0.999                       0
   1530 P(28,1,94)                        0.999                       0
   1532 P(28,1,95)                        0.999                       0
   1552 P(28,1,105)                       0.999                       0
   1553 CPartida1(28,105)                0.0916                       0
   1554 P(28,1,106)                       0.999                       0
   1560 P(28,1,109)                       0.999                       0
   1561 CPartida1(28,109)                0.0916                       0
   1562 P(28,1,110)                       0.999                       0
   1572 P(28,1,115)                       0.999                       0
   1573 CPartida1(28,115)                0.0916                       0
   1574 P(28,1,116)                       0.999                       0
   1576 P(28,1,117)                       0.999                       0
   1578 P(28,1,118)                       0.999                       0
   1580 P(28,1,119)                       0.999                       0
   1620 P(28,1,139)                       0.999                       0
   1621 CPartida1(28,139)                0.0916                       0
   1622 P(28,1,140)                       0.999                       0
   1624 P(28,1,141)                       0.999                       0
   1626 P(28,1,142)                       0.999                       0
   1628 P(28,1,143)                       0.999                       0
   1630 P(28,1,144)                       0.999                       0
   1668 P(28,1,163)                       0.999                       0
   1669 CPartida1(28,163)                0.0916                       0
   1670 P(28,1,164)                       0.999                       0
   1672 P(28,1,165)                       0.999                       0
   1674 P(28,1,166)                       0.999                       0
   1676 P(28,1,167)                       0.999                       0
   1678 P(28,1,168)                       0.999                       0
   2030 P(30,1,8)                         5.936          -6.9388939e-18
   2031 CPartida1(30,8)                  0.0916                       0
   2032 P(30,1,9)                         5.936                       0
   2034 P(30,1,10)                        5.936                       0
   2036 P(30,1,11)                        5.936                       0
   2038 P(30,1,12)                        5.936                       0
   2040 P(30,1,13)                        5.936                       0
   2052 P(30,1,19)                        5.936                       0
   2053 CPartida1(30,19)                 0.0916                       0
   2054 P(30,1,20)                        5.936                       0
   2056 P(30,1,21)                        5.936                       0
   2058 P(30,1,22)                        5.936                       0
   2060 P(30,1,23)                        5.936                       0
   2062 P(30,1,24)                        5.936                       0
   2064 P(30,1,25)                        5.936                       0
   2072 P(30,1,29)                        5.936                       0
   2073 CPartida1(30,29)                 0.0916                       0
   2074 P(30,1,30)                        5.936                       0
   2076 P(30,1,31)                        5.936                       0
   2078 P(30,1,32)                        5.936                       0
   2080 P(30,1,33)                        5.936                       0
   2086 P(30,1,36)                        5.936                       0
   2087 CPartida1(30,36)                 0.0916                       0
   2088 P(30,1,37)                        5.936                       0
   2090 P(30,1,38)                        5.936                       0
   2092 P(30,1,39)                        5.936                       0
   2094 P(30,1,40)                        5.936                       0
   2100 P(30,1,43)                        5.936                       0
   2101 CPartida1(30,43)                 0.0916                       0
   2102 P(30,1,44)                        5.936                       0
   2104 P(30,1,45)                        5.936                       0
   2106 P(30,1,46)                        5.936                       0
   2108 P(30,1,47)                        5.936                       0
   2110 P(30,1,48)                        5.936                       0
   2112 P(30,1,49)                        5.936                       0
   2114 P(30,1,50)                        5.936                       0
   2116 P(30,1,51)                        5.936                       0
   2118 P(30,1,52)                        5.936                       0
   2126 P(30,1,56)                        5.936                       0
   2127 CPartida1(30,56)                 0.0916                       0
   2128 P(30,1,57)                        5.936                       0
   2130 P(30,1,58)                        5.936                       0
   2132 P(30,1,59)                        5.936                       0
   2134 P(30,1,60)                        5.936                       0
   2136 P(30,1,61)                        5.936                       0
   2140 P(30,1,63)                        5.936                       0
   2141 CPartida1(30,63)                 0.0916                       0
   2142 P(30,1,64)                        5.936                       0
   2144 P(30,1,65)                        5.936                       0
   2146 P(30,1,66)                        5.936                       0
   2148 P(30,1,67)                        5.936                       0
   2154 P(30,1,70)                        5.936                       0
   2155 CPartida1(30,70)                 0.0916                       0
   2156 P(30,1,71)                        5.936                       0
   2158 P(30,1,72)                        5.936                       0
   2160 P(30,1,73)                        5.936                       0
   2162 P(30,1,74)                        5.936                       0
   2164 P(30,1,75)                        5.936                       0
   2166 P(30,1,76)                        5.936                       0
   2168 P(30,1,77)                        5.936                       0
   2176 P(30,1,81)                        5.936                       0
   2177 CPartida1(30,81)                 0.0916                       0
   2178 P(30,1,82)                        5.936                       0
   2180 P(30,1,83)                        5.936                       0
   2182 P(30,1,84)                        5.936                       0
