Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/s1234.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME s1234
At line 2 ROWS
At line 8422 COLUMNS
At line 53322 RHS
At line 54348 BOUNDS
At line 57294 ENDATA
Problem s1234 has 8418 rows, 2945 columns and 44641 elements
Coin0008I s1234 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0.361925 - 69.3973 seconds
Cgl0002I 1 variables fixed
Cgl0003I 0 fixed, 0 tightened bounds, 984 strengthened rows, 240 substitutions
Cgl0004I processed model has 7233 rows, 2864 columns (2864 integer (2864 of which binary)) and 41168 elements
Coin3009W Conflict graph built in 0.008 seconds, density: 0.040%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 2087 integers unsatisfied sum - 1.58655
Cbc0038I Pass   1: (136.56 seconds) suminf.    1.09091 (5) obj. 0.436364 iterations 17886
Cbc0038I Pass   2: (136.86 seconds) suminf.    1.04000 (6) obj. 0.506667 iterations 148
Cbc0038I Pass   3: (138.05 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 415
Cbc0038I Pass   4: (138.25 seconds) suminf.    0.99492 (3) obj. 1.11675 iterations 51
Cbc0038I Pass   5: (138.31 seconds) suminf.    1.20000 (3) obj. 1.2 iterations 3
Cbc0038I Pass   6: (138.38 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 8
Cbc0038I Pass   7: (138.50 seconds) suminf.    1.04000 (6) obj. 0.506667 iterations 26
Cbc0038I Pass   8: (138.74 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 77
Cbc0038I Pass   9: (139.03 seconds) suminf.    0.99492 (3) obj. 1.11675 iterations 85
Cbc0038I Pass  10: (139.12 seconds) suminf.    1.20000 (3) obj. 1.2 iterations 12
Cbc0038I Pass  11: (139.27 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 35
Cbc0038I Pass  12: (139.42 seconds) suminf.    1.04000 (6) obj. 0.506667 iterations 40
Cbc0038I Pass  13: (139.89 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 143
Cbc0038I Pass  14: (140.10 seconds) suminf.    0.99492 (3) obj. 1.11675 iterations 62
Cbc0038I Pass  15: (140.16 seconds) suminf.    1.20000 (3) obj. 1.2 iterations 3
Cbc0038I Pass  16: (140.23 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 4
Cbc0038I Pass  17: (140.39 seconds) suminf.    1.04000 (6) obj. 0.506667 iterations 39
Cbc0038I Pass  18: (140.69 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 82
Cbc0038I Pass  19: (140.96 seconds) suminf.    0.99492 (3) obj. 1.11675 iterations 76
Cbc0038I Pass  20: (141.03 seconds) suminf.    1.20000 (3) obj. 1.2 iterations 5
Cbc0038I Pass  21: (141.18 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 35
Cbc0038I Pass  22: (141.34 seconds) suminf.    1.04000 (6) obj. 0.506667 iterations 45
Cbc0038I Pass  23: (141.64 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 83
Cbc0038I Pass  24: (141.87 seconds) suminf.    0.99492 (3) obj. 1.11675 iterations 65
Cbc0038I Pass  25: (141.94 seconds) suminf.    1.20000 (3) obj. 1.2 iterations 7
Cbc0038I Pass  26: (142.05 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 20
Cbc0038I Pass  27: (142.23 seconds) suminf.    1.04000 (6) obj. 0.506667 iterations 47
Cbc0038I Pass  28: (142.50 seconds) suminf.    1.00000 (3) obj. 1.33333 iterations 74
Cbc0038I Pass  29: (142.69 seconds) suminf.    0.99492 (3) obj. 1.11675 iterations 51
Cbc0038I Pass  30: (142.78 seconds) suminf.    1.20000 (3) obj. 1.2 iterations 16
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 265 integers at bound fixed and 0 continuous
Cbc0038I Full problem 7233 rows 2864 columns, reduced to 6655 rows 2570 columns - too large
Cbc0038I Mini branch and bound did not improve solution (145.81 seconds)
Cbc0038I Full problem 7234 rows 2864 columns, reduced to 7234 rows 2864 columns - too large
Cbc0038I After 146.10 seconds - Feasibility pump exiting - took 54.41 seconds
Cbc0031I 294 added rows had average density of 7.547619
Cbc0013I At root node, 294 cuts changed objective from 0.36192453 to 0.5392057 in 10 passes
Cbc0010I After 32 nodes, 23 on tree, 1e+50 best solution, best possible 0.5392057 (2455.78 seconds)
Cbc0010I After 33 nodes, 23 on tree, 1e+50 best solution, best possible 0.5392057 (2521.54 seconds)
Cbc0010I After 34 nodes, 24 on tree, 1e+50 best solution, best possible 0.5392057 (2558.98 seconds)
Cbc0010I After 35 nodes, 24 on tree, 1e+50 best solution, best possible 0.5392057 (2633.56 seconds)
Cbc0010I After 36 nodes, 24 on tree, 1e+50 best solution, best possible 0.5392057 (2708.72 seconds)
Cbc0010I After 37 nodes, 25 on tree, 1e+50 best solution, best possible 0.5392057 (2759.66 seconds)
Cbc0010I After 38 nodes, 25 on tree, 1e+50 best solution, best possible 0.5392057 (2808.99 seconds)
Cbc0010I After 39 nodes, 26 on tree, 1e+50 best solution, best possible 0.5392057 (2852.25 seconds)
Cbc0010I After 40 nodes, 26 on tree, 1e+50 best solution, best possible 0.5392057 (2933.75 seconds)
Cbc0010I After 41 nodes, 27 on tree, 1e+50 best solution, best possible 0.5392057 (2983.69 seconds)
Cbc0010I After 42 nodes, 27 on tree, 1e+50 best solution, best possible 0.5392057 (3035.18 seconds)
Cbc0010I After 43 nodes, 28 on tree, 1e+50 best solution, best possible 0.5392057 (3070.98 seconds)
Cbc0010I After 44 nodes, 28 on tree, 1e+50 best solution, best possible 0.5392057 (3111.98 seconds)
Cbc0010I After 45 nodes, 29 on tree, 1e+50 best solution, best possible 0.5392057 (3149.29 seconds)
Cbc0010I After 46 nodes, 29 on tree, 1e+50 best solution, best possible 0.5392057 (3191.51 seconds)
Cbc0010I After 47 nodes, 30 on tree, 1e+50 best solution, best possible 0.5392057 (3220.89 seconds)
Cbc0010I After 48 nodes, 30 on tree, 1e+50 best solution, best possible 0.5392057 (3269.47 seconds)
Cbc0010I After 49 nodes, 31 on tree, 1e+50 best solution, best possible 0.5392057 (3316.84 seconds)
Cbc0010I After 50 nodes, 32 on tree, 1e+50 best solution, best possible 0.5392057 (3351.02 seconds)
Cbc0010I After 51 nodes, 32 on tree, 1e+50 best solution, best possible 0.5392057 (3395.43 seconds)
Cbc0010I After 52 nodes, 33 on tree, 1e+50 best solution, best possible 0.5392057 (3425.89 seconds)
Cbc0010I After 53 nodes, 33 on tree, 1e+50 best solution, best possible 0.5392057 (3462.44 seconds)
Cbc0010I After 54 nodes, 33 on tree, 1e+50 best solution, best possible 0.5392057 (3527.95 seconds)
Cbc0010I After 55 nodes, 34 on tree, 1e+50 best solution, best possible 0.5392057 (3558.45 seconds)
Cbc0010I After 56 nodes, 34 on tree, 1e+50 best solution, best possible 0.5392057 (3606.45 seconds)
Cbc0010I After 57 nodes, 35 on tree, 1e+50 best solution, best possible 0.5392057 (3636.92 seconds)
Cbc0010I After 58 nodes, 35 on tree, 1e+50 best solution, best possible 0.5392057 (3670.05 seconds)
Cbc0010I After 59 nodes, 36 on tree, 1e+50 best solution, best possible 0.5392057 (3706.17 seconds)
Cbc0010I After 60 nodes, 36 on tree, 1e+50 best solution, best possible 0.5392057 (3745.99 seconds)
Cbc0010I After 61 nodes, 37 on tree, 1e+50 best solution, best possible 0.5392057 (3792.92 seconds)
Cbc0010I After 62 nodes, 38 on tree, 1e+50 best solution, best possible 0.5392057 (3828.25 seconds)
Cbc0010I After 63 nodes, 38 on tree, 1e+50 best solution, best possible 0.5392057 (3874.47 seconds)
Cbc0010I After 64 nodes, 38 on tree, 1e+50 best solution, best possible 0.5392057 (3918.25 seconds)
Cbc0010I After 65 nodes, 39 on tree, 1e+50 best solution, best possible 0.5392057 (3956.14 seconds)
Cbc0010I After 66 nodes, 39 on tree, 1e+50 best solution, best possible 0.5392057 (3999.16 seconds)
Cbc0010I After 67 nodes, 40 on tree, 1e+50 best solution, best possible 0.5392057 (4025.45 seconds)
Cbc0010I After 68 nodes, 40 on tree, 1e+50 best solution, best possible 0.5392057 (4063.29 seconds)
Cbc0010I After 69 nodes, 41 on tree, 1e+50 best solution, best possible 0.5392057 (4080.89 seconds)
Cbc0010I After 70 nodes, 42 on tree, 1e+50 best solution, best possible 0.5392057 (4103.44 seconds)
Cbc0010I After 71 nodes, 42 on tree, 1e+50 best solution, best possible 0.5392057 (4142.08 seconds)
Cbc0010I After 72 nodes, 43 on tree, 1e+50 best solution, best possible 0.5392057 (4193.05 seconds)
Cbc0010I After 73 nodes, 43 on tree, 1e+50 best solution, best possible 0.5392057 (4229.86 seconds)
Cbc0010I After 74 nodes, 43 on tree, 1e+50 best solution, best possible 0.5392057 (4263.41 seconds)
Cbc0010I After 75 nodes, 44 on tree, 1e+50 best solution, best possible 0.5392057 (4299.92 seconds)
Cbc0010I After 76 nodes, 44 on tree, 1e+50 best solution, best possible 0.5392057 (4325.66 seconds)
Cbc0010I After 77 nodes, 45 on tree, 1e+50 best solution, best possible 0.5392057 (4346.06 seconds)
Cbc0010I After 78 nodes, 46 on tree, 1e+50 best solution, best possible 0.5392057 (4370.05 seconds)
Cbc0010I After 79 nodes, 46 on tree, 1e+50 best solution, best possible 0.5392057 (4400.62 seconds)
Cbc0010I After 80 nodes, 46 on tree, 1e+50 best solution, best possible 0.5392057 (4432.02 seconds)
Cbc0010I After 81 nodes, 47 on tree, 1e+50 best solution, best possible 0.5392057 (4459.63 seconds)
Cbc0010I After 82 nodes, 47 on tree, 1e+50 best solution, best possible 0.5392057 (4486.25 seconds)
Cbc0010I After 83 nodes, 48 on tree, 1e+50 best solution, best possible 0.5392057 (4513.36 seconds)
Cbc0010I After 84 nodes, 48 on tree, 1e+50 best solution, best possible 0.5392057 (4553.55 seconds)
Cbc0010I After 85 nodes, 49 on tree, 1e+50 best solution, best possible 0.5392057 (4599.66 seconds)
Cbc0010I After 86 nodes, 49 on tree, 1e+50 best solution, best possible 0.5392057 (4631.62 seconds)
Cbc0010I After 87 nodes, 50 on tree, 1e+50 best solution, best possible 0.5392057 (4660.93 seconds)
Cbc0010I After 88 nodes, 50 on tree, 1e+50 best solution, best possible 0.5392057 (4686.51 seconds)
Cbc0010I After 89 nodes, 51 on tree, 1e+50 best solution, best possible 0.5392057 (4712.64 seconds)
Cbc0010I After 90 nodes, 52 on tree, 1e+50 best solution, best possible 0.5392057 (4734.31 seconds)
Cbc0010I After 91 nodes, 53 on tree, 1e+50 best solution, best possible 0.5392057 (4753.20 seconds)
Cbc0010I After 92 nodes, 54 on tree, 1e+50 best solution, best possible 0.5392057 (4771.99 seconds)
Cbc0010I After 93 nodes, 54 on tree, 1e+50 best solution, best possible 0.5392057 (4807.22 seconds)
Cbc0010I After 94 nodes, 54 on tree, 1e+50 best solution, best possible 0.5392057 (4847.93 seconds)
Cbc0010I After 95 nodes, 55 on tree, 1e+50 best solution, best possible 0.5392057 (4871.96 seconds)
Cbc0010I After 96 nodes, 56 on tree, 1e+50 best solution, best possible 0.5392057 (4888.81 seconds)
Cbc0010I After 97 nodes, 56 on tree, 1e+50 best solution, best possible 0.5392057 (4906.56 seconds)
Cbc0010I After 98 nodes, 57 on tree, 1e+50 best solution, best possible 0.5392057 (4938.41 seconds)
Cbc0010I After 99 nodes, 57 on tree, 1e+50 best solution, best possible 0.5392057 (4969.73 seconds)
Cbc0010I After 100 nodes, 58 on tree, 1e+50 best solution, best possible 0.5392057 (4990.92 seconds)
Cbc0010I After 101 nodes, 58 on tree, 1e+50 best solution, best possible 0.5392057 (5022.20 seconds)
Cbc0010I After 102 nodes, 59 on tree, 1e+50 best solution, best possible 0.5392057 (5040.88 seconds)
Cbc0010I After 103 nodes, 59 on tree, 1e+50 best solution, best possible 0.5392057 (5072.51 seconds)
Cbc0010I After 104 nodes, 60 on tree, 1e+50 best solution, best possible 0.5392057 (5085.59 seconds)
Cbc0010I After 105 nodes, 60 on tree, 1e+50 best solution, best possible 0.5392057 (5123.18 seconds)
Cbc0010I After 106 nodes, 61 on tree, 1e+50 best solution, best possible 0.5392057 (5138.81 seconds)
Cbc0010I After 107 nodes, 62 on tree, 1e+50 best solution, best possible 0.5392057 (5165.23 seconds)
Cbc0010I After 108 nodes, 63 on tree, 1e+50 best solution, best possible 0.5392057 (5194.07 seconds)
Cbc0010I After 109 nodes, 63 on tree, 1e+50 best solution, best possible 0.5392057 (5226.24 seconds)
Cbc0010I After 110 nodes, 64 on tree, 1e+50 best solution, best possible 0.5392057 (5251.72 seconds)
Cbc0010I After 111 nodes, 64 on tree, 1e+50 best solution, best possible 0.5392057 (5281.08 seconds)
Cbc0010I After 112 nodes, 65 on tree, 1e+50 best solution, best possible 0.5392057 (5299.60 seconds)
Cbc0010I After 113 nodes, 66 on tree, 1e+50 best solution, best possible 0.5392057 (5319.66 seconds)
Cbc0010I After 114 nodes, 66 on tree, 1e+50 best solution, best possible 0.5392057 (5352.84 seconds)
Cbc0010I After 115 nodes, 66 on tree, 1e+50 best solution, best possible 0.5392057 (5392.45 seconds)
Cbc0010I After 116 nodes, 66 on tree, 1e+50 best solution, best possible 0.5392057 (5416.29 seconds)
Cbc0010I After 117 nodes, 67 on tree, 1e+50 best solution, best possible 0.5392057 (5435.26 seconds)
Cbc0010I After 118 nodes, 68 on tree, 1e+50 best solution, best possible 0.5392057 (5453.56 seconds)
Cbc0010I After 119 nodes, 68 on tree, 1e+50 best solution, best possible 0.5392057 (5488.51 seconds)
Cbc0010I After 120 nodes, 68 on tree, 1e+50 best solution, best possible 0.5392057 (5537.27 seconds)
Cbc0010I After 121 nodes, 68 on tree, 1e+50 best solution, best possible 0.5392057 (5569.19 seconds)
Cbc0010I After 122 nodes, 69 on tree, 1e+50 best solution, best possible 0.5392057 (5589.54 seconds)
Cbc0010I After 123 nodes, 69 on tree, 1e+50 best solution, best possible 0.5392057 (5612.05 seconds)
Cbc0010I After 124 nodes, 70 on tree, 1e+50 best solution, best possible 0.5392057 (5632.70 seconds)
Cbc0010I After 125 nodes, 70 on tree, 1e+50 best solution, best possible 0.5392057 (5666.18 seconds)
Cbc0010I After 126 nodes, 71 on tree, 1e+50 best solution, best possible 0.5392057 (5683.26 seconds)
Cbc0010I After 127 nodes, 71 on tree, 1e+50 best solution, best possible 0.5392057 (5714.91 seconds)
Cbc0010I After 128 nodes, 72 on tree, 1e+50 best solution, best possible 0.5392057 (5730.69 seconds)
Cbc0010I After 129 nodes, 73 on tree, 1e+50 best solution, best possible 0.5392057 (5749.81 seconds)
Cbc0010I After 130 nodes, 73 on tree, 1e+50 best solution, best possible 0.5392057 (5785.00 seconds)
Cbc0010I After 131 nodes, 74 on tree, 1e+50 best solution, best possible 0.5392057 (5801.12 seconds)
Cbc0010I After 132 nodes, 74 on tree, 1e+50 best solution, best possible 0.5392057 (5830.89 seconds)
Cbc0010I After 133 nodes, 74 on tree, 1e+50 best solution, best possible 0.5392057 (5870.52 seconds)
Cbc0010I After 134 nodes, 75 on tree, 1e+50 best solution, best possible 0.5392057 (5895.89 seconds)
Cbc0010I After 135 nodes, 75 on tree, 1e+50 best solution, best possible 0.5392057 (5923.44 seconds)
Cbc0010I After 136 nodes, 76 on tree, 1e+50 best solution, best possible 0.5392057 (5940.94 seconds)
Cbc0010I After 137 nodes, 76 on tree, 1e+50 best solution, best possible 0.5392057 (5975.01 seconds)
Cbc0010I After 138 nodes, 77 on tree, 1e+50 best solution, best possible 0.5392057 (5995.30 seconds)
Cbc0010I After 139 nodes, 77 on tree, 1e+50 best solution, best possible 0.5392057 (6029.12 seconds)
Cbc0010I After 140 nodes, 78 on tree, 1e+50 best solution, best possible 0.5392057 (6058.73 seconds)
Cbc0010I After 141 nodes, 78 on tree, 1e+50 best solution, best possible 0.5392057 (6084.98 seconds)
Cbc0010I After 142 nodes, 79 on tree, 1e+50 best solution, best possible 0.5392057 (6103.02 seconds)
Cbc0010I After 143 nodes, 79 on tree, 1e+50 best solution, best possible 0.5392057 (6116.24 seconds)
Cbc0010I After 144 nodes, 80 on tree, 1e+50 best solution, best possible 0.5392057 (6142.42 seconds)
Cbc0010I After 145 nodes, 81 on tree, 1e+50 best solution, best possible 0.5392057 (6168.21 seconds)
Cbc0010I After 146 nodes, 82 on tree, 1e+50 best solution, best possible 0.5392057 (6193.26 seconds)
Cbc0010I After 147 nodes, 82 on tree, 1e+50 best solution, best possible 0.5392057 (6215.34 seconds)
Cbc0010I After 148 nodes, 83 on tree, 1e+50 best solution, best possible 0.5392057 (6241.09 seconds)
Cbc0010I After 149 nodes, 83 on tree, 1e+50 best solution, best possible 0.5392057 (6265.28 seconds)
Cbc0010I After 150 nodes, 84 on tree, 1e+50 best solution, best possible 0.5392057 (6296.91 seconds)
Cbc0010I After 151 nodes, 84 on tree, 1e+50 best solution, best possible 0.5392057 (6319.12 seconds)
Cbc0010I After 152 nodes, 85 on tree, 1e+50 best solution, best possible 0.5392057 (6343.35 seconds)
Cbc0010I After 153 nodes, 85 on tree, 1e+50 best solution, best possible 0.5392057 (6377.89 seconds)
Cbc0010I After 154 nodes, 86 on tree, 1e+50 best solution, best possible 0.5392057 (6384.07 seconds)
Cbc0010I After 155 nodes, 87 on tree, 1e+50 best solution, best possible 0.5392057 (6403.68 seconds)
Cbc0010I After 156 nodes, 87 on tree, 1e+50 best solution, best possible 0.5392057 (6437.06 seconds)
Cbc0010I After 157 nodes, 88 on tree, 1e+50 best solution, best possible 0.5392057 (6446.45 seconds)
Cbc0010I After 158 nodes, 88 on tree, 1e+50 best solution, best possible 0.5392057 (6466.95 seconds)
Cbc0010I After 159 nodes, 89 on tree, 1e+50 best solution, best possible 0.5392057 (6491.78 seconds)
Cbc0010I After 160 nodes, 89 on tree, 1e+50 best solution, best possible 0.5392057 (6522.82 seconds)
Cbc0010I After 161 nodes, 89 on tree, 1e+50 best solution, best possible 0.5392057 (6532.09 seconds)
Cbc0010I After 162 nodes, 90 on tree, 1e+50 best solution, best possible 0.5392057 (6551.47 seconds)
Cbc0010I After 163 nodes, 90 on tree, 1e+50 best solution, best possible 0.5392057 (6586.42 seconds)
Cbc0010I After 164 nodes, 91 on tree, 1e+50 best solution, best possible 0.5392057 (6597.55 seconds)
Cbc0010I After 165 nodes, 92 on tree, 1e+50 best solution, best possible 0.5392057 (6616.22 seconds)
Cbc0010I After 166 nodes, 92 on tree, 1e+50 best solution, best possible 0.5392057 (6651.00 seconds)
Cbc0010I After 167 nodes, 93 on tree, 1e+50 best solution, best possible 0.5392057 (6672.13 seconds)
