Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-1593097.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-1593097.txt -quit (default strategy 1)
At line 1 NAME          neos-1593097
At line 2 ROWS
At line 802 COLUMNS
At line 114165 RHS
At line 114496 BOUNDS
At line 132697 ENDATA
Problem neos-1593097 has 798 rows, 18460 columns and 113308 elements
Coin0008I neos-1593097 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 4424 - 3.60112 seconds
Cgl0011I 208 variables made integer
Cgl0004I processed model has 746 rows, 18408 columns (18408 integer (18200 of which binary)) and 94848 elements
Coin3009W Conflict graph built in 1.349 seconds, density: 0.443%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 205 integers unsatisfied sum - 57.2435
Cbc0038I Pass   1: suminf.   31.02691 (123) obj. 12821.3 iterations 965
Cbc0038I Pass   2: suminf.   24.19730 (113) obj. 14176.8 iterations 262
Cbc0038I Pass   3: suminf.   21.93990 (113) obj. 14058.4 iterations 115
Cbc0038I Pass   4: suminf.   21.93990 (113) obj. 14058.4 iterations 0
Cbc0038I Pass   5: suminf.   18.78916 (110) obj. 15814.5 iterations 222
Cbc0038I Pass   6: suminf.   17.77662 (107) obj. 15954.6 iterations 70
Cbc0038I Pass   7: suminf.   17.72389 (104) obj. 15957.9 iterations 12
Cbc0038I Pass   8: suminf.   16.96529 (97) obj. 17647.9 iterations 178
Cbc0038I Pass   9: suminf.   14.53281 (88) obj. 18960.6 iterations 218
Cbc0038I Pass  10: suminf.   13.45497 (84) obj. 19565.7 iterations 184
Cbc0038I Pass  11: suminf.   12.64038 (95) obj. 19426.4 iterations 76
Cbc0038I Pass  12: suminf.   12.92235 (90) obj. 19303.6 iterations 154
Cbc0038I Pass  13: suminf.   12.52398 (90) obj. 19330 iterations 28
Cbc0038I Pass  14: suminf.   13.51107 (73) obj. 20350.4 iterations 259
Cbc0038I Pass  15: suminf.   11.53886 (71) obj. 20568.6 iterations 144
Cbc0038I Pass  16: suminf.   11.08671 (68) obj. 21400.4 iterations 163
Cbc0038I Pass  17: suminf.   11.08671 (68) obj. 21400.4 iterations 12
Cbc0038I Pass  18: suminf.   10.76177 (66) obj. 21553 iterations 174
Cbc0038I Pass  19: suminf.   10.68944 (67) obj. 21559.1 iterations 25
Cbc0038I Pass  20: suminf.   10.25647 (69) obj. 22159.6 iterations 193
Cbc0038I Pass  21: suminf.    9.66255 (65) obj. 22233.1 iterations 78
Cbc0038I Pass  22: suminf.    9.70590 (60) obj. 22761.1 iterations 173
Cbc0038I Pass  23: suminf.    9.23502 (65) obj. 22700.4 iterations 59
Cbc0038I Pass  24: suminf.    7.80216 (58) obj. 23111.9 iterations 168
Cbc0038I Pass  25: suminf.    7.51206 (59) obj. 23061 iterations 109
Cbc0038I Pass  26: suminf.    7.99670 (62) obj. 22850.8 iterations 275
Cbc0038I Pass  27: suminf.    7.49384 (63) obj. 22777.6 iterations 139
Cbc0038I Pass  28: suminf.    8.33834 (53) obj. 22664.6 iterations 128
Cbc0038I Pass  29: suminf.    7.37079 (53) obj. 22693.7 iterations 20
Cbc0038I Pass  30: suminf.    6.70225 (60) obj. 22756.4 iterations 63
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 17695 integers at bound fixed and 93 continuous
Cbc0038I Mini branch and bound did not improve solution (11.56 seconds)
Cbc0038I After 14.64 seconds - Feasibility pump exiting - took 7.50 seconds
Cbc0031I 555 added rows had average density of 108.54234
Cbc0013I At root node, 555 cuts changed objective from 4424 to 4436.7757 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (445 active)  in 26.545 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 132 row cuts average 276.6 elements, 0 column cuts (0 active)  in 2.333 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.057 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 1845 row cuts average 70.8 elements, 0 column cuts (0 active)  in 30.515 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.172 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.968 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 909 row cuts average 139.6 elements, 0 column cuts (0 active)  in 0.902 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 1134 row cuts average 70.3 elements, 0 column cuts (0 active)  in 0.511 seconds - new frequency is 1
Cbc0014I Cut generator 8 (TwoMirCuts) - 277 row cuts average 147.7 elements, 0 column cuts (0 active)  in 2.334 seconds - new frequency is -100
Cbc0014I Cut generator 9 (ZeroHalf) - 388 row cuts average 142.3 elements, 0 column cuts (0 active)  in 2.183 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 4436.7757 (229.20 seconds)
Cbc0010I After 1474 nodes, 605 on tree, 1e+50 best solution, best possible 4436.7757 (2773.10 seconds)
Cbc0010I After 1475 nodes, 606 on tree, 1e+50 best solution, best possible 4436.7757 (2774.50 seconds)
Cbc0010I After 1477 nodes, 606 on tree, 1e+50 best solution, best possible 4436.7757 (2775.77 seconds)
Cbc0010I After 1480 nodes, 607 on tree, 1e+50 best solution, best possible 4436.7757 (2776.63 seconds)
Cbc0010I After 1481 nodes, 608 on tree, 1e+50 best solution, best possible 4436.7757 (2780.42 seconds)
Cbc0010I After 1482 nodes, 609 on tree, 1e+50 best solution, best possible 4436.7757 (2781.29 seconds)
Cbc0010I After 1485 nodes, 610 on tree, 1e+50 best solution, best possible 4436.7757 (2782.01 seconds)
Cbc0010I After 1487 nodes, 612 on tree, 1e+50 best solution, best possible 4436.7757 (2786.42 seconds)
Cbc0010I After 1488 nodes, 613 on tree, 1e+50 best solution, best possible 4436.7757 (2787.41 seconds)
Cbc0010I After 1490 nodes, 615 on tree, 1e+50 best solution, best possible 4436.7757 (2788.63 seconds)
Cbc0010I After 1492 nodes, 617 on tree, 1e+50 best solution, best possible 4436.7757 (2791.02 seconds)
Cbc0010I After 1493 nodes, 618 on tree, 1e+50 best solution, best possible 4436.7757 (2791.79 seconds)
Cbc0010I After 1494 nodes, 619 on tree, 1e+50 best solution, best possible 4436.7757 (2792.99 seconds)
Cbc0010I After 1498 nodes, 621 on tree, 1e+50 best solution, best possible 4436.7757 (2795.94 seconds)
Cbc0010I After 1499 nodes, 622 on tree, 1e+50 best solution, best possible 4436.7757 (2796.90 seconds)
Cbc0010I After 1500 nodes, 623 on tree, 1e+50 best solution, best possible 4436.7757 (2797.91 seconds)
Cbc0010I After 1501 nodes, 624 on tree, 1e+50 best solution, best possible 4436.7757 (2798.71 seconds)
Cbc0010I After 1502 nodes, 625 on tree, 1e+50 best solution, best possible 4436.7757 (2799.43 seconds)
Cbc0010I After 1503 nodes, 626 on tree, 1e+50 best solution, best possible 4436.7757 (2802.02 seconds)
Cbc0010I After 1504 nodes, 627 on tree, 1e+50 best solution, best possible 4436.7757 (2802.84 seconds)
Cbc0010I After 1505 nodes, 628 on tree, 1e+50 best solution, best possible 4436.7757 (2803.90 seconds)
Cbc0010I After 1508 nodes, 631 on tree, 1e+50 best solution, best possible 4436.7757 (2807.18 seconds)
Cbc0010I After 1512 nodes, 635 on tree, 1e+50 best solution, best possible 4436.7757 (2807.91 seconds)
Cbc0010I After 1513 nodes, 636 on tree, 1e+50 best solution, best possible 4436.7757 (2810.56 seconds)
Cbc0010I After 1516 nodes, 639 on tree, 1e+50 best solution, best possible 4436.7757 (2811.31 seconds)
Cbc0010I After 1519 nodes, 640 on tree, 1e+50 best solution, best possible 4436.7757 (2813.39 seconds)
Cbc0010I After 1521 nodes, 642 on tree, 1e+50 best solution, best possible 4436.7757 (2814.13 seconds)
Cbc0010I After 1524 nodes, 643 on tree, 1e+50 best solution, best possible 4436.7757 (2814.99 seconds)
Cbc0010I After 1526 nodes, 643 on tree, 1e+50 best solution, best possible 4436.7757 (2818.98 seconds)
Cbc0010I After 1527 nodes, 644 on tree, 1e+50 best solution, best possible 4436.7757 (2820.26 seconds)
Cbc0010I After 1528 nodes, 645 on tree, 1e+50 best solution, best possible 4436.7757 (2821.22 seconds)
Cbc0010I After 1529 nodes, 646 on tree, 1e+50 best solution, best possible 4436.7757 (2822.46 seconds)
Cbc0010I After 1531 nodes, 648 on tree, 1e+50 best solution, best possible 4436.7757 (2825.36 seconds)
Cbc0010I After 1533 nodes, 650 on tree, 1e+50 best solution, best possible 4436.7757 (2826.24 seconds)
Cbc0010I After 1538 nodes, 651 on tree, 1e+50 best solution, best possible 4436.7757 (2829.19 seconds)
Cbc0010I After 1539 nodes, 652 on tree, 1e+50 best solution, best possible 4436.7757 (2830.32 seconds)
Cbc0010I After 1541 nodes, 654 on tree, 1e+50 best solution, best possible 4436.7757 (2831.16 seconds)
Cbc0010I After 1543 nodes, 656 on tree, 1e+50 best solution, best possible 4436.7757 (2833.75 seconds)
Cbc0010I After 1547 nodes, 658 on tree, 1e+50 best solution, best possible 4436.7757 (2834.46 seconds)
Cbc0010I After 1549 nodes, 660 on tree, 1e+50 best solution, best possible 4436.7757 (2839.71 seconds)
Cbc0010I After 1550 nodes, 661 on tree, 1e+50 best solution, best possible 4436.7757 (2840.51 seconds)
Cbc0010I After 1552 nodes, 663 on tree, 1e+50 best solution, best possible 4436.7757 (2842.05 seconds)
Cbc0010I After 1554 nodes, 665 on tree, 1e+50 best solution, best possible 4436.7757 (2845.81 seconds)
Cbc0010I After 1555 nodes, 666 on tree, 1e+50 best solution, best possible 4436.7757 (2846.53 seconds)
Cbc0010I After 1556 nodes, 667 on tree, 1e+50 best solution, best possible 4436.7757 (2847.27 seconds)
Cbc0010I After 1557 nodes, 668 on tree, 1e+50 best solution, best possible 4436.7757 (2848.25 seconds)
Cbc0010I After 1559 nodes, 670 on tree, 1e+50 best solution, best possible 4436.7757 (2854.81 seconds)
Cbc0010I After 1560 nodes, 671 on tree, 1e+50 best solution, best possible 4436.7757 (2857.34 seconds)
Cbc0010I After 1561 nodes, 672 on tree, 1e+50 best solution, best possible 4436.7757 (2859.59 seconds)
Cbc0010I After 1562 nodes, 673 on tree, 1e+50 best solution, best possible 4436.7757 (2860.39 seconds)
Cbc0010I After 1563 nodes, 674 on tree, 1e+50 best solution, best possible 4436.7757 (2861.24 seconds)
Cbc0010I After 1564 nodes, 675 on tree, 1e+50 best solution, best possible 4436.7757 (2864.26 seconds)
Cbc0010I After 1565 nodes, 676 on tree, 1e+50 best solution, best possible 4436.7757 (2865.36 seconds)
Cbc0010I After 1566 nodes, 677 on tree, 1e+50 best solution, best possible 4436.7757 (2866.98 seconds)
Cbc0010I After 1568 nodes, 677 on tree, 1e+50 best solution, best possible 4436.7757 (2867.72 seconds)
Cbc0010I After 1569 nodes, 678 on tree, 1e+50 best solution, best possible 4436.7757 (2868.46 seconds)
Cbc0010I After 1570 nodes, 679 on tree, 1e+50 best solution, best possible 4436.7757 (2871.16 seconds)
Cbc0010I After 1571 nodes, 680 on tree, 1e+50 best solution, best possible 4436.7757 (2873.66 seconds)
Cbc0010I After 1572 nodes, 681 on tree, 1e+50 best solution, best possible 4436.7757 (2874.66 seconds)
Cbc0010I After 1575 nodes, 684 on tree, 1e+50 best solution, best possible 4436.7757 (2878.17 seconds)
Cbc0010I After 1579 nodes, 688 on tree, 1e+50 best solution, best possible 4436.7757 (2879.06 seconds)
Cbc0010I After 1580 nodes, 689 on tree, 1e+50 best solution, best possible 4436.7757 (2879.95 seconds)
Cbc0010I After 1585 nodes, 690 on tree, 1e+50 best solution, best possible 4436.7757 (2880.79 seconds)
Cbc0010I After 1588 nodes, 691 on tree, 1e+50 best solution, best possible 4436.7757 (2882.13 seconds)
Cbc0010I After 1592 nodes, 695 on tree, 1e+50 best solution, best possible 4436.7757 (2882.92 seconds)
Cbc0010I After 1593 nodes, 696 on tree, 1e+50 best solution, best possible 4436.7757 (2884.97 seconds)
Cbc0010I After 1596 nodes, 699 on tree, 1e+50 best solution, best possible 4436.7757 (2885.89 seconds)
Cbc0010I After 1598 nodes, 701 on tree, 1e+50 best solution, best possible 4436.7757 (2888.69 seconds)
Cbc0010I After 1601 nodes, 704 on tree, 1e+50 best solution, best possible 4436.7757 (2889.39 seconds)
Cbc0010I After 1604 nodes, 705 on tree, 1e+50 best solution, best possible 4436.7757 (2890.71 seconds)
Cbc0010I After 1607 nodes, 708 on tree, 1e+50 best solution, best possible 4436.7757 (2891.45 seconds)
Cbc0010I After 1609 nodes, 710 on tree, 1e+50 best solution, best possible 4436.7757 (2894.35 seconds)
Cbc0010I After 1613 nodes, 714 on tree, 1e+50 best solution, best possible 4436.7757 (2895.35 seconds)
Cbc0010I After 1614 nodes, 715 on tree, 1e+50 best solution, best possible 4436.7757 (2897.59 seconds)
Cbc0010I After 1618 nodes, 719 on tree, 1e+50 best solution, best possible 4436.7757 (2898.34 seconds)
Cbc0010I After 1619 nodes, 720 on tree, 1e+50 best solution, best possible 4436.7757 (2899.92 seconds)
Cbc0010I After 1624 nodes, 725 on tree, 1e+50 best solution, best possible 4436.7757 (2901.78 seconds)
Cbc0010I After 1629 nodes, 730 on tree, 1e+50 best solution, best possible 4436.7757 (2903.14 seconds)
Cbc0010I After 1633 nodes, 734 on tree, 1e+50 best solution, best possible 4436.7757 (2903.90 seconds)
Cbc0010I After 1635 nodes, 736 on tree, 1e+50 best solution, best possible 4436.7757 (2904.78 seconds)
Cbc0010I After 1639 nodes, 740 on tree, 1e+50 best solution, best possible 4436.7757 (2906.76 seconds)
Cbc0010I After 1644 nodes, 745 on tree, 1e+50 best solution, best possible 4436.7757 (2908.59 seconds)
Cbc0010I After 1648 nodes, 749 on tree, 1e+50 best solution, best possible 4436.7757 (2909.34 seconds)
Cbc0010I After 1649 nodes, 750 on tree, 1e+50 best solution, best possible 4436.7757 (2910.75 seconds)
Cbc0010I After 1652 nodes, 753 on tree, 1e+50 best solution, best possible 4436.7757 (2911.51 seconds)
Cbc0010I After 1654 nodes, 755 on tree, 1e+50 best solution, best possible 4436.7757 (2912.78 seconds)
Cbc0010I After 1659 nodes, 758 on tree, 1e+50 best solution, best possible 4436.7757 (2913.53 seconds)
Cbc0010I After 1661 nodes, 760 on tree, 1e+50 best solution, best possible 4436.7757 (2914.32 seconds)
Cbc0010I After 1665 nodes, 764 on tree, 1e+50 best solution, best possible 4436.7757 (2915.37 seconds)
Cbc0010I After 1670 nodes, 769 on tree, 1e+50 best solution, best possible 4436.7757 (2916.50 seconds)
Cbc0010I After 1675 nodes, 774 on tree, 1e+50 best solution, best possible 4436.7757 (2917.90 seconds)
Cbc0010I After 1679 nodes, 778 on tree, 1e+50 best solution, best possible 4436.7757 (2918.68 seconds)
Cbc0010I After 1681 nodes, 780 on tree, 1e+50 best solution, best possible 4436.7757 (2919.43 seconds)
Cbc0010I After 1685 nodes, 784 on tree, 1e+50 best solution, best possible 4436.7757 (2920.46 seconds)
Cbc0010I After 1692 nodes, 787 on tree, 1e+50 best solution, best possible 4436.7757 (2922.09 seconds)
Cbc0010I After 1697 nodes, 792 on tree, 1e+50 best solution, best possible 4436.7757 (2923.66 seconds)
Cbc0010I After 1703 nodes, 796 on tree, 1e+50 best solution, best possible 4436.7757 (2924.70 seconds)
Cbc0010I After 1708 nodes, 801 on tree, 1e+50 best solution, best possible 4436.7757 (2925.68 seconds)
Cbc0010I After 1714 nodes, 805 on tree, 1e+50 best solution, best possible 4436.7757 (2926.61 seconds)
Cbc0010I After 1720 nodes, 809 on tree, 1e+50 best solution, best possible 4436.7757 (2927.55 seconds)
Cbc0010I After 1725 nodes, 814 on tree, 1e+50 best solution, best possible 4436.7757 (2928.46 seconds)
Cbc0010I After 1730 nodes, 819 on tree, 1e+50 best solution, best possible 4436.7757 (2929.44 seconds)
Cbc0010I After 1735 nodes, 822 on tree, 1e+50 best solution, best possible 4436.7757 (2930.15 seconds)
Cbc0010I After 1738 nodes, 823 on tree, 1e+50 best solution, best possible 4436.7757 (2930.97 seconds)
Cbc0010I After 1742 nodes, 826 on tree, 1e+50 best solution, best possible 4436.7757 (2931.71 seconds)
Cbc0010I After 1747 nodes, 824 on tree, 1e+50 best solution, best possible 4436.7757 (2932.46 seconds)
Cbc0010I After 1752 nodes, 823 on tree, 1e+50 best solution, best possible 4436.7757 (2933.32 seconds)
Cbc0010I After 1759 nodes, 824 on tree, 1e+50 best solution, best possible 4436.7757 (2934.35 seconds)
Cbc0010I After 1763 nodes, 823 on tree, 1e+50 best solution, best possible 4436.7757 (2935.10 seconds)
Cbc0010I After 1771 nodes, 824 on tree, 1e+50 best solution, best possible 4436.7757 (2936.08 seconds)
Cbc0010I After 1776 nodes, 829 on tree, 1e+50 best solution, best possible 4436.7757 (2937.16 seconds)
Cbc0010I After 1782 nodes, 833 on tree, 1e+50 best solution, best possible 4436.7757 (2938.04 seconds)
Cbc0010I After 1787 nodes, 838 on tree, 1e+50 best solution, best possible 4436.7757 (2938.99 seconds)
Cbc0010I After 1792 nodes, 842 on tree, 1e+50 best solution, best possible 4436.7757 (2939.75 seconds)
Cbc0010I After 1797 nodes, 842 on tree, 1e+50 best solution, best possible 4436.7757 (2940.56 seconds)
Cbc0010I After 1803 nodes, 846 on tree, 1e+50 best solution, best possible 4436.7757 (2941.47 seconds)
Cbc0010I After 1808 nodes, 851 on tree, 1e+50 best solution, best possible 4436.7757 (2942.37 seconds)
Cbc0010I After 1813 nodes, 856 on tree, 1e+50 best solution, best possible 4436.7757 (2943.60 seconds)
Cbc0010I After 1818 nodes, 861 on tree, 1e+50 best solution, best possible 4436.7757 (2944.98 seconds)
Cbc0010I After 1823 nodes, 866 on tree, 1e+50 best solution, best possible 4436.7757 (2946.19 seconds)
Cbc0010I After 1828 nodes, 871 on tree, 1e+50 best solution, best possible 4436.7757 (2947.13 seconds)
Cbc0010I After 1834 nodes, 877 on tree, 1e+50 best solution, best possible 4436.7757 (2947.92 seconds)
Cbc0010I After 1838 nodes, 881 on tree, 1e+50 best solution, best possible 4436.7757 (2948.86 seconds)
Cbc0010I After 1843 nodes, 886 on tree, 1e+50 best solution, best possible 4436.7757 (2949.83 seconds)
Cbc0010I After 1848 nodes, 891 on tree, 1e+50 best solution, best possible 4436.7757 (2950.76 seconds)
Cbc0010I After 1853 nodes, 896 on tree, 1e+50 best solution, best possible 4436.7757 (2951.74 seconds)
Cbc0010I After 1858 nodes, 901 on tree, 1e+50 best solution, best possible 4436.7757 (2952.74 seconds)
Cbc0010I After 1863 nodes, 906 on tree, 1e+50 best solution, best possible 4436.7757 (2953.79 seconds)
Cbc0010I After 1868 nodes, 911 on tree, 1e+50 best solution, best possible 4436.7757 (2954.96 seconds)
Cbc0010I After 1873 nodes, 916 on tree, 1e+50 best solution, best possible 4436.7757 (2956.06 seconds)
Cbc0010I After 1878 nodes, 921 on tree, 1e+50 best solution, best possible 4436.7757 (2957.02 seconds)
Cbc0010I After 1883 nodes, 926 on tree, 1e+50 best solution, best possible 4436.7757 (2958.14 seconds)
Cbc0010I After 1888 nodes, 931 on tree, 1e+50 best solution, best possible 4436.7757 (2958.94 seconds)
Cbc0010I After 1893 nodes, 936 on tree, 1e+50 best solution, best possible 4436.7757 (2959.70 seconds)
Cbc0010I After 1898 nodes, 941 on tree, 1e+50 best solution, best possible 4436.7757 (2960.45 seconds)
Cbc0010I After 1903 nodes, 946 on tree, 1e+50 best solution, best possible 4436.7757 (2961.28 seconds)
Cbc0010I After 1908 nodes, 951 on tree, 1e+50 best solution, best possible 4436.7757 (2961.98 seconds)
Cbc0010I After 1913 nodes, 956 on tree, 1e+50 best solution, best possible 4436.7757 (2962.97 seconds)
Cbc0010I After 1918 nodes, 961 on tree, 1e+50 best solution, best possible 4436.7757 (2963.75 seconds)
Cbc0010I After 1923 nodes, 966 on tree, 1e+50 best solution, best possible 4436.7757 (2964.62 seconds)
Cbc0010I After 1929 nodes, 972 on tree, 1e+50 best solution, best possible 4436.7757 (2965.37 seconds)
Cbc0010I After 1935 nodes, 978 on tree, 1e+50 best solution, best possible 4436.7757 (2966.15 seconds)
Cbc0010I After 1940 nodes, 983 on tree, 1e+50 best solution, best possible 4436.7757 (2966.95 seconds)
Cbc0010I After 1945 nodes, 988 on tree, 1e+50 best solution, best possible 4436.7757 (2967.72 seconds)
Cbc0010I After 1950 nodes, 993 on tree, 1e+50 best solution, best possible 4436.7757 (2968.54 seconds)
Cbc0010I After 1956 nodes, 999 on tree, 1e+50 best solution, best possible 4436.7757 (2969.30 seconds)
Cbc0010I After 1961 nodes, 1004 on tree, 1e+50 best solution, best possible 4436.7757 (2970.06 seconds)
Cbc0010I After 1967 nodes, 1010 on tree, 1e+50 best solution, best possible 4436.7757 (2970.85 seconds)
Cbc0010I After 1970 nodes, 1013 on tree, 1e+50 best solution, best possible 4436.7757 (2971.63 seconds)
Cbc0010I After 1976 nodes, 1019 on tree, 1e+50 best solution, best possible 4436.7757 (2972.38 seconds)
Cbc0010I After 1979 nodes, 1022 on tree, 1e+50 best solution, best possible 4436.7757 (2973.09 seconds)
Cbc0010I After 1985 nodes, 1028 on tree, 1e+50 best solution, best possible 4436.7757 (2973.85 seconds)
Cbc0010I After 1990 nodes, 1033 on tree, 1e+50 best solution, best possible 4436.7757 (2974.64 seconds)
Cbc0010I After 1994 nodes, 1037 on tree, 1e+50 best solution, best possible 4436.7757 (2975.42 seconds)
Cbc0010I After 1999 nodes, 1042 on tree, 1e+50 best solution, best possible 4436.7757 (2976.15 seconds)
Cbc0010I After 2003 nodes, 1046 on tree, 1e+50 best solution, best possible 4436.7757 (2977.33 seconds)
Cbc0010I After 2008 nodes, 1051 on tree, 1e+50 best solution, best possible 4436.7757 (2978.25 seconds)
Cbc0010I After 2014 nodes, 1057 on tree, 1e+50 best solution, best possible 4436.7757 (2979.01 seconds)
Cbc0010I After 2019 nodes, 1062 on tree, 1e+50 best solution, best possible 4436.7757 (2979.78 seconds)
Cbc0010I After 2025 nodes, 1068 on tree, 1e+50 best solution, best possible 4436.7757 (2980.56 seconds)
Cbc0010I After 2030 nodes, 1073 on tree, 1e+50 best solution, best possible 4436.7757 (2981.35 seconds)
Cbc0010I After 2037 nodes, 1080 on tree, 1e+50 best solution, best possible 4436.7757 (2982.06 seconds)
Cbc0010I After 2040 nodes, 1083 on tree, 1e+50 best solution, best possible 4436.7757 (2982.91 seconds)
Cbc0010I After 2044 nodes, 1087 on tree, 1e+50 best solution, best possible 4436.7757 (2983.64 seconds)
Cbc0010I After 2049 nodes, 1092 on tree, 1e+50 best solution, best possible 4436.7757 (2984.42 seconds)
Cbc0010I After 2056 nodes, 1099 on tree, 1e+50 best solution, best possible 4436.7757 (2985.13 seconds)
Cbc0010I After 2060 nodes, 1103 on tree, 1e+50 best solution, best possible 4436.7757 (2985.90 seconds)
Cbc0010I After 2063 nodes, 1106 on tree, 1e+50 best solution, best possible 4436.7757 (2986.63 seconds)
Cbc0010I After 2068 nodes, 1111 on tree, 1e+50 best solution, best possible 4436.7757 (2987.45 seconds)
Cbc0010I After 2073 nodes, 1116 on tree, 1e+50 best solution, best possible 4436.7757 (2988.32 seconds)
Cbc0010I After 2078 nodes, 1121 on tree, 1e+50 best solution, best possible 4436.7757 (2989.10 seconds)
Cbc0010I After 2083 nodes, 1126 on tree, 1e+50 best solution, best possible 4436.7757 (2989.88 seconds)
Cbc0010I After 2088 nodes, 1131 on tree, 1e+50 best solution, best possible 4436.7757 (2990.71 seconds)
Cbc0010I After 2093 nodes, 1136 on tree, 1e+50 best solution, best possible 4436.7757 (2991.47 seconds)
Cbc0010I After 2098 nodes, 1141 on tree, 1e+50 best solution, best possible 4436.7757 (2992.27 seconds)
Cbc0010I After 2103 nodes, 1146 on tree, 1e+50 best solution, best possible 4436.7757 (2993.05 seconds)
Cbc0010I After 2108 nodes, 1151 on tree, 1e+50 best solution, best possible 4436.7757 (2993.86 seconds)
Cbc0010I After 2113 nodes, 1156 on tree, 1e+50 best solution, best possible 4436.7757 (2994.71 seconds)
Cbc0010I After 2118 nodes, 1161 on tree, 1e+50 best solution, best possible 4436.7757 (2995.52 seconds)
Cbc0010I After 2123 nodes, 1166 on tree, 1e+50 best solution, best possible 4436.7757 (2996.31 seconds)
Cbc0010I After 2128 nodes, 1171 on tree, 1e+50 best solution, best possible 4436.7757 (2997.12 seconds)
Cbc0010I After 2133 nodes, 1176 on tree, 1e+50 best solution, best possible 4436.7757 (2997.96 seconds)
Cbc0010I After 2138 nodes, 1181 on tree, 1e+50 best solution, best possible 4436.7757 (2998.91 seconds)
Cbc0010I After 2143 nodes, 1186 on tree, 1e+50 best solution, best possible 4436.7757 (2999.77 seconds)
Cbc0010I After 2148 nodes, 1191 on tree, 1e+50 best solution, best possible 4436.7757 (3000.66 seconds)
Cbc0010I After 2153 nodes, 1196 on tree, 1e+50 best solution, best possible 4436.7757 (3001.67 seconds)
Cbc0010I After 2158 nodes, 1201 on tree, 1e+50 best solution, best possible 4436.7757 (3002.61 seconds)
Cbc0010I After 2163 nodes, 1206 on tree, 1e+50 best solution, best possible 4436.7757 (3003.58 seconds)
Cbc0010I After 2168 nodes, 1211 on tree, 1e+50 best solution, best possible 4436.7757 (3004.47 seconds)
Cbc0010I After 2173 nodes, 1216 on tree, 1e+50 best solution, best possible 4436.7757 (3005.40 seconds)
Cbc0010I After 2178 nodes, 1221 on tree, 1e+50 best solution, best possible 4436.7757 (3006.39 seconds)
Cbc0010I After 2183 nodes, 1226 on tree, 1e+50 best solution, best possible 4436.7757 (3007.29 seconds)
Cbc0010I After 2188 nodes, 1231 on tree, 1e+50 best solution, best possible 4436.7757 (3008.25 seconds)
Cbc0010I After 2193 nodes, 1236 on tree, 1e+50 best solution, best possible 4436.7757 (3009.11 seconds)
Cbc0010I After 2198 nodes, 1241 on tree, 1e+50 best solution, best possible 4436.7757 (3010.10 seconds)
Cbc0010I After 2203 nodes, 1246 on tree, 1e+50 best solution, best possible 4436.7757 (3011.05 seconds)
Cbc0010I After 2208 nodes, 1251 on tree, 1e+50 best solution, best possible 4436.7757 (3011.92 seconds)
Cbc0010I After 2213 nodes, 1256 on tree, 1e+50 best solution, best possible 4436.7757 (3012.75 seconds)
Cbc0010I After 2218 nodes, 1261 on tree, 1e+50 best solution, best possible 4436.7757 (3013.64 seconds)
Cbc0010I After 2225 nodes, 1268 on tree, 1e+50 best solution, best possible 4436.7757 (3014.43 seconds)
Cbc0010I After 2228 nodes, 1271 on tree, 1e+50 best solution, best possible 4436.7757 (3015.19 seconds)
Cbc0010I After 2233 nodes, 1276 on tree, 1e+50 best solution, best possible 4436.7757 (3016.06 seconds)
Cbc0010I After 2238 nodes, 1281 on tree, 1e+50 best solution, best possible 4436.7757 (3016.90 seconds)
Cbc0010I After 2243 nodes, 1286 on tree, 1e+50 best solution, best possible 4436.7757 (3017.78 seconds)
Cbc0010I After 2249 nodes, 1290 on tree, 1e+50 best solution, best possible 4436.7757 (3018.62 seconds)
Cbc0010I After 2255 nodes, 1294 on tree, 1e+50 best solution, best possible 4436.7757 (3019.60 seconds)
Cbc0010I After 2260 nodes, 1299 on tree, 1e+50 best solution, best possible 4436.7757 (3020.30 seconds)
Cbc0010I After 2265 nodes, 1304 on tree, 1e+50 best solution, best possible 4436.7757 (3021.10 seconds)
Cbc0010I After 2270 nodes, 1309 on tree, 1e+50 best solution, best possible 4436.7757 (3021.82 seconds)
