Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/methanosarcina.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/methanosarcina.txt -quit (default strategy 1)
At line 1 NAME           methanosarcina
At line 2 ROWS
At line 14608 COLUMNS
At line 65725 RHS
At line 75818 BOUNDS
At line 83749 ENDATA
Problem methanosarcina has 14604 rows, 7930 columns and 43812 elements
Coin0008I methanosarcina read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 5.93541 seconds
Cgl0004I processed model has 14604 rows, 7930 columns (7930 integer (7930 of which binary)) and 43812 elements
Coin3009W Conflict graph built in 0.007 seconds, density: 0.006%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 626 integers unsatisfied sum - 313
Cbc0038I Pass   1: (6.96 seconds) suminf.  310.50000 (621) obj. 6.5 iterations 502
Cbc0038I Pass   2: (7.04 seconds) suminf.  304.00000 (608) obj. 13 iterations 39
Cbc0038I Pass   3: (7.11 seconds) suminf.  304.00000 (608) obj. 13 iterations 10
Cbc0038I Pass   4: (7.19 seconds) suminf.  304.00000 (608) obj. 13 iterations 48
Cbc0038I Pass   5: (7.64 seconds) suminf.  304.00000 (608) obj. 13 iterations 734
Cbc0038I Pass   6: (7.88 seconds) suminf.  304.00000 (608) obj. 13 iterations 434
Cbc0038I Pass   7: (8.06 seconds) suminf.  304.00000 (608) obj. 13 iterations 350
Cbc0038I Pass   8: (8.27 seconds) suminf.  304.00000 (608) obj. 13 iterations 358
Cbc0038I Pass   9: (8.64 seconds) suminf.  304.00000 (608) obj. 13 iterations 369
Cbc0038I Pass  10: (9.02 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  11: (9.28 seconds) suminf.  304.00000 (608) obj. 13 iterations 377
Cbc0038I Pass  12: (9.62 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  13: (9.98 seconds) suminf.  304.00000 (608) obj. 13 iterations 395
Cbc0038I Pass  14: (10.34 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  15: (10.68 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  16: (11.23 seconds) suminf.  304.00000 (608) obj. 13 iterations 439
Cbc0038I Pass  17: (11.58 seconds) suminf.  304.00000 (608) obj. 13 iterations 406
Cbc0038I Pass  18: (12.20 seconds) suminf.  304.00000 (608) obj. 13 iterations 480
Cbc0038I Pass  19: (12.56 seconds) suminf.  304.00000 (608) obj. 13 iterations 387
Cbc0038I Pass  20: (12.80 seconds) suminf.  304.00000 (608) obj. 13 iterations 357
Cbc0038I Pass  21: (13.13 seconds) suminf.  304.00000 (608) obj. 13 iterations 435
Cbc0038I Pass  22: (13.50 seconds) suminf.  304.00000 (608) obj. 13 iterations 385
Cbc0038I Pass  23: (13.78 seconds) suminf.  304.00000 (608) obj. 13 iterations 379
Cbc0038I Pass  24: (14.21 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I Pass  25: (14.60 seconds) suminf.  304.00000 (608) obj. 13 iterations 409
Cbc0038I Pass  26: (14.99 seconds) suminf.  304.00000 (608) obj. 13 iterations 400
Cbc0038I Pass  27: (15.42 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  28: (15.95 seconds) suminf.  304.00000 (608) obj. 13 iterations 471
Cbc0038I Pass  29: (16.39 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  30: (16.74 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 7291 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (16.99 seconds)
Cbc0038I After 16.99 seconds - Feasibility pump exiting - took 10.35 seconds
Cbc0031I 518 added rows had average density of 11.353282
Cbc0013I At root node, 518 cuts changed objective from 0 to 205.19695 in 50 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.492 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 33027 row cuts average 45.1 elements, 0 column cuts (0 active)  in 13.082 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 3.108 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 5 row cuts average 7.6 elements, 0 column cuts (0 active)  in 63.472 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.006 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.011 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 3 row cuts average 25.7 elements, 0 column cuts (0 active)  in 3.122 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.166 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 3736 row cuts average 12.7 elements, 0 column cuts (0 active)  in 4.330 seconds - new frequency is 1
Cbc0014I Cut generator 9 (ZeroHalf) - 3774 row cuts average 12.6 elements, 0 column cuts (0 active)  in 83.940 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 205.19695 (260.99 seconds)
Cbc0010I After 55 nodes, 32 on tree, 1e+50 best solution, best possible 205.19695 (1402.53 seconds)
Cbc0010I After 56 nodes, 32 on tree, 1e+50 best solution, best possible 205.19695 (1419.74 seconds)
Cbc0010I After 57 nodes, 33 on tree, 1e+50 best solution, best possible 205.19695 (1439.73 seconds)
Cbc0010I After 58 nodes, 33 on tree, 1e+50 best solution, best possible 205.19695 (1456.21 seconds)
Cbc0010I After 59 nodes, 34 on tree, 1e+50 best solution, best possible 205.19695 (1472.05 seconds)
Cbc0010I After 60 nodes, 34 on tree, 1e+50 best solution, best possible 205.19695 (1494.31 seconds)
Cbc0010I After 61 nodes, 35 on tree, 1e+50 best solution, best possible 205.19695 (1508.93 seconds)
Cbc0010I After 62 nodes, 35 on tree, 1e+50 best solution, best possible 205.19695 (1527.46 seconds)
Cbc0010I After 63 nodes, 36 on tree, 1e+50 best solution, best possible 205.19695 (1544.51 seconds)
Cbc0010I After 64 nodes, 36 on tree, 1e+50 best solution, best possible 205.19695 (1560.03 seconds)
Cbc0010I After 65 nodes, 37 on tree, 1e+50 best solution, best possible 205.19695 (1575.89 seconds)
Cbc0010I After 66 nodes, 37 on tree, 1e+50 best solution, best possible 205.19695 (1598.35 seconds)
Cbc0010I After 67 nodes, 38 on tree, 1e+50 best solution, best possible 205.19695 (1612.57 seconds)
Cbc0010I After 68 nodes, 39 on tree, 1e+50 best solution, best possible 205.19695 (1628.06 seconds)
Cbc0010I After 69 nodes, 39 on tree, 1e+50 best solution, best possible 205.19695 (1644.22 seconds)
Cbc0010I After 70 nodes, 39 on tree, 1e+50 best solution, best possible 205.19695 (1660.57 seconds)
Cbc0010I After 71 nodes, 40 on tree, 1e+50 best solution, best possible 205.19695 (1676.74 seconds)
Cbc0010I After 72 nodes, 40 on tree, 1e+50 best solution, best possible 205.19695 (1693.97 seconds)
Cbc0010I After 73 nodes, 41 on tree, 1e+50 best solution, best possible 205.19695 (1708.95 seconds)
Cbc0010I After 74 nodes, 41 on tree, 1e+50 best solution, best possible 205.19695 (1723.75 seconds)
Cbc0010I After 75 nodes, 42 on tree, 1e+50 best solution, best possible 205.19695 (1741.28 seconds)
Cbc0010I After 76 nodes, 42 on tree, 1e+50 best solution, best possible 205.19695 (1756.29 seconds)
Cbc0010I After 77 nodes, 43 on tree, 1e+50 best solution, best possible 205.19695 (1772.97 seconds)
Cbc0010I After 78 nodes, 43 on tree, 1e+50 best solution, best possible 205.19695 (1792.93 seconds)
Cbc0010I After 79 nodes, 44 on tree, 1e+50 best solution, best possible 205.19695 (1808.99 seconds)
Cbc0010I After 80 nodes, 44 on tree, 1e+50 best solution, best possible 205.19695 (1827.49 seconds)
Cbc0010I After 81 nodes, 45 on tree, 1e+50 best solution, best possible 205.19695 (1844.22 seconds)
Cbc0010I After 82 nodes, 45 on tree, 1e+50 best solution, best possible 205.19695 (1850.64 seconds)
Cbc0010I After 83 nodes, 46 on tree, 1e+50 best solution, best possible 205.19695 (1865.36 seconds)
Cbc0010I After 84 nodes, 47 on tree, 1e+50 best solution, best possible 205.19695 (1880.84 seconds)
Cbc0010I After 85 nodes, 47 on tree, 1e+50 best solution, best possible 205.19695 (1897.27 seconds)
Cbc0010I After 86 nodes, 48 on tree, 1e+50 best solution, best possible 205.19695 (1902.76 seconds)
Cbc0010I After 87 nodes, 48 on tree, 1e+50 best solution, best possible 205.19695 (1919.34 seconds)
Cbc0010I After 88 nodes, 49 on tree, 1e+50 best solution, best possible 205.19695 (1933.77 seconds)
Cbc0010I After 89 nodes, 49 on tree, 1e+50 best solution, best possible 205.19695 (1951.64 seconds)
Cbc0010I After 90 nodes, 49 on tree, 1e+50 best solution, best possible 205.19695 (1974.82 seconds)
Cbc0010I After 91 nodes, 50 on tree, 1e+50 best solution, best possible 205.19695 (1991.50 seconds)
Cbc0010I After 92 nodes, 50 on tree, 1e+50 best solution, best possible 205.19695 (2010.64 seconds)
Cbc0010I After 93 nodes, 51 on tree, 1e+50 best solution, best possible 205.19695 (2028.37 seconds)
Cbc0010I After 94 nodes, 51 on tree, 1e+50 best solution, best possible 205.19695 (2049.37 seconds)
Cbc0010I After 95 nodes, 52 on tree, 1e+50 best solution, best possible 205.19695 (2065.00 seconds)
Cbc0010I After 96 nodes, 52 on tree, 1e+50 best solution, best possible 205.19695 (2089.41 seconds)
Cbc0010I After 97 nodes, 53 on tree, 1e+50 best solution, best possible 205.19695 (2107.16 seconds)
Cbc0010I After 98 nodes, 53 on tree, 1e+50 best solution, best possible 205.19695 (2125.26 seconds)
Cbc0010I After 99 nodes, 54 on tree, 1e+50 best solution, best possible 205.19695 (2144.63 seconds)
Cbc0010I After 100 nodes, 54 on tree, 1e+50 best solution, best possible 205.19695 (2160.23 seconds)
Cbc0010I After 101 nodes, 55 on tree, 1e+50 best solution, best possible 205.19695 (2175.17 seconds)
Cbc0010I After 102 nodes, 55 on tree, 1e+50 best solution, best possible 205.19695 (2200.71 seconds)
Cbc0010I After 103 nodes, 56 on tree, 1e+50 best solution, best possible 205.19695 (2216.70 seconds)
Cbc0010I After 104 nodes, 56 on tree, 1e+50 best solution, best possible 205.19695 (2233.12 seconds)
Cbc0010I After 105 nodes, 57 on tree, 1e+50 best solution, best possible 205.19695 (2252.75 seconds)
Cbc0010I After 106 nodes, 57 on tree, 1e+50 best solution, best possible 205.19695 (2272.85 seconds)
Cbc0010I After 107 nodes, 58 on tree, 1e+50 best solution, best possible 205.19695 (2285.03 seconds)
Cbc0010I After 108 nodes, 58 on tree, 1e+50 best solution, best possible 205.19695 (2309.91 seconds)
Cbc0010I After 109 nodes, 59 on tree, 1e+50 best solution, best possible 205.19695 (2327.27 seconds)
Cbc0010I After 110 nodes, 60 on tree, 1e+50 best solution, best possible 205.19695 (2344.34 seconds)
Cbc0010I After 111 nodes, 60 on tree, 1e+50 best solution, best possible 205.19695 (2363.92 seconds)
Cbc0010I After 112 nodes, 61 on tree, 1e+50 best solution, best possible 205.19695 (2377.68 seconds)
Cbc0010I After 113 nodes, 61 on tree, 1e+50 best solution, best possible 205.19695 (2393.36 seconds)
Cbc0010I After 114 nodes, 62 on tree, 1e+50 best solution, best possible 205.19695 (2408.81 seconds)
Cbc0010I After 115 nodes, 62 on tree, 1e+50 best solution, best possible 205.19695 (2428.03 seconds)
Cbc0010I After 116 nodes, 62 on tree, 1e+50 best solution, best possible 205.19695 (2444.59 seconds)
Cbc0010I After 117 nodes, 63 on tree, 1e+50 best solution, best possible 205.19695 (2463.26 seconds)
Cbc0010I After 118 nodes, 63 on tree, 1e+50 best solution, best possible 205.19695 (2482.41 seconds)
Cbc0010I After 119 nodes, 64 on tree, 1e+50 best solution, best possible 205.19695 (2496.30 seconds)
Cbc0010I After 120 nodes, 65 on tree, 1e+50 best solution, best possible 205.19695 (2512.43 seconds)
Cbc0010I After 121 nodes, 66 on tree, 1e+50 best solution, best possible 205.19695 (2528.43 seconds)
Cbc0010I After 122 nodes, 66 on tree, 1e+50 best solution, best possible 205.19695 (2542.88 seconds)
Cbc0010I After 123 nodes, 66 on tree, 1e+50 best solution, best possible 205.19695 (2567.01 seconds)
Cbc0010I After 124 nodes, 67 on tree, 1e+50 best solution, best possible 205.19695 (2583.13 seconds)
Cbc0010I After 125 nodes, 67 on tree, 1e+50 best solution, best possible 205.19695 (2605.43 seconds)
Cbc0010I After 126 nodes, 68 on tree, 1e+50 best solution, best possible 205.19695 (2621.18 seconds)
Cbc0010I After 127 nodes, 68 on tree, 1e+50 best solution, best possible 205.19695 (2638.13 seconds)
Cbc0010I After 128 nodes, 69 on tree, 1e+50 best solution, best possible 205.19695 (2652.84 seconds)
Cbc0010I After 129 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2669.46 seconds)
Cbc0010I After 130 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2689.34 seconds)
Cbc0010I After 131 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2705.50 seconds)
Cbc0010I After 132 nodes, 70 on tree, 1e+50 best solution, best possible 205.19695 (2724.02 seconds)
Cbc0010I After 133 nodes, 71 on tree, 1e+50 best solution, best possible 205.19695 (2737.23 seconds)
Cbc0010I After 134 nodes, 71 on tree, 1e+50 best solution, best possible 205.19695 (2759.16 seconds)
Cbc0010I After 135 nodes, 72 on tree, 1e+50 best solution, best possible 205.19695 (2775.45 seconds)
Cbc0010I After 136 nodes, 72 on tree, 1e+50 best solution, best possible 205.19695 (2791.21 seconds)
Cbc0010I After 137 nodes, 73 on tree, 1e+50 best solution, best possible 205.19695 (2802.76 seconds)
Cbc0010I After 138 nodes, 73 on tree, 1e+50 best solution, best possible 205.19695 (2818.20 seconds)
Cbc0010I After 139 nodes, 74 on tree, 1e+50 best solution, best possible 205.19695 (2833.04 seconds)
Cbc0010I After 140 nodes, 75 on tree, 1e+50 best solution, best possible 205.19695 (2848.47 seconds)
Cbc0010I After 141 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2864.55 seconds)
Cbc0010I After 142 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2881.74 seconds)
Cbc0010I After 143 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2902.26 seconds)
Cbc0010I After 144 nodes, 76 on tree, 1e+50 best solution, best possible 205.19695 (2919.41 seconds)
Cbc0010I After 145 nodes, 77 on tree, 1e+50 best solution, best possible 205.19695 (2934.33 seconds)
Cbc0010I After 146 nodes, 77 on tree, 1e+50 best solution, best possible 205.19695 (2956.43 seconds)
Cbc0010I After 147 nodes, 78 on tree, 1e+50 best solution, best possible 205.19695 (2973.20 seconds)
Cbc0010I After 148 nodes, 78 on tree, 1e+50 best solution, best possible 205.19695 (2988.54 seconds)
Cbc0010I After 149 nodes, 79 on tree, 1e+50 best solution, best possible 205.19695 (3004.68 seconds)
Cbc0010I After 150 nodes, 80 on tree, 1e+50 best solution, best possible 205.19695 (3023.53 seconds)
Cbc0010I After 151 nodes, 80 on tree, 1e+50 best solution, best possible 205.19695 (3041.51 seconds)
Cbc0010I After 152 nodes, 80 on tree, 1e+50 best solution, best possible 205.19695 (3058.41 seconds)
Cbc0010I After 153 nodes, 81 on tree, 1e+50 best solution, best possible 205.19695 (3076.43 seconds)
Cbc0010I After 154 nodes, 81 on tree, 1e+50 best solution, best possible 205.19695 (3082.66 seconds)
Cbc0010I After 155 nodes, 82 on tree, 1e+50 best solution, best possible 205.19695 (3097.12 seconds)
Cbc0010I After 156 nodes, 82 on tree, 1e+50 best solution, best possible 205.19695 (3116.56 seconds)
Cbc0010I After 157 nodes, 83 on tree, 1e+50 best solution, best possible 205.19695 (3131.74 seconds)
Cbc0010I After 158 nodes, 83 on tree, 1e+50 best solution, best possible 205.19695 (3148.63 seconds)
Cbc0010I After 159 nodes, 84 on tree, 1e+50 best solution, best possible 205.19695 (3165.40 seconds)
Cbc0010I After 160 nodes, 84 on tree, 1e+50 best solution, best possible 205.19695 (3181.46 seconds)
Cbc0010I After 161 nodes, 85 on tree, 1e+50 best solution, best possible 205.19695 (3196.02 seconds)
