SCIP version 8.0.0 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 6.0.0] [GitHash: a740f0891e]
Copyright (C) 2002-2021 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

read problem </home/danilo/cbc-test-set/neos-4647032-veleka.mps.gz> ...

original problem has 18200 variables (12600 bin, 0 int, 0 impl, 5600 cont) and 8382 constraints
solve problem ...

presolving:
   Deactivated symmetry handling methods, since SCIP was built without symmetry detector (SYM=none).
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 18200 variables (12600 bin, 0 int, 0 impl, 5600 cont) and 8382 constraints
   8382 constraints of type <linear>
Presolving Time: 0.24

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  693s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |113 |   0 | 568 | 2.658851e+04 |      --      |    Inf | unknown
  703s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |114 |   0 | 573 | 2.658851e+04 |      --      |    Inf | unknown
  713s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |115 |   0 | 578 | 2.658851e+04 |      --      |    Inf | unknown
  724s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |116 |   0 | 583 | 2.658851e+04 |      --      |    Inf | unknown
  734s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |117 |   0 | 588 | 2.658851e+04 |      --      |    Inf | unknown
  745s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |118 |   0 | 593 | 2.658851e+04 |      --      |    Inf | unknown
  756s|     1 |     0 | 15822 |     - |   742M |   0 |  18k|9782 |9782 |   0 |119 |   0 | 598 | 2.658851e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  766s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |120 |   0 | 603 | 2.658851e+04 |      --      |    Inf | unknown
  776s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |121 |   0 | 608 | 2.658851e+04 |      --      |    Inf | unknown
  787s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |122 |   0 | 613 | 2.658851e+04 |      --      |    Inf | unknown
  797s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |123 |   0 | 618 | 2.658851e+04 |      --      |    Inf | unknown
  807s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |124 |   0 | 623 | 2.658851e+04 |      --      |    Inf | unknown
  818s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |125 |   0 | 628 | 2.658851e+04 |      --      |    Inf | unknown
  828s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |126 |   0 | 633 | 2.658851e+04 |      --      |    Inf | unknown
  838s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |127 |   0 | 638 | 2.658851e+04 |      --      |    Inf | unknown
  848s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |128 |   0 | 643 | 2.658851e+04 |      --      |    Inf | unknown
  859s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |129 |   0 | 648 | 2.658851e+04 |      --      |    Inf | unknown
  869s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |130 |   0 | 653 | 2.658851e+04 |      --      |    Inf | unknown
  879s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |131 |   0 | 658 | 2.658851e+04 |      --      |    Inf | unknown
  890s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |132 |   0 | 663 | 2.658851e+04 |      --      |    Inf | unknown
  900s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |133 |   0 | 668 | 2.658851e+04 |      --      |    Inf | unknown
  910s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |134 |   0 | 673 | 2.658851e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  920s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |135 |   0 | 678 | 2.658851e+04 |      --      |    Inf | unknown
  930s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |136 |   0 | 683 | 2.658851e+04 |      --      |    Inf | unknown
  940s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |137 |   0 | 688 | 2.658851e+04 |      --      |    Inf | unknown
  950s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |138 |   0 | 693 | 2.658851e+04 |      --      |    Inf | unknown
  961s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |139 |   0 | 698 | 2.658851e+04 |      --      |    Inf | unknown
  971s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |140 |   0 | 703 | 2.658851e+04 |      --      |    Inf | unknown
  981s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |141 |   0 | 708 | 2.658851e+04 |      --      |    Inf | unknown
  992s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |142 |   0 | 713 | 2.658851e+04 |      --      |    Inf | unknown
 1002s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |143 |   0 | 718 | 2.658851e+04 |      --      |    Inf | unknown
 1012s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |144 |   0 | 723 | 2.658851e+04 |      --      |    Inf | unknown
 1022s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |145 |   0 | 728 | 2.658851e+04 |      --      |    Inf | unknown
 1032s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |146 |   0 | 733 | 2.658851e+04 |      --      |    Inf | unknown
 1043s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |147 |   0 | 738 | 2.658851e+04 |      --      |    Inf | unknown
 1053s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |148 |   0 | 743 | 2.658851e+04 |      --      |    Inf | unknown
 1063s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |149 |   0 | 748 | 2.658851e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1074s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |150 |   0 | 753 | 2.658851e+04 |      --      |    Inf | unknown
 1084s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |151 |   0 | 758 | 2.658851e+04 |      --      |    Inf | unknown
 1094s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |152 |   0 | 763 | 2.658851e+04 |      --      |    Inf | unknown
 1104s|     1 |     0 | 15822 |     - |   743M |   0 |  18k|9782 |9782 |   0 |153 |   0 | 768 | 2.658851e+04 |      --      |    Inf | unknown
