SCIP version 8.0.0 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 6.0.0] [GitHash: a740f0891e]
Copyright (C) 2002-2021 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

read problem </home/danilo/cbc-test-set/neos-932721.mps.gz> ...

Warning line 18089: row "R18087" for objective function "N" ignored
original problem has 22266 variables (21825 bin, 0 int, 0 impl, 441 cont) and 18085 constraints
solve problem ...

presolving:
   Deactivated symmetry handling methods, since SCIP was built without symmetry detector (SYM=none).
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 22266 variables (21825 bin, 0 int, 0 impl, 441 cont) and 18085 constraints
  18085 constraints of type <linear>
Presolving Time: 0.01

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  151s|     1 |     0 |170506 |     - |    95M |   0 |  22k|3862 |3883 |   0 | 13 |  65 | 168 | 2.394000e+03 |      --      |    Inf | unknown
  162s|     1 |     0 |183135 |     - |    95M |   0 |  22k|3859 |3883 |   0 | 14 |  70 | 181 | 4.376000e+03 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  170s|     1 |     0 |195712 |     - |    95M |   0 |  22k|3858 |3883 |   0 | 15 |  75 | 187 | 4.378000e+03 |      --      |    Inf | unknown
  180s|     1 |     0 |208882 |     - |    95M |   0 |  22k|3855 |3883 |   0 | 16 |  80 | 196 | 4.379500e+03 |      --      |    Inf | unknown
  191s|     1 |     0 |221817 |     - |    95M |   0 |  22k|3852 |3883 |   0 | 17 |  85 | 206 | 4.381500e+03 |      --      |    Inf | unknown
  200s|     1 |     0 |234735 |     - |    95M |   0 |  22k|3849 |3883 |   0 | 18 |  90 | 214 | 4.383000e+03 |      --      |    Inf | unknown
  210s|     1 |     0 |247830 |     - |    95M |   0 |  22k|3848 |3883 |   0 | 19 |  95 | 222 | 4.385500e+03 |      --      |    Inf | unknown
  220s|     1 |     0 |260767 |     - |    95M |   0 |  22k|3845 |3883 |   0 | 20 | 100 | 232 | 5.377500e+03 |      --      |    Inf | unknown
  231s|     1 |     0 |273497 |     - |    95M |   0 |  22k|3843 |3883 |   0 | 21 | 105 | 243 | 6.370000e+03 |      --      |    Inf | unknown
  241s|     1 |     0 |286488 |     - |    95M |   0 |  22k|3839 |3883 |   0 | 22 | 110 | 252 | 6.371500e+03 |      --      |    Inf | unknown
  252s|     1 |     0 |299298 |     - |    95M |   0 |  22k|3838 |3883 |   0 | 23 | 115 | 262 | 6.373500e+03 |      --      |    Inf | unknown
  265s|     1 |     0 |312060 |     - |    95M |   0 |  22k|3837 |3883 |   0 | 24 | 120 | 270 | 6.375500e+03 |      --      |    Inf | unknown
  281s|     1 |     0 |324910 |     - |    95M |   0 |  22k|3836 |3883 |   0 | 25 | 125 | 279 | 6.377500e+03 |      --      |    Inf | unknown
  290s|     1 |     0 |337616 |     - |    95M |   0 |  22k|3835 |3883 |   0 | 26 | 130 | 288 | 6.379000e+03 |      --      |    Inf | unknown
  299s|     1 |     0 |350351 |     - |    95M |   0 |  22k|3834 |3883 |   0 | 27 | 135 | 295 | 6.381500e+03 |      --      |    Inf | unknown
  310s|     1 |     0 |363324 |     - |    95M |   0 |  22k|3830 |3883 |   0 | 28 | 140 | 307 | 6.383500e+03 |      --      |    Inf | unknown
  322s|     1 |     0 |375825 |     - |    95M |   0 |  22k|3827 |3883 |   0 | 29 | 145 | 318 | 7.870000e+03 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  332s|     1 |     0 |388483 |     - |    95M |   0 |  22k|3826 |3883 |   0 | 30 | 150 | 326 | 8.368000e+03 |      --      |    Inf | unknown
  353s|     1 |     0 |401330 |     - |    95M |   0 |  22k|3824 |3883 |   0 | 31 | 155 | 351 | 8.369500e+03 |      --      |    Inf | unknown
  377s|     1 |     0 |414138 |     - |    95M |   0 |  22k|3822 |3883 |   0 | 32 | 160 | 369 | 8.371500e+03 |      --      |    Inf | unknown
  401s|     1 |     0 |426900 |     - |    96M |   0 |  22k|3820 |3883 |   0 | 33 | 165 | 393 | 8.373000e+03 |      --      |    Inf | unknown
  421s|     1 |     0 |439276 |     - |    96M |   0 |  22k|3818 |3883 |   0 | 34 | 170 | 412 | 8.374500e+03 |      --      |    Inf | unknown
  432s|     1 |     0 |452284 |     - |    96M |   0 |  22k|3816 |3883 |   0 | 35 | 175 | 421 | 8.376500e+03 |      --      |    Inf | unknown
  458s|     1 |     0 |464713 |     - |    96M |   0 |  22k|3814 |3883 |   0 | 36 | 180 | 441 | 8.378000e+03 |      --      |    Inf | unknown
  477s|     1 |     0 |476926 |     - |    96M |   0 |  22k|3812 |3883 |   0 | 37 | 185 | 460 | 8.380500e+03 |      --      |    Inf | unknown
  497s|     1 |     0 |489336 |     - |    96M |   0 |  22k|3810 |3883 |   0 | 38 | 190 | 480 | 8.384500e+03 |      --      |    Inf | unknown
  532s|     1 |     0 |502512 |     - |    96M |   0 |  22k|3808 |3883 |   0 | 39 | 195 | 512 | 9.869500e+03 |      --      |    Inf | unknown
  546s|     1 |     0 |515039 |     - |    96M |   0 |  22k|3806 |3883 |   0 | 40 | 200 | 523 | 1.036800e+04 |      --      |    Inf | unknown
  579s|     1 |     0 |527880 |     - |    96M |   0 |  22k|3804 |3883 |   0 | 41 | 205 | 551 | 1.036900e+04 |      --      |    Inf | unknown
  603s|     1 |     0 |540574 |     - |    96M |   0 |  22k|3802 |3883 |   0 | 42 | 210 | 574 | 1.037050e+04 |      --      |    Inf | unknown
  629s|     1 |     0 |553433 |     - |    96M |   0 |  22k|3800 |3883 |   0 | 43 | 215 | 594 | 1.037200e+04 |      --      |    Inf | unknown
  648s|     1 |     0 |566436 |     - |    96M |   0 |  22k|3798 |3883 |   0 | 44 | 220 | 612 | 1.037400e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  682s|     1 |     0 |579205 |     - |    96M |   0 |  22k|3796 |3883 |   0 | 45 | 225 | 639 | 1.037550e+04 |      --      |    Inf | unknown
  703s|     1 |     0 |592063 |     - |    96M |   0 |  22k|3794 |3883 |   0 | 46 | 230 | 659 | 1.087250e+04 |      --      |    Inf | unknown
  722s|     1 |     0 |604657 |     - |    96M |   0 |  22k|3792 |3883 |   0 | 47 | 235 | 675 | 1.236000e+04 |      --      |    Inf | unknown
  742s|     1 |     0 |617258 |     - |    96M |   0 |  22k|3790 |3883 |   0 | 48 | 240 | 695 | 1.236200e+04 |      --      |    Inf | unknown
  760s|     1 |     0 |629951 |     - |    96M |   0 |  22k|3788 |3883 |   0 | 49 | 245 | 716 | 1.236350e+04 |      --      |    Inf | unknown
  772s|     1 |     0 |642596 |     - |    96M |   0 |  22k|3786 |3883 |   0 | 50 | 250 | 728 | 1.236550e+04 |      --      |    Inf | unknown
  784s|     1 |     0 |654924 |     - |    96M |   0 |  22k|3784 |3883 |   0 | 51 | 255 | 739 | 1.236800e+04 |      --      |    Inf | unknown
  807s|     1 |     0 |667829 |     - |    96M |   0 |  22k|3781 |3883 |   0 | 52 | 260 | 756 | 1.237000e+04 |      --      |    Inf | unknown
  823s|     1 |     0 |680037 |     - |    96M |   0 |  22k|3778 |3883 |   0 | 53 | 265 | 772 | 1.237150e+04 |      --      |    Inf | unknown
  840s|     1 |     0 |693227 |     - |    96M |   0 |  22k|3775 |3883 |   0 | 54 | 270 | 797 | 1.237350e+04 |      --      |    Inf | unknown
  856s|     1 |     0 |705867 |     - |    96M |   0 |  22k|3772 |3883 |   0 | 55 | 275 | 811 | 1.237500e+04 |      --      |    Inf | unknown
  870s|     1 |     0 |718616 |     - |    96M |   0 |  22k|3770 |3883 |   0 | 56 | 280 | 828 | 1.335850e+04 |      --      |    Inf | unknown
  880s|     1 |     0 |730940 |     - |    96M |   0 |  22k|3767 |3883 |   0 | 57 | 285 | 839 | 1.434250e+04 |      --      |    Inf | unknown
  900s|     1 |     0 |743775 |     - |    96M |   0 |  22k|3765 |3883 |   0 | 58 | 290 | 863 | 1.434400e+04 |      --      |    Inf | unknown
  921s|     1 |     0 |756529 |     - |    96M |   0 |  22k|3763 |3883 |   0 | 59 | 295 | 882 | 1.434600e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  934s|     1 |     0 |769093 |     - |    96M |   0 |  22k|3761 |3883 |   0 | 60 | 300 | 896 | 1.434850e+04 |      --      |    Inf | unknown
  951s|     1 |     0 |781469 |     - |    96M |   0 |  22k|3759 |3883 |   0 | 61 | 305 | 914 | 1.435000e+04 |      --      |    Inf | unknown
  970s|     1 |     0 |793806 |     - |    96M |   0 |  22k|3757 |3883 |   0 | 62 | 310 | 939 | 1.435200e+04 |      --      |    Inf | unknown
  987s|     1 |     0 |806874 |     - |    96M |   0 |  22k|3755 |3883 |   0 | 63 | 315 | 961 | 1.435400e+04 |      --      |    Inf | unknown
 1006s|     1 |     0 |819016 |     - |    96M |   0 |  22k|3753 |3883 |   0 | 64 | 320 | 982 | 1.435550e+04 |      --      |    Inf | unknown
 1028s|     1 |     0 |831234 |     - |    96M |   0 |  22k|3751 |3883 |   0 | 65 | 325 |1008 | 1.533850e+04 |      --      |    Inf | unknown
 1041s|     1 |     0 |844016 |     - |    96M |   0 |  22k|3749 |3883 |   0 | 66 | 330 |1016 | 1.632200e+04 |      --      |    Inf | unknown
 1074s|     1 |     0 |856686 |     - |    96M |   0 |  22k|3748 |3883 |   0 | 67 | 335 |1043 | 1.632300e+04 |      --      |    Inf | unknown
 1095s|     1 |     0 |869848 |     - |    96M |   0 |  22k|3744 |3883 |   0 | 68 | 337 |1062 | 1.632450e+04 |      --      |    Inf | unknown
 1123s|     1 |     0 |882301 |     - |    96M |   0 |  22k|3743 |3883 |   0 | 69 | 342 |1084 | 1.632550e+04 |      --      |    Inf | unknown
 1143s|     1 |     0 |895070 |     - |    96M |   0 |  22k|3742 |3883 |   0 | 70 | 346 |1105 | 1.632650e+04 |      --      |    Inf | unknown
 1164s|     1 |     0 |907015 |     - |    96M |   0 |  22k|3740 |3883 |   0 | 71 | 351 |1131 | 1.632900e+04 |      --      |    Inf | unknown
 1176s|     1 |     0 |907986 |     - |    96M |   0 |  22k|3739 |3883 |   0 | 72 | 355 |1158 | 1.633050e+04 |      --      |    Inf | unknown
 1203s|     1 |     0 |920569 |     - |    96M |   0 |  22k|3737 |3883 |   0 | 73 | 360 |1182 | 1.633250e+04 |      --      |    Inf | unknown
 1227s|     1 |     0 |933132 |     - |    96M |   0 |  22k|3735 |3883 |   0 | 74 | 365 |1203 | 1.633450e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1252s|     1 |     0 |945791 |     - |    96M |   0 |  22k|3734 |3883 |   0 | 75 | 370 |1225 | 1.782150e+04 |      --      |    Inf | unknown
 1267s|     1 |     0 |958732 |     - |    96M |   0 |  22k|3732 |3883 |   0 | 76 | 375 |1238 | 1.831900e+04 |      --      |    Inf | unknown
 1282s|     1 |     0 |961189 |     - |    96M |   0 |  22k|3729 |3883 |   0 | 77 | 380 |1258 | 1.832100e+04 |      --      |    Inf | unknown
 1302s|     1 |     0 |973728 |     - |    96M |   0 |  22k|3725 |3883 |   0 | 78 | 385 |1274 | 1.832300e+04 |      --      |    Inf | unknown
 1315s|     1 |     0 |974944 |     - |    96M |   0 |  22k|3722 |3883 |   0 | 79 | 390 |1294 | 1.832500e+04 |      --      |    Inf | unknown
 1320s|     1 |     0 |975499 |     - |    97M |   0 |  22k|3719 |3883 |   0 | 80 | 393 |1304 | 1.832600e+04 |      --      |    Inf | unknown
 1326s|     1 |     0 |976000 |     - |    97M |   0 |  22k|3708 |3883 |   0 | 81 | 394 |1314 | 1.832800e+04 |      --      |    Inf | unknown
 1329s|     1 |     0 |976749 |     - |    97M |   0 |  22k|3704 |3883 |   0 | 82 | 396 |1320 | 1.832900e+04 |      --      |    Inf | unknown
 1334s|     1 |     0 |977923 |     - |    97M |   0 |  22k|3695 |3883 |   0 | 83 | 397 |1328 | 1.882100e+04 |      --      |    Inf | unknown
 1336s|     1 |     0 |977958 |     - |    97M |   0 |  22k|3689 |3883 |   0 | 84 | 399 |1335 | 2.029400e+04 |      --      |    Inf | unknown
 1347s|     1 |     0 |990544 |     - |    97M |   0 |  22k|3688 |3883 |   0 | 85 | 404 |1341 | 2.029550e+04 |      --      |    Inf | unknown
 1369s|     1 |     0 |  1003k|     - |    97M |   0 |  22k|3687 |3883 |   0 | 86 | 409 |1363 | 2.029750e+04 |      --      |    Inf | unknown
 1383s|     1 |     0 |  1016k|     - |    97M |   0 |  22k|3684 |3883 |   0 | 87 | 413 |1378 | 2.029950e+04 |      --      |    Inf | unknown
 1415s|     1 |     0 |  1029k|     - |    97M |   0 |  22k|3683 |3883 |   0 | 88 | 418 |1406 | 2.030150e+04 |      --      |    Inf | unknown
 1426s|     1 |     0 |  1030k|     - |    97M |   0 |  22k|3678 |3883 |   0 | 89 | 421 |1423 | 2.030300e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1431s|     1 |     0 |  1030k|     - |    97M |   0 |  22k|3669 |3883 |   0 | 90 | 425 |1435 | 2.030450e+04 |      --      |    Inf | unknown
 1443s|     1 |     0 |  1042k|     - |    97M |   0 |  22k|3667 |3883 |   0 | 91 | 429 |1453 | 2.030650e+04 |      --      |    Inf | unknown
 1460s|     1 |     0 |  1055k|     - |    97M |   0 |  22k|3664 |3883 |   0 | 92 | 433 |1476 | 2.030800e+04 |      --      |    Inf | unknown
 1467s|     1 |     0 |  1055k|     - |    97M |   0 |  22k|3660 |3883 |   0 | 93 | 436 |1491 | 2.030900e+04 |      --      |    Inf | unknown
 1470s|     1 |     0 |  1056k|     - |    97M |   0 |  22k|3652 |3883 |   0 | 94 | 438 |1499 | 2.031050e+04 |      --      |    Inf | unknown
 1473s|     1 |     0 |  1056k|     - |    97M |   0 |  22k|3644 |3883 |   0 | 95 | 440 |1507 | 2.129250e+04 |      --      |    Inf | unknown
 1475s|     1 |     0 |  1056k|     - |    97M |   0 |  22k|3641 |3883 |   0 | 96 | 442 |1511 | 2.227550e+04 |      --      |    Inf | unknown
 1494s|     1 |     0 |  1069k|     - |    97M |   0 |  22k|3639 |3883 |   0 | 97 | 446 |1527 | 2.227700e+04 |      --      |    Inf | unknown
 1515s|     1 |     0 |  1081k|     - |    97M |   0 |  22k|3637 |3883 |   0 | 98 | 451 |1554 | 2.227800e+04 |      --      |    Inf | unknown
 1528s|     1 |     0 |  1093k|     - |    97M |   0 |  22k|3636 |3883 |   0 | 99 | 455 |1572 | 2.228000e+04 |      --      |    Inf | unknown
 1546s|     1 |     0 |  1106k|     - |    97M |   0 |  22k|3634 |3883 |   0 |100 | 460 |1596 | 2.228100e+04 |      --      |    Inf | unknown
 1565s|     1 |     0 |  1118k|     - |    97M |   0 |  22k|3631 |3883 |   0 |101 | 464 |1622 | 2.228200e+04 |      --      |    Inf | unknown
 1583s|     1 |     0 |  1131k|     - |    97M |   0 |  22k|3628 |3883 |   0 |102 | 469 |1647 | 2.228400e+04 |      --      |    Inf | unknown
 1601s|     1 |     0 |  1143k|     - |    97M |   0 |  22k|3625 |3883 |   0 |103 | 474 |1665 | 2.228550e+04 |      --      |    Inf | unknown
 1631s|     1 |     0 |  1155k|     - |    97M |   0 |  22k|3623 |3883 |   0 |104 | 479 |1701 | 2.228650e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1645s|     1 |     0 |  1168k|     - |    97M |   0 |  22k|3621 |3883 |   0 |105 | 484 |1717 | 2.228800e+04 |      --      |    Inf | unknown
 1664s|     1 |     0 |  1180k|     - |    97M |   0 |  22k|3618 |3883 |   0 |106 | 489 |1745 | 2.229100e+04 |      --      |    Inf | unknown
 1675s|     1 |     0 |  1193k|     - |    97M |   0 |  22k|3609 |3883 |   0 |107 | 490 |1759 | 2.328200e+04 |      --      |    Inf | unknown
 1681s|     1 |     0 |  1193k|     - |    97M |   0 |  22k|3603 |3883 |   0 |108 | 491 |1768 | 2.427200e+04 |      --      |    Inf | unknown
 1689s|     1 |     0 |  1206k|     - |    97M |   0 |  22k|3601 |3883 |   0 |109 | 496 |1777 | 2.427200e+04 |      --      |    Inf | unknown
 1701s|     1 |     0 |  1218k|     - |    97M |   0 |  22k|3599 |3883 |   0 |110 | 501 |1791 | 2.427400e+04 |      --      |    Inf | unknown
 1716s|     1 |     0 |  1231k|     - |    97M |   0 |  22k|3595 |3883 |   0 |111 | 506 |1813 | 2.427550e+04 |      --      |    Inf | unknown
 1729s|     1 |     0 |  1243k|     - |    97M |   0 |  22k|3592 |3883 |   0 |112 | 511 |1830 | 2.427750e+04 |      --      |    Inf | unknown
 1742s|     1 |     0 |  1256k|     - |    97M |   0 |  22k|3590 |3883 |   0 |113 | 516 |1844 | 2.427900e+04 |      --      |    Inf | unknown
 1763s|     1 |     0 |  1268k|     - |    97M |   0 |  22k|3588 |3883 |   0 |114 | 521 |1866 | 2.428050e+04 |      --      |    Inf | unknown
 1773s|     1 |     0 |  1280k|     - |    97M |   0 |  22k|3584 |3883 |   0 |115 | 526 |1880 | 2.428300e+04 |      --      |    Inf | unknown
 1787s|     1 |     0 |  1292k|     - |    97M |   0 |  22k|3582 |3883 |   0 |116 | 531 |1894 | 2.428750e+04 |      --      |    Inf | unknown
 1798s|     1 |     2 |  1292k|     - |    97M |   0 |  22k|3582 |3883 |   0 |117 | 531 |1927 | 2.428750e+04 |      --      |    Inf | unknown

SCIP Status        : solving was interrupted [node limit reached]
Solving Time (sec) : 1797.71
Solving Nodes      : 1
Primal Bound       : +1.00000000000000e+20 (0 solutions)
Dual Bound         : +2.42875000000000e+04
Gap                : infinite
primal solution:
no solution available
Statistics:
SCIP Status        : solving was interrupted [node limit reached]
Total Time         :    1797.87
  solving          :    1797.71
  presolving       :       0.01 (included in solving)
  reading          :       0.16
  copying          :       0.00 (0 times copied the problem)
Original Problem   :
  Problem name     : neos-932721
  Variables        : 22266 (21825 binary, 0 integer, 0 implicit integer, 441 continuous)
  Constraints      : 18085 initial, 18085 maximal
  Objective        : minimize, 20286 non-zeros (abs.min = 1, abs.max = 1000)
Presolved Problem  :
  Problem name     : t_neos-932721
  Variables        : 22266 (21825 binary, 0 integer, 0 implicit integer, 441 continuous)
  Constraints      : 18085 initial, 18085 maximal
  Objective        : minimize, 20286 non-zeros (abs.min = 1, abs.max = 1000)
  Nonzeros         : 107908 constraint, 0 clique table
Presolvers         :   ExecTime  SetupTime  Calls  FixedVars   AggrVars   ChgTypes  ChgBounds   AddHoles    DelCons    AddCons   ChgSides   ChgCoefs
  boundshift       :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  convertinttobin  :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  domcol           :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  dualagg          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  dualcomp         :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  dualinfer        :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  dualsparsify     :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  gateextraction   :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  implics          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  inttobinary      :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  qpkktref         :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  redvub           :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  sparsify         :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  stuffing         :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  trivial          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  tworowbnd        :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  dualfix          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  genvbounds       :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  probing          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  pseudoobj        :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  symmetry         :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  vbounds          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  linear           :       0.00       0.03      0          0          0          0          0          0          0          0          0          0
  benders          :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  components       :       0.00       0.00      0          0          0          0          0          0          0          0          0          0
  root node        :          -          -      -      14454          -          -      14756          -          -          -          -          -
Constraints        :     Number  MaxNumber  #Separate #Propagate    #EnfoLP    #EnfoRelax  #EnfoPS    #Check   #ResProp    Cutoffs    DomReds       Cuts    Applied      Conss   Children
  benderslp        :          0          0          0          0        117          0          0          1          0          0          0          0          0          0          0
  integral         :          0          0          0          0        117          0          0          1          0          0         19          0          0          0          2
  linear           :      18085      18085        117       5472          0          0          0          0       1079        531          4          0          0          0          0
  benders          :          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
  countsols        :          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
  components       :          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
Constraint Timings :  TotalTime  SetupTime   Separate  Propagate     EnfoLP     EnfoPS     EnfoRelax   Check    ResProp    SB-Prop
  benderslp        :       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
  integral         :    1751.35       0.00       0.00       0.00    1751.35       0.00       0.00       0.00       0.00       0.00
  linear           :      31.12       0.03      17.68       3.68       0.00       0.00       0.00       0.00       0.00       9.73
  benders          :       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
  countsols        :       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
  components       :       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
Propagators        : #Propagate   #ResProp    Cutoffs    DomReds
  dualfix          :        214          0          0      14202
  genvbounds       :          0          0          0          0
  nlobbt           :          0          0          0          0
  obbt             :          0          0          0          0
  probing          :          0          0          0          0
  pseudoobj        :          0          0          0          0
  redcost          :          0          0          0          0
  rootredcost      :          0          0          0          0
  symmetry         :          0          0          0          0
  vbounds          :          0          0          0          0
Propagator Timings :  TotalTime  SetupTime   Presolve  Propagate    ResProp    SB-Prop
  dualfix          :       0.25       0.00       0.00       0.25       0.00       0.00
  genvbounds       :       0.00       0.00       0.00       0.00       0.00       0.00
  nlobbt           :       0.00       0.00       0.00       0.00       0.00       0.00
  obbt             :       0.00       0.00       0.00       0.00       0.00       0.00
  probing          :       0.00       0.00       0.00       0.00       0.00       0.00
  pseudoobj        :       0.11       0.00       0.00       0.11       0.00       0.00
  redcost          :       0.00       0.00       0.00       0.00       0.00       0.00
  rootredcost      :       0.00       0.00       0.00       0.00       0.00       0.00
  symmetry         :       0.00       0.00       0.00       0.00       0.00       0.00
  vbounds          :       0.01       0.00       0.00       0.01       0.00       0.01
Conflict Analysis  :       Time      Calls    Success    DomReds  Conflicts   Literals    Reconvs ReconvLits   Dualrays   Nonzeros   LP Iters   (pool size: [--,--])
  propagation      :       0.00        531        531          -        531        1.0          0        0.0          -          -          -
  infeasible LP    :       0.00          0          0          -          0        0.0          0        0.0          0        0.0          0
  bound exceed. LP :       0.00          0          0          -          0        0.0          0        0.0          0        0.0          0
  strong branching :       0.00          0          0          -          0        0.0          0        0.0          -          -          0
  pseudo solution  :       0.00          0          0          -          0        0.0          0        0.0          -          -          -
  applied globally :       0.00          -          -          0        531        1.0          -          -          0          -          -
  applied locally  :          -          -          -          0          0        0.0          -          -          0          -          -
Separators         :   ExecTime  SetupTime      Calls    Cutoffs    DomReds       Cuts    Applied      Conss
