SCIP version 8.0.0 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 6.0.0] [GitHash: a740f0891e]
Copyright (C) 2002-2021 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

read problem </home/danilo/cbc-test-set/neos-931538.mps.gz> ...

Warning line 5968: row "R5966" for objective function "N" ignored
original problem has 7920 variables (7920 bin, 0 int, 0 impl, 0 cont) and 5964 constraints
solve problem ...

presolving:
   Deactivated symmetry handling methods, since SCIP was built without symmetry detector (SYM=none).
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 7920 variables (7920 bin, 0 int, 0 impl, 0 cont) and 5964 constraints
   5964 constraints of type <linear>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.01

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 10.0s|     1 |     0 | 13267 |     - |    48M |   0 |7920 |6084 |6048 |  60 | 19 |  68 | 110 | 9.850000e+02 |      --      |    Inf | unknown
 10.1s|     1 |     0 | 13348 |     - |    48M |   0 |7920 |6083 |6049 |  60 | 19 |  72 | 116 | 9.850000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 10.3s|     1 |     0 | 13360 |     - |    48M |   0 |7920 |6083 |6050 |  61 | 20 |  72 | 116 | 9.850000e+02 |      --      |    Inf | unknown
 10.4s|     1 |     0 | 13433 |     - |    48M |   0 |7920 |6082 |6051 |  61 | 20 |  76 | 121 | 9.850000e+02 |      --      |    Inf | unknown
 10.6s|     1 |     0 | 13443 |     - |    48M |   0 |7920 |6082 |6052 |  62 | 21 |  76 | 121 | 9.850000e+02 |      --      |    Inf | unknown
 10.6s|     1 |     0 | 13505 |     - |    49M |   0 |7920 |6082 |6052 |  62 | 21 |  81 | 126 | 9.850000e+02 |      --      |    Inf | unknown
 10.8s|     1 |     0 | 13511 |     - |    49M |   0 |7920 |6082 |6053 |  63 | 22 |  81 | 126 | 9.850000e+02 |      --      |    Inf | unknown
 10.9s|     1 |     0 | 13594 |     - |    49M |   0 |7920 |6077 |6054 |  63 | 22 |  86 | 131 | 9.850000e+02 |      --      |    Inf | unknown
 11.1s|     1 |     0 | 13605 |     - |    49M |   0 |7920 |6077 |6057 |  66 | 23 |  86 | 131 | 9.850000e+02 |      --      |    Inf | unknown
 11.2s|     1 |     0 | 13709 |     - |    49M |   0 |7920 |6076 |6058 |  66 | 23 |  90 | 137 | 9.850000e+02 |      --      |    Inf | unknown
 11.4s|     1 |     0 | 13718 |     - |    49M |   0 |7920 |6076 |6039 |  69 | 24 |  90 | 137 | 9.850000e+02 |      --      |    Inf | unknown
 11.6s|     1 |     0 | 13836 |     - |    49M |   0 |7920 |6075 |6040 |  69 | 24 |  94 | 144 | 9.850000e+02 |      --      |    Inf | unknown
 11.8s|     1 |     0 | 13854 |     - |    49M |   0 |7920 |6075 |6045 |  74 | 25 |  94 | 144 | 9.850000e+02 |      --      |    Inf | unknown
 12.0s|     1 |     0 | 13916 |     - |    49M |   0 |7920 |6075 |6045 |  74 | 25 |  99 | 151 | 9.850000e+02 |      --      |    Inf | unknown
 12.2s|     1 |     0 | 13917 |     - |    49M |   0 |7920 |6075 |6046 |  75 | 26 |  99 | 151 | 9.850000e+02 |      --      |    Inf | unknown
 12.2s|     1 |     0 | 13982 |     - |    49M |   0 |7920 |6072 |6053 |  75 | 26 | 104 | 156 | 9.850000e+02 |      --      |    Inf | unknown
 12.4s|     1 |     0 | 13987 |     - |    49M |   0 |7920 |6072 |6055 |  77 | 27 | 104 | 156 | 9.850000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 12.5s|     1 |     0 | 14073 |     - |    49M |   0 |7920 |6072 |6055 |  77 | 27 | 109 | 162 | 9.850000e+02 |      --      |    Inf | unknown
 12.7s|     1 |     0 | 14098 |     - |    49M |   0 |7920 |6072 |6058 |  80 | 28 | 109 | 162 | 9.850000e+02 |      --      |    Inf | unknown
 12.8s|     1 |     0 | 14212 |     - |    49M |   0 |7920 |6070 |6060 |  80 | 28 | 113 | 168 | 9.850000e+02 |      --      |    Inf | unknown
 13.1s|     1 |     0 | 14234 |     - |    49M |   0 |7920 |6070 |6060 |  84 | 29 | 113 | 168 | 9.850000e+02 |      --      |    Inf | unknown
 13.2s|     1 |     0 | 14347 |     - |    49M |   0 |7920 |6069 |6061 |  84 | 29 | 117 | 174 | 9.850000e+02 |      --      |    Inf | unknown
 13.4s|     1 |     0 | 14364 |     - |    49M |   0 |7920 |6069 |6065 |  88 | 30 | 117 | 174 | 9.850000e+02 |      --      |    Inf | unknown
 13.5s|     1 |     0 | 14475 |     - |    49M |   0 |7920 |6068 |6066 |  88 | 30 | 121 | 179 | 9.850000e+02 |      --      |    Inf | unknown
 13.7s|     1 |     0 | 14486 |     - |    49M |   0 |7920 |6068 |6064 |  89 | 31 | 121 | 179 | 9.850000e+02 |      --      |    Inf | unknown
 13.8s|     1 |     0 | 14612 |     - |    49M |   0 |7920 |6068 |6064 |  89 | 31 | 126 | 184 | 9.850000e+02 |      --      |    Inf | unknown
 14.0s|     1 |     0 | 14634 |     - |    49M |   0 |7920 |6068 |6068 |  93 | 32 | 126 | 184 | 9.850000e+02 |      --      |    Inf | unknown
 14.1s|     1 |     0 | 14750 |     - |    49M |   0 |7920 |6059 |6069 |  93 | 32 | 131 | 189 | 9.850000e+02 |      --      |    Inf | unknown
 14.3s|     1 |     0 | 14758 |     - |    49M |   0 |7920 |6059 |6071 |  95 | 33 | 131 | 189 | 9.850000e+02 |      --      |    Inf | unknown
 14.4s|     1 |     0 | 14844 |     - |    49M |   0 |7920 |6059 |6071 |  95 | 33 | 136 | 194 | 9.850000e+02 |      --      |    Inf | unknown
 14.6s|     1 |     0 | 14860 |     - |    49M |   0 |7920 |6059 |6066 |  97 | 34 | 136 | 194 | 9.850000e+02 |      --      |    Inf | unknown
 14.6s|     1 |     0 | 14956 |     - |    49M |   0 |7920 |6054 |6067 |  97 | 34 | 141 | 199 | 9.850000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 14.8s|     1 |     0 | 14960 |     - |    49M |   0 |7920 |6054 |6068 |  98 | 35 | 141 | 199 | 9.850000e+02 |      --      |    Inf | unknown
 15.0s|     1 |     0 | 15114 |     - |    49M |   0 |7920 |6052 |6070 |  98 | 35 | 144 | 205 | 9.850000e+02 |      --      |    Inf | unknown
 15.2s|     1 |     0 | 15122 |     - |    49M |   0 |7920 |6052 |6072 | 100 | 36 | 144 | 205 | 9.850000e+02 |      --      |    Inf | unknown
 15.3s|     1 |     0 | 15218 |     - |    49M |   0 |7920 |6052 |6072 | 100 | 36 | 149 | 211 | 9.850000e+02 |      --      |    Inf | unknown
 15.7s|     1 |     0 | 15338 |     - |    49M |   0 |7920 |6049 |6073 | 100 | 37 | 154 | 218 | 9.850000e+02 |      --      |    Inf | unknown
 15.9s|     1 |     0 | 15352 |     - |    49M |   0 |7920 |6049 |6076 | 103 | 38 | 154 | 218 | 9.850000e+02 |      --      |    Inf | unknown
 16.4s|     1 |     0 | 15568 |     - |    49M |   0 |7920 |6049 |6076 | 103 | 38 | 159 | 227 | 9.850000e+02 |      --      |    Inf | unknown
 16.6s|     1 |     0 | 15582 |     - |    49M |   0 |7920 |6049 |6079 | 106 | 39 | 159 | 227 | 9.850000e+02 |      --      |    Inf | unknown
 16.7s|     1 |     0 | 15655 |     - |    49M |   0 |7920 |6041 |6085 | 106 | 39 | 164 | 232 | 9.850000e+02 |      --      |    Inf | unknown
 16.9s|     1 |     0 | 15665 |     - |    49M |   0 |7920 |6041 |6082 | 107 | 40 | 164 | 232 | 9.850000e+02 |      --      |    Inf | unknown
 17.0s|     1 |     0 | 15726 |     - |    49M |   0 |7920 |6041 |6082 | 107 | 40 | 169 | 238 | 9.850000e+02 |      --      |    Inf | unknown
 17.3s|     1 |     0 | 15822 |     - |    50M |   0 |7920 |6046 |6089 | 107 | 41 | 174 | 243 | 9.850000e+02 |      --      |    Inf | unknown
 17.5s|     1 |     0 | 15831 |     - |    50M |   0 |7920 |6046 |6090 | 108 | 42 | 174 | 243 | 9.850000e+02 |      --      |    Inf | unknown
 17.6s|     1 |     0 | 15894 |     - |    51M |   0 |7920 |6046 |6090 | 108 | 42 | 179 | 249 | 9.850000e+02 |      --      |    Inf | unknown
 17.8s|     1 |     0 | 15898 |     - |    51M |   0 |7920 |6046 |6092 | 110 | 43 | 179 | 249 | 9.850000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 17.8s|     1 |     0 | 15980 |     - |    51M |   0 |7920 |6047 |6095 | 110 | 43 | 184 | 254 | 9.850000e+02 |      --      |    Inf | unknown
 18.2s|     1 |     0 | 16156 |     - |    51M |   0 |7920 |6047 |6095 | 110 | 44 | 189 | 260 | 9.850000e+02 |      --      |    Inf | unknown
 18.4s|     1 |     0 | 16184 |     - |    51M |   0 |7920 |6047 |6099 | 114 | 45 | 189 | 260 | 9.850000e+02 |      --      |    Inf | unknown
 18.5s|     1 |     0 | 16297 |     - |    51M |   0 |7920 |6037 |6101 | 114 | 45 | 193 | 265 | 9.850000e+02 |      --      |    Inf | unknown
 18.7s|     1 |     0 | 16303 |     - |    51M |   0 |7920 |6037 |6104 | 117 | 46 | 193 | 265 | 9.850000e+02 |      --      |    Inf | unknown
 18.9s|     1 |     0 | 16388 |     - |    51M |   0 |7920 |6036 |6105 | 117 | 46 | 197 | 272 | 9.850000e+02 |      --      |    Inf | unknown
 19.1s|     1 |     0 | 16402 |     - |    51M |   0 |7920 |6036 |6106 | 118 | 47 | 197 | 272 | 9.850000e+02 |      --      |    Inf | unknown
 19.2s|     1 |     0 | 16472 |     - |    51M |   0 |7920 |6036 |6106 | 118 | 47 | 202 | 278 | 9.850000e+02 |      --      |    Inf | unknown
 19.5s|     1 |     0 | 16612 |     - |    51M |   0 |7920 |6046 |6120 | 118 | 48 | 205 | 283 | 9.850000e+02 |      --      |    Inf | unknown
 19.7s|     1 |     0 | 16625 |     - |    51M |   0 |7920 |6046 |6118 | 121 | 49 | 205 | 283 | 9.850000e+02 |      --      |    Inf | unknown
 19.8s|     1 |     0 | 16733 |     - |    51M |   0 |7920 |6046 |6118 | 121 | 49 | 210 | 288 | 9.850000e+02 |      --      |    Inf | unknown
 20.0s|     1 |     0 | 16749 |     - |    51M |   0 |7920 |6046 |6121 | 124 | 50 | 210 | 288 | 9.850000e+02 |      --      |    Inf | unknown
 20.2s|     1 |     0 | 16834 |     - |    51M |   0 |7920 |6052 |6129 | 124 | 50 | 214 | 295 | 9.850000e+02 |      --      |    Inf | unknown
 20.4s|     1 |     0 | 16839 |     - |    51M |   0 |7920 |6052 |6130 | 125 | 51 | 214 | 295 | 9.850000e+02 |      --      |    Inf | unknown
 20.4s|     1 |     0 | 16889 |     - |    51M |   0 |7920 |6052 |6130 | 125 | 51 | 219 | 300 | 9.850000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 20.7s|     1 |     0 | 16936 |     - |    51M |   0 |7920 |6065 |6145 | 125 | 52 | 223 | 306 | 9.850000e+02 |      --      |    Inf | unknown
 21.0s|     1 |     0 | 17009 |     - |    51M |   0 |7920 |6064 |6146 | 125 | 53 | 227 | 312 | 9.850000e+02 |      --      |    Inf | unknown
 21.2s|     1 |     0 | 17011 |     - |    51M |   0 |7920 |6064 |6148 | 127 | 54 | 227 | 312 | 9.850000e+02 |      --      |    Inf | unknown
 21.3s|     1 |     0 | 17113 |     - |    51M |   0 |7920 |6063 |6149 | 127 | 54 | 231 | 317 | 9.850000e+02 |      --      |    Inf | unknown
 21.5s|     1 |     0 | 17121 |     - |    51M |   0 |7920 |6063 |6151 | 129 | 55 | 231 | 317 | 9.850000e+02 |      --      |    Inf | unknown
 21.6s|     1 |     0 | 17281 |     - |    51M |   0 |7920 |6062 |6152 | 129 | 55 | 235 | 322 | 9.870000e+02 |      --      |    Inf | unknown
 21.8s|     1 |     0 | 17295 |     - |    51M |   0 |7920 |6062 |6154 | 131 | 56 | 235 | 322 | 9.870000e+02 |      --      |    Inf | unknown
 21.9s|     1 |     0 | 17391 |     - |    51M |   0 |7920 |6061 |6155 | 131 | 56 | 239 | 327 | 9.870000e+02 |      --      |    Inf | unknown
 22.1s|     1 |     0 | 17493 |     - |    51M |   0 |7920 |6060 |6156 | 131 | 57 | 243 | 332 | 9.870000e+02 |      --      |    Inf | unknown
 22.4s|     1 |     0 | 17637 |     - |    51M |   0 |7920 |6058 |6158 | 131 | 58 | 246 | 337 | 9.890000e+02 |      --      |    Inf | unknown
 22.7s|     1 |     0 | 17662 |     - |    51M |   0 |7920 |6058 |6111 | 140 | 59 | 246 | 337 | 9.890000e+02 |      --      |    Inf | unknown
 22.8s|     1 |     0 | 17725 |     - |    51M |   0 |7920 |6058 |6111 | 140 | 59 | 251 | 343 | 9.890000e+02 |      --      |    Inf | unknown
 23.0s|     1 |     0 | 17731 |     - |    51M |   0 |7920 |6058 |6114 | 143 | 60 | 251 | 343 | 9.890000e+02 |      --      |    Inf | unknown
 23.1s|     1 |     0 | 17815 |     - |    51M |   0 |7920 |6041 |6115 | 143 | 60 | 256 | 349 | 9.890000e+02 |      --      |    Inf | unknown
 23.3s|     1 |     0 | 17816 |     - |    51M |   0 |7920 |6041 |6116 | 144 | 61 | 256 | 349 | 9.890000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 23.5s|     1 |     0 | 17904 |     - |    51M |   0 |7920 |6041 |6116 | 144 | 61 | 261 | 356 | 9.890000e+02 |      --      |    Inf | unknown
 23.8s|     1 |     0 | 18004 |     - |    51M |   0 |7920 |6036 |6117 | 144 | 62 | 266 | 362 | 9.930000e+02 |      --      |    Inf | unknown
 24.0s|     1 |     0 | 18009 |     - |    51M |   0 |7920 |6036 |6119 | 146 | 63 | 266 | 362 | 9.930000e+02 |      --      |    Inf | unknown
 24.1s|     1 |     0 | 18211 |     - |    51M |   0 |7920 |6034 |6121 | 146 | 63 | 269 | 367 | 9.930000e+02 |      --      |    Inf | unknown
 24.4s|     1 |     0 | 18252 |     - |    51M |   0 |7920 |6034 |6127 | 152 | 64 | 269 | 367 | 9.930000e+02 |      --      |    Inf | unknown
 24.4s|     1 |     0 | 18311 |     - |    51M |   0 |7920 |6034 |6127 | 152 | 64 | 274 | 372 | 9.930000e+02 |      --      |    Inf | unknown
 24.6s|     1 |     0 | 18320 |     - |    51M |   0 |7920 |6034 |6127 | 155 | 65 | 274 | 372 | 9.930000e+02 |      --      |    Inf | unknown
 24.7s|     1 |     0 | 18371 |     - |    51M |   0 |7920 |6011 |6128 | 155 | 65 | 279 | 377 | 9.930000e+02 |      --      |    Inf | unknown
 24.9s|     1 |     0 | 18428 |     - |    51M |   0 |7920 |6011 |6128 | 155 | 66 | 284 | 382 | 9.930000e+02 |      --      |    Inf | unknown
 25.2s|     1 |     0 | 18641 |     - |    51M |   0 |7920 |6006 |6129 | 155 | 67 | 289 | 387 | 9.930000e+02 |      --      |    Inf | unknown
 25.5s|     1 |     0 | 18750 |     - |    52M |   0 |7920 |6006 |6129 | 155 | 68 | 294 | 392 | 9.930000e+02 |      --      |    Inf | unknown
 25.7s|     1 |     0 | 18760 |     - |    52M |   0 |7920 |6006 |6130 | 156 | 69 | 294 | 392 | 9.930000e+02 |      --      |    Inf | unknown
 25.8s|     1 |     0 | 18871 |     - |    52M |   0 |7920 |6004 |6132 | 156 | 69 | 298 | 397 | 9.930000e+02 |      --      |    Inf | unknown
 26.0s|     1 |     0 | 18875 |     - |    52M |   0 |7920 |6004 |6133 | 157 | 70 | 298 | 397 | 9.930000e+02 |      --      |    Inf | unknown
 29.6s|     1 |     0 | 18931 |     - |    52M |   0 |7920 |6004 |6133 | 157 | 70 | 302 | 437 | 9.930000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 29.8s|     1 |     0 | 18943 |     - |    52M |   0 |7920 |6004 |6135 | 159 | 71 | 302 | 437 | 9.930000e+02 |      --      |    Inf | unknown
 34.8s|     1 |     0 | 19318 |     - |    52M |   0 |7920 |5981 |6136 | 159 | 71 | 307 | 462 | 9.930000e+02 |      --      |    Inf | unknown
 35.0s|     1 |     0 | 19344 |     - |    52M |   0 |7920 |5981 |6139 | 166 | 72 | 307 | 462 | 9.930000e+02 |      --      |    Inf | unknown
 35.1s|     1 |     0 | 19493 |     - |    52M |   0 |7920 |5980 |6140 | 166 | 72 | 311 | 467 | 9.930000e+02 |      --      |    Inf | unknown
 35.4s|     1 |     0 | 19507 |     - |    52M |   0 |7920 |5980 |6144 | 170 | 73 | 311 | 467 | 9.930000e+02 |      --      |    Inf | unknown
 35.4s|     1 |     0 | 19598 |     - |    52M |   0 |7920 |5980 |6144 | 170 | 73 | 316 | 472 | 9.930000e+02 |      --      |    Inf | unknown
 35.7s|     1 |     0 | 19784 |     - |    52M |   0 |7920 |5978 |6150 | 170 | 74 | 321 | 477 | 9.930000e+02 |      --      |    Inf | unknown
 35.9s|     1 |     0 | 19803 |     - |    53M |   0 |7920 |5978 |6149 | 173 | 75 | 321 | 477 | 9.930000e+02 |      --      |    Inf | unknown
 36.2s|     1 |     0 | 19906 |     - |    53M |   0 |7920 |5978 |6149 | 173 | 75 | 326 | 483 | 9.930000e+02 |      --      |    Inf | unknown
 36.4s|     1 |     0 | 20005 |     - |    53M |   0 |7920 |5989 |6162 | 173 | 76 | 330 | 488 | 9.930000e+02 |      --      |    Inf | unknown
 36.6s|     1 |     0 | 20011 |     - |    53M |   0 |7920 |5989 |6163 | 174 | 77 | 330 | 488 | 9.930000e+02 |      --      |    Inf | unknown
 36.7s|     1 |     0 | 20099 |     - |    53M |   0 |7920 |5989 |6163 | 174 | 77 | 335 | 493 | 9.950000e+02 |      --      |    Inf | unknown
 36.9s|     1 |     0 | 20114 |     - |    53M |   0 |7920 |5989 |6162 | 175 | 78 | 335 | 493 | 9.950000e+02 |      --      |    Inf | unknown
 37.2s|     1 |     0 | 20321 |     - |    53M |   0 |7920 |5980 |6163 | 175 | 78 | 340 | 500 | 9.950000e+02 |      --      |    Inf | unknown
 37.4s|     1 |     0 | 20328 |     - |    53M |   0 |7920 |5980 |6166 | 178 | 79 | 340 | 500 | 9.950000e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 37.6s|     1 |     0 | 20688 |     - |    53M |   0 |7920 |5980 |6166 | 178 | 79 | 345 | 505 | 9.950000e+02 |      --      |    Inf | unknown
 37.9s|     1 |     0 | 20725 |     - |    53M |   0 |7920 |5980 |6171 | 183 | 80 | 345 | 505 | 9.950000e+02 |      --      |    Inf | unknown
 38.0s|     1 |     0 | 20817 |     - |    53M |   0 |7920 |5965 |6171 | 183 | 80 | 349 | 511 | 9.950000e+02 |      --      |    Inf | unknown
 38.2s|     1 |     0 | 20822 |     - |    53M |   0 |7920 |5965 |6174 | 186 | 81 | 349 | 511 | 9.950000e+02 |      --      |    Inf | unknown
 38.4s|     1 |     0 | 21062 |     - |    53M |   0 |7920 |5965 |6174 | 186 | 81 | 354 | 516 | 9.950000e+02 |      --      |    Inf | unknown
 38.6s|     1 |     0 | 21086 |     - |    53M |   0 |7920 |5965 |6177 | 189 | 82 | 354 | 516 | 9.950000e+02 |      --      |    Inf | unknown
 38.8s|     1 |     0 | 21153 |     - |    53M |   0 |7920 |5954 |6178 | 189 | 82 | 359 | 523 | 9.950000e+02 |      --      |    Inf | unknown
 39.1s|     1 |     0 | 21255 |     - |    53M |   0 |7920 |5954 |6178 | 189 | 83 | 364 | 529 | 9.990000e+02 |      --      |    Inf | unknown
 39.3s|     1 |     0 | 21280 |     - |    53M |   0 |7920 |5954 |6179 | 192 | 84 | 364 | 529 | 9.990000e+02 |      --      |    Inf | unknown
 39.6s|     1 |     0 | 21361 |     - |    53M |   0 |7920 |5949 |6180 | 192 | 84 | 369 | 536 | 9.990000e+02 |      --      |    Inf | unknown
 39.8s|     1 |     0 | 21378 |     - |    53M |   0 |7920 |5949 |6185 | 197 | 85 | 369 | 536 | 9.990000e+02 |      --      |    Inf | unknown
 39.9s|     1 |     0 | 21446 |     - |    53M |   0 |7920 |5948 |6186 | 197 | 85 | 373 | 541 | 9.990000e+02 |      --      |    Inf | unknown
 40.1s|     1 |     0 | 21459 |     - |    53M |   0 |7920 |5948 |6189 | 200 | 86 | 373 | 541 | 9.990000e+02 |      --      |    Inf | unknown
 40.2s|     1 |     0 | 21537 |     - |    53M |   0 |7920 |5947 |6190 | 200 | 86 | 377 | 547 | 9.990000e+02 |      --      |    Inf | unknown
 40.4s|     1 |     0 | 21541 |     - |    53M |   0 |7920 |5947 |6192 | 202 | 87 | 377 | 547 | 9.990000e+02 |      --      |    Inf | unknown
