SCIP version 8.0.0 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 6.0.0] [GitHash: a740f0891e]
Copyright (C) 2002-2021 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

read problem </home/danilo/cbc-test-set/30n20b8.mps.gz> ...

original problem has 18380 variables (18318 bin, 62 int, 0 impl, 0 cont) and 576 constraints
solve problem ...

presolving:
   Deactivated symmetry handling methods, since SCIP was built without symmetry detector (SYM=none).
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 18380 variables (18318 bin, 62 int, 0 impl, 0 cont) and 576 constraints
    576 constraints of type <linear>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.05

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 15.6s|     1 |     0 | 10234 |     - |    97M |   0 |  18k| 527 | 739 | 212 | 10 |   0 |   0 | 6.376743e+01 |      --      |    Inf | unknown
 16.4s|     1 |     0 | 10337 |     - |    98M |   0 |  18k| 527 | 728 | 237 | 11 |   0 |   0 | 6.431869e+01 |      --      |    Inf | unknown
 17.6s|     1 |     0 | 10932 |     - |    99M |   0 |  18k| 527 | 753 | 262 | 12 |   0 |   0 | 7.325458e+01 |      --      |    Inf | unknown
 18.3s|     1 |     0 | 11052 |     - |   101M |   0 |  18k| 527 | 777 | 286 | 13 |   0 |   0 | 7.373339e+01 |      --      |    Inf | unknown
 19.4s|     1 |     0 | 11368 |     - |   101M |   0 |  18k| 527 | 801 | 310 | 14 |   0 |   0 | 7.950537e+01 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 20.0s|     1 |     0 | 11442 |     - |   102M |   0 |  18k| 527 | 824 | 333 | 15 |   0 |   0 | 7.982211e+01 |      --      |    Inf | unknown
 20.7s|     1 |     0 | 11503 |     - |   102M |   0 |  18k| 527 | 847 | 356 | 16 |   0 |   0 | 8.008361e+01 |      --      |    Inf | unknown
 21.5s|     1 |     0 | 11652 |     - |   103M |   0 |  18k| 527 | 870 | 379 | 17 |   0 |   0 | 8.054565e+01 |      --      |    Inf | unknown
 22.2s|     1 |     0 | 11716 |     - |   105M |   0 |  18k| 527 | 893 | 402 | 18 |   0 |   0 | 8.091723e+01 |      --      |    Inf | unknown
 22.9s|     1 |     0 | 11795 |     - |   109M |   0 |  18k| 527 | 917 | 426 | 19 |   0 |   0 | 8.126081e+01 |      --      |    Inf | unknown
 23.7s|     1 |     0 | 11878 |     - |   109M |   0 |  18k| 527 | 941 | 450 | 20 |   0 |   0 | 8.350744e+01 |      --      |    Inf | unknown
 24.4s|     1 |     0 | 11946 |     - |   110M |   0 |  18k| 527 | 965 | 474 | 21 |   0 |   0 | 8.381228e+01 |      --      |    Inf | unknown
 25.2s|     1 |     0 | 12074 |     - |   110M |   0 |  18k| 527 | 988 | 497 | 22 |   0 |   0 | 8.417909e+01 |      --      |    Inf | unknown
 25.9s|     1 |     0 | 12152 |     - |   112M |   0 |  18k| 527 |1012 | 521 | 23 |   0 |   0 | 8.455225e+01 |      --      |    Inf | unknown
 26.6s|     1 |     0 | 12218 |     - |   114M |   0 |  18k| 527 |1036 | 545 | 24 |   0 |   0 | 8.473383e+01 |      --      |    Inf | unknown
 27.4s|     1 |     0 | 12279 |     - |   115M |   0 |  18k| 527 |1060 | 569 | 25 |   0 |   0 | 8.498701e+01 |      --      |    Inf | unknown
 28.9s|     1 |     0 | 12817 |     - |   117M |   0 |  18k| 527 |1083 | 592 | 26 |   0 |   0 | 9.573454e+01 |      --      |    Inf | unknown
 29.7s|     1 |     0 | 12874 |     - |   117M |   0 |  18k| 527 |1104 | 613 | 27 |   0 |   0 | 9.593121e+01 |      --      |    Inf | unknown
 30.5s|     1 |     0 | 12950 |     - |   119M |   0 |  18k| 527 |1125 | 634 | 28 |   0 |   0 | 9.610251e+01 |      --      |    Inf | unknown
 31.4s|     1 |     0 | 13060 |     - |   121M |   0 |  18k| 527 |1146 | 655 | 29 |   0 |   0 | 9.639316e+01 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 32.2s|     1 |     0 | 13134 |     - |   122M |   0 |  18k| 527 |1167 | 676 | 30 |   0 |   0 | 9.655862e+01 |      --      |    Inf | unknown
 33.0s|     1 |     0 | 13223 |     - |   123M |   0 |  18k| 527 |1188 | 697 | 31 |   0 |   0 | 9.675031e+01 |      --      |    Inf | unknown
 34.0s|     1 |     0 | 13365 |     - |   123M |   0 |  18k| 527 |1209 | 718 | 32 |   0 |   0 | 9.708862e+01 |      --      |    Inf | unknown
 34.9s|     1 |     0 | 13471 |     - |   125M |   0 |  18k| 527 |1230 | 739 | 33 |   0 |   0 | 9.730391e+01 |      --      |    Inf | unknown
 35.7s|     1 |     0 | 13518 |     - |   127M |   0 |  18k| 527 |1251 | 760 | 34 |   0 |   0 | 9.748224e+01 |      --      |    Inf | unknown
 36.8s|     1 |     0 | 13675 |     - |   131M |   0 |  18k| 527 |1272 | 781 | 35 |   0 |   0 | 9.837473e+01 |      --      |    Inf | unknown
 37.7s|     1 |     0 | 13782 |     - |   131M |   0 |  18k| 527 |1294 | 803 | 36 |   0 |   0 | 9.872289e+01 |      --      |    Inf | unknown
 38.6s|     1 |     0 | 13906 |     - |   131M |   0 |  18k| 527 |1315 | 824 | 37 |   0 |   0 | 9.899193e+01 |      --      |    Inf | unknown
 39.4s|     1 |     0 | 13953 |     - |   136M |   0 |  18k| 527 |1337 | 846 | 38 |   0 |   0 | 9.924090e+01 |      --      |    Inf | unknown
 40.2s|     1 |     0 | 14024 |     - |   136M |   0 |  18k| 527 |1359 | 868 | 39 |   0 |   0 | 9.943475e+01 |      --      |    Inf | unknown
 41.0s|     1 |     0 | 14101 |     - |   138M |   0 |  18k| 527 |1382 | 891 | 40 |   0 |   0 | 9.960165e+01 |      --      |    Inf | unknown
 41.8s|     1 |     0 | 14159 |     - |   138M |   0 |  18k| 527 |1405 | 914 | 41 |   0 |   0 | 9.981285e+01 |      --      |    Inf | unknown
 42.6s|     1 |     0 | 14238 |     - |   139M |   0 |  18k| 527 |1428 | 937 | 42 |   0 |   0 | 9.996138e+01 |      --      |    Inf | unknown
 43.8s|     1 |     0 | 14433 |     - |   140M |   0 |  18k| 527 |1451 | 960 | 43 |   0 |   0 | 1.008936e+02 |      --      |    Inf | unknown
 44.9s|     1 |     0 | 14547 |     - |   143M |   0 |  18k| 527 |1473 | 982 | 44 |   0 |   0 | 1.011190e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 45.8s|     1 |     0 | 14609 |     - |   145M |   0 |  18k| 527 |1493 |1002 | 45 |   0 |   0 | 1.012992e+02 |      --      |    Inf | unknown
 46.6s|     1 |     0 | 14666 |     - |   148M |   0 |  18k| 527 |1514 |1023 | 46 |   0 |   0 | 1.014274e+02 |      --      |    Inf | unknown
 47.4s|     1 |     0 | 14719 |     - |   148M |   0 |  18k| 527 |1535 |1044 | 47 |   0 |   0 | 1.015602e+02 |      --      |    Inf | unknown
 48.3s|     1 |     0 | 14799 |     - |   149M |   0 |  18k| 527 |1556 |1065 | 48 |   0 |   0 | 1.017366e+02 |      --      |    Inf | unknown
 49.4s|     1 |     0 | 14955 |     - |   153M |   0 |  18k| 527 |1577 |1086 | 49 |   0 |   0 | 1.019236e+02 |      --      |    Inf | unknown
 50.5s|     1 |     0 | 15130 |     - |   153M |   0 |  18k| 527 |1598 |1107 | 50 |   0 |   0 | 1.021402e+02 |      --      |    Inf | unknown
 51.4s|     1 |     0 | 15226 |     - |   154M |   0 |  18k| 527 |1619 |1128 | 51 |   0 |   0 | 1.023653e+02 |      --      |    Inf | unknown
 52.3s|     1 |     0 | 15297 |     - |   154M |   0 |  18k| 527 |1639 |1148 | 52 |   0 |   0 | 1.025405e+02 |      --      |    Inf | unknown
 53.2s|     1 |     0 | 15371 |     - |   157M |   0 |  18k| 527 |1660 |1169 | 53 |   0 |   0 | 1.026653e+02 |      --      |    Inf | unknown
 54.1s|     1 |     0 | 15457 |     - |   157M |   0 |  18k| 527 |1680 |1189 | 54 |   0 |   0 | 1.029669e+02 |      --      |    Inf | unknown
 55.1s|     1 |     0 | 15570 |     - |   159M |   0 |  18k| 527 |1701 |1210 | 55 |   0 |   0 | 1.031043e+02 |      --      |    Inf | unknown
 56.1s|     1 |     0 | 15704 |     - |   160M |   0 |  18k| 527 |1722 |1231 | 56 |   0 |   0 | 1.032584e+02 |      --      |    Inf | unknown
 57.1s|     1 |     0 | 15784 |     - |   161M |   0 |  18k| 527 |1742 |1251 | 57 |   0 |   0 | 1.034105e+02 |      --      |    Inf | unknown
 58.2s|     1 |     0 | 15912 |     - |   164M |   0 |  18k| 527 |1762 |1271 | 58 |   0 |   0 | 1.035371e+02 |      --      |    Inf | unknown
 59.1s|     1 |     0 | 16004 |     - |   168M |   0 |  18k| 527 |1782 |1291 | 59 |   0 |   0 | 1.036684e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 60.2s|     1 |     0 | 16123 |     - |   168M |   0 |  18k| 527 |1802 |1311 | 60 |   0 |   0 | 1.038227e+02 |      --      |    Inf | unknown
 61.9s|     1 |     0 | 16417 |     - |   169M |   0 |  18k| 527 |1822 |1331 | 61 |   0 |   0 | 1.069351e+02 |      --      |    Inf | unknown
 62.8s|     1 |     0 | 16488 |     - |   172M |   0 |  18k| 527 |1841 |1350 | 62 |   0 |   0 | 1.070667e+02 |      --      |    Inf | unknown
 63.9s|     1 |     0 | 16605 |     - |   173M |   0 |  18k| 527 |1860 |1369 | 63 |   0 |   0 | 1.073160e+02 |      --      |    Inf | unknown
 65.2s|     1 |     0 | 16746 |     - |   173M |   0 |  18k| 527 |1879 |1388 | 64 |   0 |   0 | 1.075781e+02 |      --      |    Inf | unknown
 66.0s|     1 |     0 | 16788 |     - |   175M |   0 |  18k| 527 |1898 |1407 | 65 |   0 |   0 | 1.076932e+02 |      --      |    Inf | unknown
 66.8s|     1 |     0 | 16826 |     - |   175M |   0 |  18k| 527 |1917 |1426 | 66 |   0 |   0 | 1.078345e+02 |      --      |    Inf | unknown
 68.4s|     1 |     0 | 16935 |     - |   176M |   0 |  18k| 527 |1936 |1445 | 67 |   0 |   0 | 1.084699e+02 |      --      |    Inf | unknown
 69.7s|     1 |     0 | 16990 |     - |   176M |   0 |  18k| 527 |1954 |1463 | 68 |   0 |   0 | 1.085632e+02 |      --      |    Inf | unknown
 70.9s|     1 |     0 | 17040 |     - |   177M |   0 |  18k| 527 |1971 |1480 | 69 |   0 |   0 | 1.086786e+02 |      --      |    Inf | unknown
 72.2s|     1 |     0 | 17075 |     - |   179M |   0 |  18k| 527 |1988 |1497 | 70 |   0 |   0 | 1.087495e+02 |      --      |    Inf | unknown
 73.6s|     1 |     0 | 17141 |     - |   180M |   0 |  18k| 527 |2005 |1514 | 71 |   0 |   0 | 1.089209e+02 |      --      |    Inf | unknown
 75.5s|     1 |     0 | 17302 |     - |   181M |   0 |  18k| 527 |2023 |1532 | 72 |   0 |   0 | 1.093679e+02 |      --      |    Inf | unknown
 77.0s|     1 |     0 | 17387 |     - |   182M |   0 |  18k| 527 |2040 |1549 | 73 |   0 |   0 | 1.094630e+02 |      --      |    Inf | unknown
 78.5s|     1 |     0 | 17468 |     - |   185M |   0 |  18k| 527 |2058 |1567 | 74 |   0 |   0 | 1.095645e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 79.9s|     1 |     0 | 17549 |     - |   186M |   0 |  18k| 527 |2076 |1585 | 75 |   0 |   0 | 1.097156e+02 |      --      |    Inf | unknown
 81.3s|     1 |     0 | 17612 |     - |   187M |   0 |  18k| 527 |2094 |1603 | 76 |   0 |   0 | 1.098314e+02 |      --      |    Inf | unknown
 82.5s|     1 |     0 | 17660 |     - |   191M |   0 |  18k| 527 |2112 |1621 | 77 |   0 |   0 | 1.099058e+02 |      --      |    Inf | unknown
 84.3s|     1 |     0 | 17777 |     - |   191M |   0 |  18k| 527 |2129 |1638 | 78 |   0 |   0 | 1.101487e+02 |      --      |    Inf | unknown
 85.7s|     1 |     0 | 17846 |     - |   192M |   0 |  18k| 527 |2146 |1655 | 79 |   0 |   0 | 1.102355e+02 |      --      |    Inf | unknown
 87.0s|     1 |     0 | 17890 |     - |   192M |   0 |  18k| 527 |2163 |1672 | 80 |   0 |   0 | 1.103309e+02 |      --      |    Inf | unknown
 88.7s|     1 |     0 | 18005 |     - |   193M |   0 |  18k| 527 |2181 |1690 | 81 |   0 |   0 | 1.104541e+02 |      --      |    Inf | unknown
 90.3s|     1 |     0 | 18085 |     - |   193M |   0 |  18k| 527 |2199 |1708 | 82 |   0 |   0 | 1.105972e+02 |      --      |    Inf | unknown
 91.8s|     1 |     0 | 18163 |     - |   193M |   0 |  18k| 527 |2217 |1726 | 83 |   0 |   0 | 1.107950e+02 |      --      |    Inf | unknown
 93.2s|     1 |     0 | 18220 |     - |   195M |   0 |  18k| 527 |2235 |1744 | 84 |   0 |   0 | 1.108856e+02 |      --      |    Inf | unknown
 94.5s|     1 |     0 | 18252 |     - |   196M |   0 |  18k| 527 |2253 |1762 | 85 |   0 |   0 | 1.109705e+02 |      --      |    Inf | unknown
 96.0s|     1 |     0 | 18325 |     - |   197M |   0 |  18k| 527 |2271 |1780 | 86 |   0 |   0 | 1.110363e+02 |      --      |    Inf | unknown
 97.6s|     1 |     0 | 18468 |     - |   199M |   0 |  18k| 527 |2289 |1798 | 87 |   0 |   0 | 1.110953e+02 |      --      |    Inf | unknown
 98.6s|     1 |     0 | 18531 |     - |   200M |   0 |  18k| 527 |2307 |1816 | 88 |   0 |   0 | 1.111902e+02 |      --      |    Inf | unknown
  101s|     1 |     0 | 18921 |     - |   202M |   0 |  18k| 527 |2326 |1835 | 89 |   0 |   0 | 1.118231e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  102s|     1 |     0 | 18968 |     - |   202M |   0 |  18k| 527 |2343 |1852 | 90 |   0 |   0 | 1.119134e+02 |      --      |    Inf | unknown
  103s|     1 |     0 | 19085 |     - |   205M |   0 |  18k| 527 |2360 |1869 | 91 |   0 |   0 | 1.120606e+02 |      --      |    Inf | unknown
  104s|     1 |     0 | 19166 |     - |   210M |   0 |  18k| 527 |2377 |1886 | 92 |   0 |   0 | 1.121314e+02 |      --      |    Inf | unknown
  105s|     1 |     0 | 19212 |     - |   211M |   0 |  18k| 527 |2394 |1903 | 93 |   0 |   0 | 1.122236e+02 |      --      |    Inf | unknown
  106s|     1 |     0 | 19273 |     - |   212M |   0 |  18k| 527 |2410 |1919 | 94 |   0 |   0 | 1.125128e+02 |      --      |    Inf | unknown
  108s|     1 |     0 | 19369 |     - |   215M |   0 |  18k| 527 |2427 |1936 | 95 |   0 |   0 | 1.127353e+02 |      --      |    Inf | unknown
  109s|     1 |     0 | 19502 |     - |   216M |   0 |  18k| 527 |2444 |1953 | 96 |   0 |   0 | 1.128825e+02 |      --      |    Inf | unknown
  110s|     1 |     0 | 19582 |     - |   217M |   0 |  18k| 527 |2461 |1970 | 97 |   0 |   0 | 1.129950e+02 |      --      |    Inf | unknown
  116s|     1 |     0 | 20221 |     - |   218M |   0 |  18k| 527 |2476 |1985 | 98 |   0 |   0 | 1.140296e+02 |      --      |    Inf | unknown
  116s|     1 |     0 | 20259 |     - |   218M |   0 |  18k| 527 |2491 |2000 | 99 |   0 |   0 | 1.141240e+02 |      --      |    Inf | unknown
  118s|     1 |     0 | 20429 |     - |   218M |   0 |  18k| 527 |2506 |2015 |100 |   0 |   0 | 1.143430e+02 |      --      |    Inf | unknown
  119s|     1 |     0 | 20476 |     - |   218M |   0 |  18k| 527 |2522 |2031 |101 |   0 |   0 | 1.144006e+02 |      --      |    Inf | unknown
  120s|     1 |     0 | 20505 |     - |   219M |   0 |  18k| 527 |2538 |2047 |102 |   0 |   0 | 1.144748e+02 |      --      |    Inf | unknown
  121s|     1 |     0 | 20561 |     - |   218M |   0 |  18k| 527 |2554 |2063 |103 |   0 |   0 | 1.145639e+02 |      --      |    Inf | unknown
  122s|     1 |     0 | 20619 |     - |   220M |   0 |  18k| 527 |2570 |2079 |104 |   0 |   0 | 1.146307e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  123s|     1 |     0 | 20648 |     - |   220M |   0 |  18k| 527 |2586 |2095 |105 |   0 |   0 | 1.147007e+02 |      --      |    Inf | unknown
  126s|     1 |     0 | 21093 |     - |   221M |   0 |  18k| 527 |2602 |2111 |106 |   0 |   0 | 1.156011e+02 |      --      |    Inf | unknown
  128s|     1 |     0 | 21412 |     - |   221M |   0 |  18k| 527 |2616 |2125 |107 |   0 |   0 | 1.161629e+02 |      --      |    Inf | unknown
  130s|     1 |     0 | 21487 |     - |   223M |   0 |  18k| 527 |2628 |2137 |108 |   0 |   0 | 1.164020e+02 |      --      |    Inf | unknown
  132s|     1 |     0 | 21634 |     - |   223M |   0 |  18k| 527 |2640 |2149 |109 |   0 |   0 | 1.172633e+02 |      --      |    Inf | unknown
  133s|     1 |     0 | 21674 |     - |   224M |   0 |  18k| 527 |2651 |2160 |110 |   0 |   0 | 1.173019e+02 |      --      |    Inf | unknown
  134s|     1 |     0 | 21688 |     - |   225M |   0 |  18k| 527 |2662 |2171 |111 |   0 |   0 | 1.173466e+02 |      --      |    Inf | unknown
  135s|     1 |     0 | 21709 |     - |   226M |   0 |  18k| 527 |2673 |2182 |112 |   0 |   0 | 1.173895e+02 |      --      |    Inf | unknown
  137s|     1 |     0 | 21724 |     - |   229M |   0 |  18k| 527 |2684 |2193 |113 |   0 |   0 | 1.174305e+02 |      --      |    Inf | unknown
  141s|     1 |     0 | 22109 |     - |   233M |   0 |  18k| 527 |2695 |2204 |114 |   0 |   0 | 1.181595e+02 |      --      |    Inf | unknown
  142s|     1 |     0 | 22126 |     - |   234M |   0 |  18k| 527 |2704 |2213 |115 |   0 |   0 | 1.181916e+02 |      --      |    Inf | unknown
  143s|     1 |     0 | 22148 |     - |   234M |   0 |  18k| 527 |2713 |2222 |116 |   0 |   0 | 1.182235e+02 |      --      |    Inf | unknown
  149s|     1 |     0 | 22175 |     - |   238M |   0 |  18k| 527 |2722 |2231 |117 |   0 |   0 | 1.182510e+02 |      --      |    Inf | unknown
  150s|     1 |     0 | 22206 |     - |   238M |   0 |  18k| 527 |2731 |2240 |118 |   0 |   0 | 1.182884e+02 |      --      |    Inf | unknown
  152s|     1 |     0 | 22223 |     - |   238M |   0 |  18k| 527 |2740 |2249 |119 |   0 |   0 | 1.183125e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  153s|     1 |     0 | 22270 |     - |   238M |   0 |  18k| 527 |2749 |2258 |120 |   0 |   0 | 1.183426e+02 |      --      |    Inf | unknown
  154s|     1 |     0 | 22369 |     - |   239M |   0 |  18k| 527 |2758 |2267 |121 |   0 |   0 | 1.184463e+02 |      --      |    Inf | unknown
  155s|     1 |     0 | 22396 |     - |   239M |   0 |  18k| 527 |2767 |2276 |122 |   0 |   0 | 1.184793e+02 |      --      |    Inf | unknown
  156s|     1 |     0 | 22411 |     - |   239M |   0 |  18k| 527 |2776 |2285 |123 |   0 |   0 | 1.185019e+02 |      --      |    Inf | unknown
  156s|     1 |     0 | 22448 |     - |   239M |   0 |  18k| 527 |2785 |2294 |124 |   0 |   0 | 1.185388e+02 |      --      |    Inf | unknown
  158s|     1 |     0 | 22516 |     - |   241M |   0 |  18k| 527 |2794 |2303 |125 |   0 |   0 | 1.185599e+02 |      --      |    Inf | unknown
  159s|     1 |     0 | 22579 |     - |   241M |   0 |  18k| 527 |2803 |2312 |126 |   0 |   0 | 1.186294e+02 |      --      |    Inf | unknown
  160s|     1 |     0 | 22626 |     - |   241M |   0 |  18k| 527 |2812 |2321 |127 |   0 |   0 | 1.186572e+02 |      --      |    Inf | unknown
  161s|     1 |     0 | 22670 |     - |   241M |   0 |  18k| 527 |2821 |2330 |128 |   0 |   0 | 1.186982e+02 |      --      |    Inf | unknown
  161s|     1 |     0 | 22686 |     - |   241M |   0 |  18k| 527 |2830 |2339 |129 |   0 |   0 | 1.187138e+02 |      --      |    Inf | unknown
  162s|     1 |     0 | 22710 |     - |   241M |   0 |  18k| 527 |2839 |2348 |130 |   0 |   0 | 1.187459e+02 |      --      |    Inf | unknown
  163s|     1 |     0 | 22744 |     - |   242M |   0 |  18k| 527 |2848 |2357 |131 |   0 |   0 | 1.187633e+02 |      --      |    Inf | unknown
  166s|     1 |     0 | 22968 |     - |   243M |   0 |  18k| 527 |2857 |2366 |132 |   0 |   0 | 1.192702e+02 |      --      |    Inf | unknown
  167s|     1 |     0 | 22988 |     - |   243M |   0 |  18k| 527 |2866 |2375 |133 |   0 |   0 | 1.192965e+02 |      --      |    Inf | unknown
  167s|     1 |     0 | 23011 |     - |   244M |   0 |  18k| 527 |2875 |2384 |134 |   0 |   0 | 1.193180e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  168s|     1 |     0 | 23024 |     - |   244M |   0 |  18k| 527 |2884 |2393 |135 |   0 |   0 | 1.193314e+02 |      --      |    Inf | unknown
  169s|     1 |     0 | 23113 |     - |   246M |   0 |  18k| 527 |2893 |2402 |136 |   0 |   0 | 1.193676e+02 |      --      |    Inf | unknown
  170s|     1 |     0 | 23142 |     - |   248M |   0 |  18k| 527 |2902 |2411 |137 |   0 |   0 | 1.193885e+02 |      --      |    Inf | unknown
  172s|     1 |     0 | 23226 |     - |   249M |   0 |  18k| 527 |2911 |2420 |138 |   0 |   0 | 1.194062e+02 |      --      |    Inf | unknown
  173s|     1 |     0 | 23307 |     - |   250M |   0 |  18k| 527 |2920 |2429 |139 |   0 |   0 | 1.194763e+02 |      --      |    Inf | unknown
  174s|     1 |     0 | 23319 |     - |   253M |   0 |  18k| 527 |2929 |2438 |140 |   0 |   0 | 1.194949e+02 |      --      |    Inf | unknown
  176s|     1 |     0 | 23642 |     - |   253M |   0 |  18k| 527 |2938 |2447 |141 |   0 |   0 | 1.201755e+02 |      --      |    Inf | unknown
  178s|     1 |     0 | 23856 |     - |   254M |   0 |  18k| 527 |2946 |2455 |142 |   0 |   0 | 1.206905e+02 |      --      |    Inf | unknown
  179s|     1 |     0 | 23876 |     - |   258M |   0 |  18k| 527 |2952 |2461 |143 |   0 |   0 | 1.207008e+02 |      --      |    Inf | unknown
  181s|     1 |     0 | 23936 |     - |   259M |   0 |  18k| 527 |2958 |2467 |144 |   0 |   0 | 1.207363e+02 |      --      |    Inf | unknown
  181s|     1 |     0 | 23952 |     - |   259M |   0 |  18k| 527 |2965 |2474 |145 |   0 |   0 | 1.207560e+02 |      --      |    Inf | unknown
  183s|     1 |     0 | 24003 |     - |   259M |   0 |  18k| 527 |2972 |2481 |146 |   0 |   0 | 1.208175e+02 |      --      |    Inf | unknown
  183s|     1 |     0 | 24014 |     - |   259M |   0 |  18k| 527 |2978 |2487 |147 |   0 |   0 | 1.208269e+02 |      --      |    Inf | unknown
  184s|     1 |     0 | 24022 |     - |   259M |   0 |  18k| 527 |2984 |2493 |148 |   0 |   0 | 1.208395e+02 |      --      |    Inf | unknown
  185s|     1 |     0 | 24033 |     - |   259M |   0 |  18k| 527 |2990 |2499 |149 |   0 |   0 | 1.208487e+02 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  186s|     1 |     0 | 24045 |     - |   260M |   0 |  18k| 527 |2996 |2505 |150 |   0 |   0 | 1.208576e+02 |      --      |    Inf | unknown
  187s|     1 |     0 | 24152 |     - |   260M |   0 |  18k| 527 |3002 |2511 |151 |   0 |   0 | 1.210715e+02 |      --      |    Inf | unknown
