SCIP version 8.0.0 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 6.0.0] [GitHash: a740f0891e]
Copyright (C) 2002-2021 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

read problem </home/danilo/cbc-test-set/neos-4647030-tutaki.mps.gz> ...

original problem has 12600 variables (7000 bin, 0 int, 0 impl, 5600 cont) and 8382 constraints
solve problem ...

presolving:
   Deactivated symmetry handling methods, since SCIP was built without symmetry detector (SYM=none).
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 12600 variables (7000 bin, 0 int, 0 impl, 5600 cont) and 8382 constraints
   8382 constraints of type <linear>
Presolving Time: 0.24

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 76.1s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 10 |   0 |  45 | 2.691164e+04 |      --      |    Inf | unknown
 81.3s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 11 |   0 |  50 | 2.691164e+04 |      --      |    Inf | unknown
 86.5s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 12 |   0 |  55 | 2.691164e+04 |      --      |    Inf | unknown
 91.7s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 13 |   0 |  60 | 2.691164e+04 |      --      |    Inf | unknown
 96.8s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 14 |   0 |  65 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  102s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 15 |   0 |  70 | 2.691164e+04 |      --      |    Inf | unknown
  107s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 16 |   0 |  75 | 2.691164e+04 |      --      |    Inf | unknown
  112s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 17 |   0 |  80 | 2.691164e+04 |      --      |    Inf | unknown
  117s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 18 |   0 |  85 | 2.691164e+04 |      --      |    Inf | unknown
  123s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 19 |   0 |  90 | 2.691164e+04 |      --      |    Inf | unknown
  128s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 20 |   0 |  95 | 2.691164e+04 |      --      |    Inf | unknown
  133s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 21 |   0 | 100 | 2.691164e+04 |      --      |    Inf | unknown
  138s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 22 |   0 | 105 | 2.691164e+04 |      --      |    Inf | unknown
  143s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 23 |   0 | 110 | 2.691164e+04 |      --      |    Inf | unknown
  148s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 24 |   0 | 115 | 2.691164e+04 |      --      |    Inf | unknown
  153s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 25 |   0 | 120 | 2.691164e+04 |      --      |    Inf | unknown
  158s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 26 |   0 | 125 | 2.691164e+04 |      --      |    Inf | unknown
  164s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 27 |   0 | 130 | 2.691164e+04 |      --      |    Inf | unknown
  169s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 28 |   0 | 135 | 2.691164e+04 |      --      |    Inf | unknown
  174s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 29 |   0 | 140 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  179s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 30 |   0 | 145 | 2.691164e+04 |      --      |    Inf | unknown
  184s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 31 |   0 | 150 | 2.691164e+04 |      --      |    Inf | unknown
  189s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 32 |   0 | 155 | 2.691164e+04 |      --      |    Inf | unknown
  194s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 33 |   0 | 160 | 2.691164e+04 |      --      |    Inf | unknown
  199s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 34 |   0 | 165 | 2.691164e+04 |      --      |    Inf | unknown
  205s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 35 |   0 | 170 | 2.691164e+04 |      --      |    Inf | unknown
  210s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 36 |   0 | 175 | 2.691164e+04 |      --      |    Inf | unknown
  215s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 37 |   0 | 180 | 2.691164e+04 |      --      |    Inf | unknown
  220s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 38 |   0 | 185 | 2.691164e+04 |      --      |    Inf | unknown
  225s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 39 |   0 | 190 | 2.691164e+04 |      --      |    Inf | unknown
  230s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 40 |   0 | 195 | 2.691164e+04 |      --      |    Inf | unknown
  235s|     1 |     0 | 12203 |     - |   718M |   0 |  12k|9782 |9785 |   3 | 41 |   0 | 200 | 2.691164e+04 |      --      |    Inf | unknown
  241s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 42 |   0 | 205 | 2.691164e+04 |      --      |    Inf | unknown
  246s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 43 |   0 | 210 | 2.691164e+04 |      --      |    Inf | unknown
  251s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 44 |   0 | 215 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  256s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 45 |   0 | 220 | 2.691164e+04 |      --      |    Inf | unknown
  261s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 46 |   0 | 225 | 2.691164e+04 |      --      |    Inf | unknown
  267s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 47 |   0 | 230 | 2.691164e+04 |      --      |    Inf | unknown
  272s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 48 |   0 | 235 | 2.691164e+04 |      --      |    Inf | unknown
  277s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 49 |   0 | 240 | 2.691164e+04 |      --      |    Inf | unknown
  282s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 50 |   0 | 245 | 2.691164e+04 |      --      |    Inf | unknown
  287s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 51 |   0 | 250 | 2.691164e+04 |      --      |    Inf | unknown
  293s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 52 |   0 | 255 | 2.691164e+04 |      --      |    Inf | unknown
  298s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 53 |   0 | 260 | 2.691164e+04 |      --      |    Inf | unknown
  303s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 54 |   0 | 265 | 2.691164e+04 |      --      |    Inf | unknown
  308s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 55 |   0 | 270 | 2.691164e+04 |      --      |    Inf | unknown
  313s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 56 |   0 | 275 | 2.691164e+04 |      --      |    Inf | unknown
  318s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 57 |   0 | 280 | 2.691164e+04 |      --      |    Inf | unknown
  324s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 58 |   0 | 285 | 2.691164e+04 |      --      |    Inf | unknown
  329s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 59 |   0 | 290 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  334s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 60 |   0 | 295 | 2.691164e+04 |      --      |    Inf | unknown
  339s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 61 |   0 | 300 | 2.691164e+04 |      --      |    Inf | unknown
  344s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 62 |   0 | 305 | 2.691164e+04 |      --      |    Inf | unknown
  349s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 63 |   0 | 310 | 2.691164e+04 |      --      |    Inf | unknown
  355s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 64 |   0 | 315 | 2.691164e+04 |      --      |    Inf | unknown
  360s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 65 |   0 | 320 | 2.691164e+04 |      --      |    Inf | unknown
  365s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 66 |   0 | 325 | 2.691164e+04 |      --      |    Inf | unknown
  370s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 67 |   0 | 330 | 2.691164e+04 |      --      |    Inf | unknown
  375s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 68 |   0 | 335 | 2.691164e+04 |      --      |    Inf | unknown
  380s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 69 |   0 | 340 | 2.691164e+04 |      --      |    Inf | unknown
  385s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 70 |   0 | 345 | 2.691164e+04 |      --      |    Inf | unknown
  390s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 71 |   0 | 350 | 2.691164e+04 |      --      |    Inf | unknown
  396s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 72 |   0 | 355 | 2.691164e+04 |      --      |    Inf | unknown
  401s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 73 |   0 | 360 | 2.691164e+04 |      --      |    Inf | unknown
  406s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 74 |   0 | 365 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  411s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 75 |   0 | 370 | 2.691164e+04 |      --      |    Inf | unknown
  416s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 76 |   0 | 375 | 2.691164e+04 |      --      |    Inf | unknown
  421s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 77 |   0 | 380 | 2.691164e+04 |      --      |    Inf | unknown
  426s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 78 |   0 | 385 | 2.691164e+04 |      --      |    Inf | unknown
  431s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 79 |   0 | 390 | 2.691164e+04 |      --      |    Inf | unknown
  437s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 80 |   0 | 395 | 2.691164e+04 |      --      |    Inf | unknown
  442s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 81 |   0 | 400 | 2.691164e+04 |      --      |    Inf | unknown
  447s|     1 |     0 | 12203 |     - |   719M |   0 |  12k|9782 |9785 |   3 | 82 |   0 | 405 | 2.691164e+04 |      --      |    Inf | unknown
  452s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 83 |   0 | 410 | 2.691164e+04 |      --      |    Inf | unknown
  457s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 84 |   0 | 415 | 2.691164e+04 |      --      |    Inf | unknown
  463s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 85 |   0 | 420 | 2.691164e+04 |      --      |    Inf | unknown
  468s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 86 |   0 | 425 | 2.691164e+04 |      --      |    Inf | unknown
  473s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 87 |   0 | 430 | 2.691164e+04 |      --      |    Inf | unknown
  478s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 88 |   0 | 435 | 2.691164e+04 |      --      |    Inf | unknown
  483s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 89 |   0 | 440 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  489s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 90 |   0 | 445 | 2.691164e+04 |      --      |    Inf | unknown
  494s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 91 |   0 | 450 | 2.691164e+04 |      --      |    Inf | unknown
  499s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 92 |   0 | 455 | 2.691164e+04 |      --      |    Inf | unknown
  504s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 93 |   0 | 460 | 2.691164e+04 |      --      |    Inf | unknown
  510s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 94 |   0 | 465 | 2.691164e+04 |      --      |    Inf | unknown
  515s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 95 |   0 | 470 | 2.691164e+04 |      --      |    Inf | unknown
  520s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 96 |   0 | 475 | 2.691164e+04 |      --      |    Inf | unknown
  525s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 97 |   0 | 480 | 2.691164e+04 |      --      |    Inf | unknown
  530s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 98 |   0 | 485 | 2.691164e+04 |      --      |    Inf | unknown
  536s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 | 99 |   0 | 490 | 2.691164e+04 |      --      |    Inf | unknown
  541s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |100 |   0 | 495 | 2.691164e+04 |      --      |    Inf | unknown
  546s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |101 |   0 | 500 | 2.691164e+04 |      --      |    Inf | unknown
  551s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |102 |   0 | 505 | 2.691164e+04 |      --      |    Inf | unknown
  557s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |103 |   0 | 510 | 2.691164e+04 |      --      |    Inf | unknown
  562s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |104 |   0 | 515 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  567s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |105 |   0 | 520 | 2.691164e+04 |      --      |    Inf | unknown
  572s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |106 |   0 | 525 | 2.691164e+04 |      --      |    Inf | unknown
  578s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |107 |   0 | 530 | 2.691164e+04 |      --      |    Inf | unknown
  583s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |108 |   0 | 535 | 2.691164e+04 |      --      |    Inf | unknown
  588s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |109 |   0 | 540 | 2.691164e+04 |      --      |    Inf | unknown
  593s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |110 |   0 | 545 | 2.691164e+04 |      --      |    Inf | unknown
  599s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |111 |   0 | 550 | 2.691164e+04 |      --      |    Inf | unknown
  604s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |112 |   0 | 555 | 2.691164e+04 |      --      |    Inf | unknown
  609s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |113 |   0 | 560 | 2.691164e+04 |      --      |    Inf | unknown
  614s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |114 |   0 | 565 | 2.691164e+04 |      --      |    Inf | unknown
  620s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |115 |   0 | 570 | 2.691164e+04 |      --      |    Inf | unknown
  625s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |116 |   0 | 575 | 2.691164e+04 |      --      |    Inf | unknown
  630s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |117 |   0 | 580 | 2.691164e+04 |      --      |    Inf | unknown
  635s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |118 |   0 | 585 | 2.691164e+04 |      --      |    Inf | unknown
  640s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |119 |   0 | 590 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  645s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |120 |   0 | 595 | 2.691164e+04 |      --      |    Inf | unknown
  651s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |121 |   0 | 600 | 2.691164e+04 |      --      |    Inf | unknown
  656s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |122 |   0 | 605 | 2.691164e+04 |      --      |    Inf | unknown
  661s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |123 |   0 | 610 | 2.691164e+04 |      --      |    Inf | unknown
  666s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |124 |   0 | 615 | 2.691164e+04 |      --      |    Inf | unknown
  671s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |125 |   0 | 620 | 2.691164e+04 |      --      |    Inf | unknown
  676s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |126 |   0 | 625 | 2.691164e+04 |      --      |    Inf | unknown
  681s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |127 |   0 | 630 | 2.691164e+04 |      --      |    Inf | unknown
  687s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |128 |   0 | 635 | 2.691164e+04 |      --      |    Inf | unknown
  692s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |129 |   0 | 640 | 2.691164e+04 |      --      |    Inf | unknown
  697s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |130 |   0 | 645 | 2.691164e+04 |      --      |    Inf | unknown
  702s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |131 |   0 | 650 | 2.691164e+04 |      --      |    Inf | unknown
  707s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |132 |   0 | 655 | 2.691164e+04 |      --      |    Inf | unknown
  712s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |133 |   0 | 660 | 2.691164e+04 |      --      |    Inf | unknown
  717s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |134 |   0 | 665 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  723s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |135 |   0 | 670 | 2.691164e+04 |      --      |    Inf | unknown
  728s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |136 |   0 | 675 | 2.691164e+04 |      --      |    Inf | unknown
  733s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |137 |   0 | 680 | 2.691164e+04 |      --      |    Inf | unknown
  738s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |138 |   0 | 685 | 2.691164e+04 |      --      |    Inf | unknown
  743s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |139 |   0 | 690 | 2.691164e+04 |      --      |    Inf | unknown
  748s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |140 |   0 | 695 | 2.691164e+04 |      --      |    Inf | unknown
  753s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |141 |   0 | 700 | 2.691164e+04 |      --      |    Inf | unknown
  759s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |142 |   0 | 705 | 2.691164e+04 |      --      |    Inf | unknown
  764s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |143 |   0 | 710 | 2.691164e+04 |      --      |    Inf | unknown
  769s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |144 |   0 | 715 | 2.691164e+04 |      --      |    Inf | unknown
  774s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |145 |   0 | 720 | 2.691164e+04 |      --      |    Inf | unknown
  779s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |146 |   0 | 725 | 2.691164e+04 |      --      |    Inf | unknown
  784s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |147 |   0 | 730 | 2.691164e+04 |      --      |    Inf | unknown
  790s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |148 |   0 | 735 | 2.691164e+04 |      --      |    Inf | unknown
  795s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |149 |   0 | 740 | 2.691164e+04 |      --      |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  800s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |150 |   0 | 745 | 2.691164e+04 |      --      |    Inf | unknown
  805s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |151 |   0 | 750 | 2.691164e+04 |      --      |    Inf | unknown
  810s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |152 |   0 | 755 | 2.691164e+04 |      --      |    Inf | unknown
  816s|     1 |     0 | 12203 |     - |   720M |   0 |  12k|9782 |9785 |   3 |153 |   0 | 760 | 2.691164e+04 |      --      |    Inf | unknown
